mu,var_g,var_b,var_h,var_e,h[1],h[2],b[1],g[1],b[2],g[2],yhat[1],yhat[2],yhat[3],yhat[4],yhat[500],yhat[501],yhat[502],yhat[503],yhat[999],yhat[1000],yhat[1001],yhat[1002],yhat[1498],yhat[1499],yhat[1500],yhat[1501],yhat[1997],yhat[1998],yhat[2488],yhat[2489]
119.046065,378.647268,0.504532,1578.504755,448.788444,10.519996,24.848227,0.221337,21.681071,-0.187838,23.586432,153.575603,153.575603,151.176444,151.176444,153.575603,153.575603,151.176444,151.176444,153.575603,153.575603,151.176444,151.176444,153.575603,153.575603,151.176444,151.176444,162.813295,162.813295,162.813295,162.813295
119.757591,381.579353,0.478157,711.813277,461.795525,10.708625,26.457166,0.395482,21.624882,0.068984,16.706764,156.326162,156.326162,147.911704,147.911704,156.326162,156.326162,147.911704,147.911704,156.326162,156.326162,147.911704,147.911704,156.326162,156.326162,147.911704,147.911704,164.746642,164.746642,164.746642,164.746642
119.707259,398.636757,0.502485,1448.308664,452.561190,10.017804,24.966607,0.564414,13.820138,-0.166602,16.809250,149.199394,149.199394,144.865332,144.865332,149.199394,149.199394,144.865332,144.865332,149.199394,149.199394,144.865332,144.865332,149.199394,149.199394,144.865332,144.865332,157.323641,157.323641,157.323641,157.323641
120.059943,364.753320,0.479618,443.867838,459.199683,10.066384,25.151335,0.489744,25.658857,0.001376,13.189221,160.715140,160.715140,143.329398,143.329398,160.715140,160.715140,143.329398,143.329398,160.715140,160.715140,143.329398,143.329398,160.715140,160.715140,143.329398,143.329398,158.435104,158.435104,158.435104,158.435104
120.540369,369.563485,0.539742,906.729038,460.300106,10.489214,24.399301,0.488782,15.490278,-0.175786,19.591182,151.646805,151.646805,148.776911,148.776911,151.646805,151.646805,148.776911,148.776911,151.646805,151.646805,148.776911,148.776911,151.646805,151.646805,148.776911,148.776911,160.241803,160.241803,160.241803,160.241803
120.752528,349.219953,0.545849,391.546300,461.161078,9.854543,23.671083,0.701746,19.850589,-0.068802,14.921013,157.373046,157.373046,144.850068,144.850068,157.373046,157.373046,144.850068,144.850068,157.373046,157.373046,144.850068,144.850068,157.373046,157.373046,144.850068,144.850068,157.715997,157.715997,157.715997,157.715997
120.784397,370.700469,0.490004,455.645358,452.311864,9.845419,24.556155,0.588571,22.686624,0.028036,14.625825,159.111168,159.111168,145.531667,145.531667,159.111168,159.111168,145.531667,145.531667,159.111168,159.111168,145.531667,145.531667,159.111168,159.111168,145.531667,145.531667,160.654832,160.654832,160.654832,160.654832
120.426542,382.886009,0.503091,806.132395,460.072432,10.350261,24.073835,0.536875,20.950147,-0.126706,18.708605,157.283741,157.283741,148.173968,148.173968,157.283741,157.283741,148.173968,148.173968,157.283741,157.283741,148.173968,148.173968,157.283741,157.283741,148.173968,148.173968,160.158682,160.158682,160.158682,160.158682
119.900933,420.179162,0.517950,591.436613,454.536008,10.930105,25.437997,0.472900,17.811445,-0.084322,16.571379,153.811327,153.811327,146.480772,146.480772,153.811327,153.811327,146.480772,146.480772,153.811327,153.811327,146.480772,146.480772,153.811327,153.811327,146.480772,146.480772,159.765334,159.765334,159.765334,159.765334
119.388362,396.778915,0.544127,708.447936,454.740470,10.007380,24.683996,0.513177,19.447056,0.030165,12.286134,153.978359,153.978359,141.983746,141.983746,153.978359,153.978359,141.983746,141.983746,153.978359,153.978359,141.983746,141.983746,153.978359,153.978359,141.983746,141.983746,157.103080,157.103080,157.103080,157.103080
119.646783,357.308703,0.524746,719.368071,458.621699,10.793216,25.239969,0.651637,20.279663,0.004031,16.979503,157.752925,157.752925,147.463012,147.463012,157.752925,157.752925,147.463012,147.463012,157.752925,157.752925,147.463012,147.463012,157.752925,157.752925,147.463012,147.463012,161.968006,161.968006,161.968006,161.968006
119.046667,428.537517,0.513973,384.647196,455.284382,10.522723,25.187410,0.666077,18.056022,-0.017004,11.274598,154.634356,154.634356,140.665063,140.665063,154.634356,154.634356,140.665063,140.665063,154.634356,154.634356,140.665063,140.665063,154.634356,154.634356,140.665063,140.665063,155.080396,155.080396,155.080396,155.080396
118.981011,350.856067,0.534514,737.353267,450.619607,11.531467,26.649048,0.779227,21.567211,-0.079394,12.216794,161.065322,161.065322,141.813739,141.813739,161.065322,161.065322,141.813739,141.813739,161.065322,161.065322,141.813739,141.813739,161.065322,161.065322,141.813739,141.813739,155.731070,155.731070,155.731070,155.731070
119.397698,408.036430,0.458478,2243.833748,465.699144,10.523249,24.601483,0.646896,22.674321,0.150318,15.879817,159.402716,159.402716,147.382597,147.382597,159.402716,159.402716,147.382597,147.382597,159.402716,159.402716,147.382597,147.382597,159.402716,159.402716,147.382597,147.382597,163.577041,163.577041,163.577041,163.577041
119.787064,422.360678,0.497591,869.952574,461.551238,11.275233,25.344573,0.496402,19.829306,-0.059492,16.371162,156.488651,156.488651,146.762672,146.762672,156.488651,156.488651,146.762672,146.762672,156.488651,156.488651,146.762672,146.762672,156.488651,156.488651,146.762672,146.762672,159.994998,159.994998,159.994998,159.994998
119.804377,400.999056,0.486077,767.450140,442.901387,9.480416,24.047505,0.375232,28.501250,0.029348,13.718345,161.343398,161.343398,143.281371,143.281371,161.343398,161.343398,143.281371,143.281371,161.343398,161.343398,143.281371,143.281371,161.343398,161.343398,143.281371,143.281371,158.275976,158.275976,158.275976,158.275976
119.948535,383.357766,0.493636,641.724926,451.867426,10.316030,24.253278,0.506738,28.115453,0.053503,17.356391,163.607540,163.607540,148.172892,148.172892,163.607540,163.607540,148.172892,148.172892,163.607540,163.607540,148.172892,148.172892,163.607540,163.607540,148.172892,148.172892,162.855819,162.855819,162.855819,162.855819
119.286076,427.329066,0.513582,506.330988,453.910868,10.254777,25.331749,0.572258,25.742433,0.046515,14.370329,161.151665,161.151665,144.388181,144.388181,161.151665,161.151665,144.388181,144.388181,161.151665,161.151665,144.388181,144.388181,161.151665,161.151665,144.388181,144.388181,160.166455,160.166455,160.166455,160.166455
119.036021,375.954870,0.492633,505.042538,457.240429,10.883204,25.779369,0.396495,24.207815,-0.021987,19.329203,158.442178,158.442178,149.009138,149.009138,158.442178,158.442178,149.009138,149.009138,158.442178,158.442178,149.009138,149.009138,158.442178,158.442178,149.009138,149.009138,163.577781,163.577781,163.577781,163.577781
119.097010,344.783942,0.477535,1784.740174,455.409189,10.147173,25.231440,0.717790,26.029557,-0.062259,17.157710,162.557281,162.557281,145.770144,145.770144,162.557281,162.557281,145.770144,145.770144,162.557281,162.557281,145.770144,145.770144,162.557281,162.557281,145.770144,145.770144,159.915287,159.915287,159.915287,159.915287
120.322884,384.445455,0.516541,441.395703,466.100148,10.153357,24.710341,0.332071,16.498781,0.021058,14.647988,150.346654,150.346654,145.338034,145.338034,150.346654,150.346654,145.338034,145.338034,150.346654,150.346654,145.338034,145.338034,150.346654,150.346654,145.338034,145.338034,160.201553,160.201553,160.201553,160.201553
120.518207,366.957534,0.466736,1120.965840,458.806553,9.532991,25.399193,0.319389,23.648568,-0.047044,17.977697,156.744501,156.744501,147.580423,147.580423,156.744501,156.744501,147.580423,147.580423,156.744501,156.744501,147.580423,147.580423,156.744501,156.744501,147.580423,147.580423,162.700209,162.700209,162.700209,162.700209
119.356381,387.893380,0.487782,518.806611,462.022492,9.421847,23.952625,0.524334,16.822867,-0.145281,22.547189,150.541289,150.541289,149.956600,149.956600,150.541289,150.541289,149.956600,149.956600,150.541289,150.541289,149.956600,149.956600,150.541289,150.541289,149.956600,149.956600,162.376330,162.376330,162.376330,162.376330
119.784678,342.574894,0.492532,772.928051,458.775230,10.438402,25.551211,0.369372,14.344628,-0.033670,15.000269,148.423358,148.423358,144.871885,144.871885,148.423358,148.423358,144.871885,144.871885,148.423358,148.423358,144.871885,144.871885,148.423358,148.423358,144.871885,144.871885,159.475841,159.475841,159.475841,159.475841
119.062244,349.716876,0.520578,483.462709,465.154767,9.729737,25.373347,0.577215,22.620981,0.261467,18.370325,157.029115,157.029115,149.706310,149.706310,157.029115,157.029115,149.706310,149.706310,157.029115,157.029115,149.706310,149.706310,157.029115,157.029115,149.706310,149.706310,169.440206,169.440206,169.440206,169.440206
119.860987,402.103897,0.466458,1041.596881,451.766669,10.171485,24.575157,0.626999,20.618192,-0.117290,15.406507,157.028172,157.028172,144.245964,144.245964,157.028172,157.028172,144.245964,144.245964,157.028172,157.028172,144.245964,144.245964,157.028172,157.028172,144.245964,144.245964,156.960228,156.960228,156.960228,156.960228
119.299531,365.394482,0.499003,1227.248283,454.575702,10.133041,25.571059,0.164372,20.553819,-0.102183,14.454032,151.651978,151.651978,142.851176,142.851176,151.651978,151.651978,142.851176,142.851176,151.651978,151.651978,142.851176,142.851176,151.651978,151.651978,142.851176,142.851176,156.711686,156.711686,156.711686,156.711686
119.345953,396.905459,0.509932,490.067121,459.366122,9.674527,25.188586,0.529675,21.811118,-0.006603,20.237538,155.955958,155.955958,149.194136,149.194136,155.955958,155.955958,149.194136,149.194136,155.955958,155.955958,149.194136,149.194136,155.955958,155.955958,149.194136,149.194136,164.605753,164.605753,164.605753,164.605753
119.055522,346.053867,0.479504,581.129241,449.707618,9.994364,25.138564,0.499500,25.180713,-0.029103,18.802684,159.222785,159.222785,147.561704,147.561704,159.222785,159.222785,147.561704,147.561704,159.222785,159.222785,147.561704,147.561704,159.222785,159.222785,147.561704,147.561704,162.265160,162.265160,162.265160,162.265160
118.462539,328.725140,0.500345,905.426204,466.061145,10.118172,26.041762,0.510397,24.836272,-0.129446,17.178444,158.581264,158.581264,144.449398,144.449398,158.581264,158.581264,144.449398,144.449398,158.581264,158.581264,144.449398,144.449398,158.581264,158.581264,144.449398,144.449398,158.311742,158.311742,158.311742,158.311742
118.857400,347.408921,0.480290,790.217646,443.486793,10.695282,25.045397,0.424934,23.761918,-0.052575,17.079881,157.859390,157.859390,146.070263,146.070263,157.859390,157.859390,146.070263,146.070263,157.859390,157.859390,146.070263,146.070263,157.859390,157.859390,146.070263,146.070263,159.665925,159.665925,159.665925,159.665925
119.119224,389.770910,0.471136,616.508791,450.966486,9.087544,24.189153,0.611912,24.883716,-0.138447,17.800440,158.651260,158.651260,144.749062,144.749062,158.651260,158.651260,144.749062,144.749062,158.651260,158.651260,144.749062,144.749062,158.651260,158.651260,144.749062,144.749062,157.759893,157.759893,157.759893,157.759893
119.903199,422.972830,0.417896,971.706027,457.014691,8.857465,24.870924,0.498667,24.933840,-0.202979,19.859984,158.111427,158.111427,146.822767,146.822767,158.111427,158.111427,146.822767,146.822767,158.111427,158.111427,146.822767,146.822767,158.111427,158.111427,146.822767,146.822767,159.585829,159.585829,159.585829,159.585829
120.503605,352.735377,0.469368,1010.588895,456.341286,9.853675,25.200750,0.702155,26.740861,-0.043136,13.597199,164.016950,164.016950,143.529432,143.529432,164.016950,164.016950,143.529432,143.529432,164.016950,164.016950,143.529432,143.529432,164.016950,164.016950,143.529432,143.529432,158.214496,158.214496,158.214496,158.214496
120.292539,390.445226,0.446786,685.647400,459.552148,8.911663,24.889948,0.231513,27.207081,-0.000268,14.455023,158.474451,158.474451,143.656838,143.656838,158.474451,158.474451,143.656838,143.656838,158.474451,158.474451,143.656838,143.656838,158.474451,158.474451,143.656838,143.656838,159.630844,159.630844,159.630844,159.630844
120.640161,398.522290,0.484424,815.653498,448.023622,9.995394,23.732114,0.730396,17.088442,0.054283,11.265487,155.024593,155.024593,142.443620,142.443620,155.024593,155.024593,142.443620,142.443620,155.024593,155.024593,142.443620,142.443620,155.024593,155.024593,142.443620,142.443620,156.926010,156.926010,156.926010,156.926010
120.179428,404.058379,0.467796,837.546221,462.545574,8.676417,24.387163,0.489311,25.127969,-0.109020,20.893833,158.229277,158.229277,148.803771,148.803771,158.229277,158.229277,148.803771,148.803771,158.229277,158.229277,148.803771,148.803771,158.229277,158.229277,148.803771,148.803771,162.801724,162.801724,162.801724,162.801724
120.026983,337.847518,0.422971,793.278852,460.611641,9.387560,25.747359,0.358168,26.845081,-0.101403,17.503002,159.621948,159.621948,145.965615,145.965615,159.621948,159.621948,145.965615,145.965615,159.621948,159.621948,145.965615,145.965615,159.621948,159.621948,145.965615,145.965615,160.666477,160.666477,160.666477,160.666477
120.711788,388.711876,0.410360,1050.504376,463.370653,9.771304,26.063069,0.182437,20.422378,0.007065,18.889331,152.688117,152.688117,149.441455,149.441455,152.688117,152.688117,149.441455,149.441455,152.688117,152.688117,149.441455,149.441455,152.688117,152.688117,149.441455,149.441455,165.848318,165.848318,165.848318,165.848318
121.286128,352.244939,0.448891,557.502848,448.135420,9.840356,26.126170,0.122501,20.105995,0.044516,12.648383,152.437930,152.437930,144.212924,144.212924,152.437930,152.437930,144.212924,144.212924,152.437930,152.437930,144.212924,144.212924,152.437930,152.437930,144.212924,144.212924,161.223722,161.223722,161.223722,161.223722
120.840083,400.000382,0.455230,1222.072117,453.844896,10.091076,25.299485,0.671404,19.959348,-0.232975,15.304061,157.665701,157.665701,143.884251,143.884251,157.665701,157.665701,143.884251,143.884251,157.665701,157.665701,143.884251,143.884251,157.665701,157.665701,143.884251,143.884251,155.549480,155.549480,155.549480,155.549480
120.415349,352.846388,0.488888,536.551102,460.902927,11.248397,26.059709,0.568179,19.005537,-0.036160,10.689862,157.060386,157.060386,141.946867,141.946867,157.060386,157.060386,141.946867,141.946867,157.060386,157.060386,141.946867,141.946867,157.060386,157.060386,141.946867,141.946867,156.222602,156.222602,156.222602,156.222602
119.418672,365.428811,0.498849,606.771944,454.884590,12.213466,26.230252,0.249371,17.881187,0.012917,16.158596,152.559008,152.559008,147.948496,147.948496,152.559008,152.559008,147.948496,147.948496,152.559008,152.559008,147.948496,147.948496,152.559008,152.559008,147.948496,147.948496,162.146337,162.146337,162.146337,162.146337
118.966279,375.426529,0.479827,640.351210,454.995792,11.382085,26.455315,0.418746,13.546729,0.144639,18.637113,148.661299,148.661299,150.631773,150.631773,148.661299,148.661299,150.631773,150.631773,148.661299,148.661299,150.631773,150.631773,148.661299,148.661299,150.631773,150.631773,167.885183,167.885183,167.885183,167.885183
118.676420,365.382806,0.450160,404.013400,448.659605,11.289069,26.625131,0.377232,15.953482,-0.185911,17.193318,150.177565,150.177565,145.060047,145.060047,150.177565,150.177565,145.060047,145.060047,150.177565,150.177565,145.060047,145.060047,150.177565,150.177565,145.060047,145.060047,157.544969,157.544969,157.544969,157.544969
119.209102,335.039016,0.454011,688.352553,466.087141,11.530243,27.320461,0.281140,12.367300,-0.273667,16.822709,146.348264,146.348264,144.406603,144.406603,146.348264,146.348264,144.406603,144.406603,146.348264,146.348264,144.406603,144.406603,146.348264,146.348264,144.406603,144.406603,155.875553,155.875553,155.875553,155.875553
118.307968,355.672906,0.434278,594.751668,461.228644,11.531151,26.186926,0.419642,23.810588,-0.009067,20.887336,158.488668,158.488668,150.621897,150.621897,158.488668,158.488668,150.621897,150.621897,158.488668,158.488668,150.621897,150.621897,158.488668,158.488668,150.621897,150.621897,165.144782,165.144782,165.144782,165.144782
118.633139,360.545856,0.454569,804.958324,474.076538,10.662055,26.806434,0.372479,21.101069,-0.103368,19.510216,154.367651,154.367651,147.703298,147.703298,154.367651,154.367651,147.703298,147.703298,154.367651,154.367651,147.703298,147.703298,154.367651,154.367651,147.703298,147.703298,162.178867,162.178867,162.178867,162.178867
118.455749,391.612458,0.452442,1306.001566,459.852646,11.900334,25.668011,0.469441,14.577405,-0.052013,17.095695,150.519988,150.519988,146.832809,146.832809,150.519988,150.519988,146.832809,146.832809,150.519988,150.519988,146.832809,146.832809,150.519988,150.519988,146.832809,146.832809,159.884392,159.884392,159.884392,159.884392
119.108756,341.058395,0.480665,589.912218,456.404653,11.421276,25.666628,0.638414,17.366222,-0.182617,17.913133,155.187756,155.187756,146.357443,146.357443,155.187756,155.187756,146.357443,146.357443,155.187756,155.187756,146.357443,146.357443,155.187756,155.187756,146.357443,146.357443,158.001349,158.001349,158.001349,158.001349
119.108061,351.600550,0.510785,689.249134,466.886814,10.363167,26.069604,0.284704,18.740212,-0.161580,18.355596,151.161878,151.161878,146.152342,146.152342,151.161878,151.161878,146.152342,146.152342,151.161878,151.161878,146.152342,146.152342,151.161878,151.161878,146.152342,146.152342,159.320929,159.320929,159.320929,159.320929
119.269391,400.935749,0.473242,1544.734320,453.842348,10.738887,26.271240,0.675619,19.998286,-0.117796,11.678806,157.261960,157.261960,140.422090,140.422090,157.261960,157.261960,140.422090,140.422090,157.261960,157.261960,140.422090,140.422090,157.261960,157.261960,140.422090,140.422090,154.124800,154.124800,154.124800,154.124800
118.629671,378.827206,0.512664,1072.573613,455.635187,11.065529,27.161568,0.596366,21.845399,0.022001,12.926679,158.139702,158.139702,142.865329,142.865329,158.139702,158.139702,142.865329,142.865329,158.139702,158.139702,142.865329,142.865329,158.139702,158.139702,142.865329,142.865329,159.315493,159.315493,159.315493,159.315493
118.379966,366.024462,0.472353,477.876829,459.300833,11.382368,25.967214,0.297511,22.690152,-0.091866,16.958279,155.838866,155.838866,145.674965,145.674965,155.838866,155.838866,145.674965,145.674965,155.838866,155.838866,145.674965,145.674965,155.838866,155.838866,145.674965,145.674965,158.919965,158.919965,158.919965,158.919965
117.763497,341.371134,0.457603,1147.754887,458.787510,12.103970,27.100454,0.533440,18.753573,-0.006629,15.895187,155.077779,155.077779,145.682419,145.682419,155.077779,155.077779,145.682419,145.682419,155.077779,155.077779,145.682419,145.682419,155.077779,155.077779,145.682419,145.682419,160.579492,160.579492,160.579492,160.579492
117.068552,350.711754,0.483891,779.135247,459.344949,12.367838,26.770770,0.662107,23.567818,0.000959,16.695241,161.193046,161.193046,146.143491,146.143491,161.193046,161.193046,146.143491,146.143491,161.193046,161.193046,146.143491,146.143491,161.193046,161.193046,146.143491,146.143491,160.560233,160.560233,160.560233,160.560233
118.072710,376.741094,0.482986,670.655912,450.806568,11.745948,27.557901,0.507230,20.054084,-0.138468,22.688052,155.830641,155.830641,150.880278,150.880278,155.830641,155.830641,150.880278,150.880278,155.830641,155.830641,150.880278,150.880278,155.830641,155.830641,150.880278,150.880278,164.502788,164.502788,164.502788,164.502788
118.824399,371.181587,0.466835,710.870875,461.258575,10.938492,26.598779,0.531464,19.105991,0.154832,15.302978,154.682293,154.682293,146.759492,146.759492,154.682293,154.682293,146.759492,146.759492,154.682293,154.682293,146.759492,146.759492,154.682293,154.682293,146.759492,146.759492,164.844484,164.844484,164.844484,164.844484
119.730360,336.063624,0.505932,1153.264389,453.818131,9.475217,24.707530,0.500401,25.065344,-0.134793,18.106608,159.012332,159.012332,146.034991,146.034991,159.012332,159.012332,146.034991,146.034991,159.012332,159.012332,146.034991,146.034991,159.012332,159.012332,146.034991,146.034991,159.214094,159.214094,159.214094,159.214094
119.722043,362.439935,0.448504,570.117266,456.744346,10.016232,25.416630,0.499311,25.782306,0.171823,10.327984,160.521791,160.521791,141.787274,141.787274,160.521791,160.521791,141.787274,141.787274,160.521791,160.521791,141.787274,141.787274,160.521791,160.521791,141.787274,141.787274,159.833808,159.833808,159.833808,159.833808
119.007319,392.125041,0.526623,957.615770,456.368763,10.547508,25.808576,0.645466,24.409792,-0.032008,20.657786,160.772678,160.772678,149.875011,149.875011,160.772678,160.772678,149.875011,149.875011,160.772678,160.772678,149.875011,149.875011,160.772678,160.772678,149.875011,149.875011,164.647606,164.647606,164.647606,164.647606
118.524410,370.515564,0.509072,847.404871,451.745062,11.283155,25.767248,0.352363,31.155487,-0.037926,19.823939,164.938813,164.938813,149.203580,149.203580,164.938813,164.938813,149.203580,149.203580,164.938813,164.938813,149.203580,149.203580,164.938813,164.938813,149.203580,149.203580,163.138352,163.138352,163.138352,163.138352
118.232653,381.673288,0.474723,683.402155,471.337751,12.035225,26.125871,0.417536,20.743399,-0.052227,16.573410,156.036417,156.036417,146.212721,146.212721,156.036417,156.036417,146.212721,146.212721,156.036417,156.036417,146.212721,146.212721,156.036417,156.036417,146.212721,146.212721,159.567452,159.567452,159.567452,159.567452
118.341058,381.472211,0.489705,876.457123,455.257421,11.413007,27.894100,0.133568,24.327715,-0.165872,18.090976,155.606187,155.606187,145.951943,145.951943,155.606187,155.606187,145.951943,145.951943,155.606187,155.606187,145.951943,145.951943,155.606187,155.606187,145.951943,145.951943,159.699284,159.699284,159.699284,159.699284
118.676830,395.689061,0.491427,528.199937,457.946856,11.549378,24.991562,0.543598,26.431604,-0.096144,15.570569,162.936033,162.936033,144.686373,144.686373,162.936033,162.936033,144.686373,144.686373,162.936033,162.936033,144.686373,144.686373,162.936033,162.936033,144.686373,144.686373,156.836170,156.836170,156.836170,156.836170
119.468963,372.454142,0.518669,540.194475,460.079613,11.220272,24.892568,0.276732,21.991062,-0.123953,21.017815,155.785304,155.785304,150.316266,150.316266,155.785304,155.785304,150.316266,150.316266,155.785304,155.785304,150.316266,150.316266,155.785304,155.785304,150.316266,150.316266,162.293843,162.293843,162.293843,162.293843
119.502461,370.493473,0.507336,1200.737548,452.416687,11.232998,26.180559,0.366940,21.641084,0.029060,16.297293,156.498381,156.498381,147.359178,147.359178,156.498381,156.498381,147.359178,147.359178,156.498381,156.498381,147.359178,147.359178,156.498381,156.498381,147.359178,147.359178,162.741110,162.741110,162.741110,162.741110
119.426396,379.020427,0.468178,1177.142185,456.446667,10.759754,25.688469,0.413514,18.343695,-0.077730,20.384640,152.979159,152.979159,149.734433,149.734433,152.979159,152.979159,149.734433,149.734433,152.979159,152.979159,149.734433,149.734433,152.979159,152.979159,149.734433,149.734433,163.502736,163.502736,163.502736,163.502736
119.522820,400.399116,0.510927,459.135992,465.667882,9.240164,24.404263,0.493683,21.216892,0.015958,19.170364,154.541593,154.541593,148.080806,148.080806,154.541593,154.541593,148.080806,148.080806,154.541593,154.541593,148.080806,148.080806,154.541593,154.541593,148.080806,148.080806,163.486899,163.486899,163.486899,163.486899
119.560755,407.487019,0.491415,621.345040,453.129916,10.346430,25.552024,0.705722,21.544750,-0.231499,21.970638,158.753642,158.753642,149.482635,149.482635,158.753642,158.753642,149.482635,149.482635,158.753642,158.753642,149.482635,149.482635,158.753642,158.753642,149.482635,149.482635,161.168150,161.168150,161.168150,161.168150
119.994945,392.510841,0.527577,1032.544342,456.173753,12.016415,24.491189,0.576447,19.201186,0.111341,14.367520,158.139375,158.139375,147.716803,147.716803,158.139375,158.139375,147.716803,147.716803,158.139375,158.139375,147.716803,147.716803,158.139375,158.139375,147.716803,147.716803,161.580534,161.580534,161.580534,161.580534
119.951164,401.234605,0.473818,819.594836,456.660799,9.403018,25.246517,0.326830,17.046097,0.017615,15.544258,149.473466,149.473466,145.064077,145.064077,149.473466,149.473466,145.064077,145.064077,149.473466,149.473466,145.064077,145.064077,149.473466,149.473466,145.064077,145.064077,161.186665,161.186665,161.186665,161.186665
120.570300,403.716081,0.511328,469.165929,461.356321,10.044437,23.979241,0.534219,15.343119,-0.105802,18.723963,151.323783,151.323783,148.275978,148.275978,151.323783,151.323783,148.275978,148.275978,151.323783,151.323783,148.275978,148.275978,151.323783,151.323783,148.275978,148.275978,160.736450,160.736450,160.736450,160.736450
120.828309,382.391712,0.500647,603.338869,456.842475,9.999380,24.559650,0.411993,19.545558,0.094761,12.043717,154.492917,154.492917,143.818956,143.818956,154.492917,154.492917,143.818956,143.818956,154.492917,154.492917,143.818956,143.818956,154.492917,154.492917,143.818956,143.818956,159.758969,159.758969,159.758969,159.758969
120.321074,382.442711,0.492816,760.026883,464.415818,11.680082,25.770132,0.303256,15.535032,-0.125601,19.255465,151.078244,151.078244,149.789597,149.789597,151.078244,151.078244,149.789597,149.789597,151.078244,151.078244,149.789597,149.789597,151.078244,151.078244,149.789597,149.789597,162.109927,162.109927,162.109927,162.109927
118.933819,429.107559,0.483343,567.921163,455.240229,11.075141,26.503442,0.443982,21.290226,0.011420,17.871210,156.216351,156.216351,148.006650,148.006650,156.216351,156.216351,148.006650,148.006650,156.216351,156.216351,148.006650,148.006650,156.216351,156.216351,148.006650,148.006650,163.611145,163.611145,163.611145,163.611145
119.386991,394.904307,0.475855,1078.425561,451.097675,11.489760,26.556077,0.505813,23.509026,0.077958,14.452808,160.197451,160.197451,146.225278,146.225278,160.197451,160.197451,146.225278,146.225278,160.197451,160.197451,146.225278,146.225278,160.197451,160.197451,146.225278,146.225278,162.466134,162.466134,162.466134,162.466134
119.179015,378.729385,0.494822,723.944485,466.123784,11.562908,25.403321,0.487709,24.654342,-0.064035,16.953264,161.035596,161.035596,146.954755,146.954755,161.035596,161.035596,146.954755,146.954755,161.035596,161.035596,146.954755,146.954755,161.035596,161.035596,146.954755,146.954755,159.908894,159.908894,159.908894,159.908894
119.926777,402.354435,0.510149,992.276459,465.434361,10.606572,24.644301,0.544740,24.616117,-0.101298,16.774201,160.927286,160.927286,146.233123,146.233123,160.927286,160.927286,146.233123,146.233123,160.927286,160.927286,146.233123,146.233123,160.927286,160.927286,146.233123,146.233123,158.848857,158.848857,158.848857,158.848857
118.838323,349.214269,0.540494,540.030344,460.441808,9.031971,24.918423,0.579259,20.745691,-0.089479,16.317823,153.847835,153.847835,143.379947,143.379947,153.847835,153.847835,143.379947,143.379947,153.847835,153.847835,143.379947,143.379947,153.847835,153.847835,143.379947,143.379947,157.844897,157.844897,157.844897,157.844897
118.772876,360.084963,0.485287,462.962871,458.610156,10.170045,24.399546,0.536592,22.576057,-0.022531,18.985183,156.976140,156.976140,147.698964,147.698964,156.976140,156.976140,147.698964,147.698964,156.976140,156.976140,147.698964,147.698964,156.976140,156.976140,147.698964,147.698964,161.607863,161.607863,161.607863,161.607863
118.816550,381.785906,0.526175,598.808717,454.879084,10.243949,25.855796,0.593777,20.887782,0.054716,12.733493,156.030904,156.030904,142.354504,142.354504,156.030904,156.030904,142.354504,142.354504,156.030904,156.030904,142.354504,142.354504,156.030904,156.030904,142.354504,142.354504,158.820575,158.820575,158.820575,158.820575
118.971939,398.498659,0.513448,476.458514,458.404413,10.031795,26.226510,0.303371,27.541426,-0.030561,16.501534,159.588519,159.588519,145.198687,145.198687,159.588519,159.588519,145.198687,145.198687,159.588519,159.588519,145.198687,145.198687,159.588519,159.588519,145.198687,145.198687,160.898477,160.898477,160.898477,160.898477
119.341734,407.215023,0.467950,1709.663516,452.801218,9.398188,26.332065,0.496662,27.974020,0.016919,15.898775,161.381665,161.381665,144.797702,144.797702,161.381665,161.381665,144.797702,144.797702,161.381665,161.381665,144.797702,144.797702,161.381665,161.381665,144.797702,144.797702,162.018077,162.018077,162.018077,162.018077
119.994606,416.251116,0.469843,1842.432898,455.996113,10.912300,25.490598,0.598733,30.909773,-0.056414,15.120122,168.350237,168.350237,145.411417,145.411417,168.350237,168.350237,145.411417,145.411417,168.350237,168.350237,145.411417,145.411417,168.350237,168.350237,145.411417,145.411417,159.167288,159.167288,159.167288,159.167288
119.989322,365.887291,0.498389,512.609517,468.876035,10.050046,25.047386,0.708270,19.430423,-0.027638,14.998864,156.587942,156.587942,144.760472,144.760472,156.587942,156.587942,144.760472,144.760472,156.587942,156.587942,144.760472,144.760472,156.587942,156.587942,144.760472,144.760472,159.343320,159.343320,159.343320,159.343320
120.224286,370.275014,0.505456,812.349379,462.624730,10.180345,24.719905,0.775964,19.022453,-0.000505,14.128097,157.326664,157.326664,144.527592,144.527592,157.326664,157.326664,144.527592,144.527592,157.326664,157.326664,144.527592,144.527592,157.326664,157.326664,144.527592,144.527592,159.059816,159.059816,159.059816,159.059816
120.444661,357.338267,0.546846,712.997329,455.881520,10.447318,25.368918,0.532782,19.420929,-0.045779,16.971955,155.879049,155.879049,147.385666,147.385666,155.879049,155.879049,147.385666,147.385666,155.879049,155.879049,147.385666,147.385666,155.879049,155.879049,147.385666,147.385666,161.624169,161.624169,161.624169,161.624169
