mu,var_g,var_b,var_h,var_e,h[1],h[2],b[1],g[1],b[2],g[2],yhat[1],yhat[2],yhat[3],yhat[4],yhat[500],yhat[501],yhat[502],yhat[503],yhat[999],yhat[1000],yhat[1001],yhat[1002],yhat[1498],yhat[1499],yhat[1500],yhat[1501],yhat[1997],yhat[1998],yhat[2488],yhat[2489]
120.482523,375.776256,0.470821,682.871317,454.578778,9.631658,25.086437,0.558771,26.623157,-0.046708,15.439406,162.119233,162.119233,145.103713,145.103713,162.119233,162.119233,145.103713,145.103713,162.119233,162.119233,145.103713,145.103713,162.119233,162.119233,145.103713,145.103713,159.836632,159.836632,159.836632,159.836632
120.934651,357.727437,0.463558,481.887315,452.134106,8.836729,25.418829,0.458902,23.102968,-0.081780,16.885016,156.929539,156.929539,145.933728,145.933728,156.929539,156.929539,145.933728,145.933728,156.929539,156.929539,145.933728,145.933728,156.929539,156.929539,145.933728,145.933728,161.159743,161.159743,161.159743,161.159743
121.038978,356.345323,0.475367,469.258004,456.716056,8.824338,24.725932,0.708491,21.162083,-0.121454,16.972383,157.277363,157.277363,145.763949,145.763949,157.277363,157.277363,145.763949,145.763949,157.277363,157.277363,145.763949,145.763949,157.277363,157.277363,145.763949,145.763949,159.734232,159.734232,159.734232,159.734232
121.014117,380.718356,0.500706,814.288343,457.160663,8.959078,24.856159,0.602846,25.979511,-0.069113,18.873033,161.353655,161.353655,148.227039,148.227039,161.353655,161.353655,148.227039,148.227039,161.353655,161.353655,148.227039,148.227039,161.353655,161.353655,148.227039,148.227039,163.025425,163.025425,163.025425,163.025425
121.172188,391.889330,0.476089,1142.623658,455.731539,9.105909,24.460767,0.606020,18.309405,-0.103694,20.874192,154.105869,154.105869,150.208059,150.208059,154.105869,154.105869,150.208059,150.208059,154.105869,154.105869,150.208059,150.208059,154.105869,154.105869,150.208059,150.208059,163.970705,163.970705,163.970705,163.970705
120.988264,373.978212,0.499161,488.246406,457.252654,8.927237,23.343089,0.658168,21.760300,-0.038992,17.994056,157.551425,157.551425,147.561466,147.561466,157.551425,157.551425,147.561466,147.561466,157.551425,157.551425,147.561466,147.561466,157.551425,157.551425,147.561466,147.561466,161.415214,161.415214,161.415214,161.415214
121.574178,398.829823,0.536890,532.982016,449.221226,8.297297,22.768901,0.546692,25.092684,0.150613,12.122942,159.500229,159.500229,143.244093,143.244093,159.500229,159.500229,143.244093,143.244093,159.500229,159.500229,143.244093,143.244093,159.500229,159.500229,143.244093,143.244093,159.895302,159.895302,159.895302,159.895302
121.054519,371.435070,0.436646,705.889716,462.623511,9.380520,23.886592,0.637746,30.404836,-0.226797,15.086566,166.822263,166.822263,143.394134,143.394134,166.822263,166.822263,143.394134,143.394134,166.822263,166.822263,143.394134,143.394134,166.822263,166.822263,143.394134,143.394134,154.610275,154.610275,154.610275,154.610275
120.398814,366.427659,0.458805,1170.081516,454.404192,10.355131,25.729161,0.595010,20.303476,-0.053078,20.582687,157.218824,157.218824,150.787002,150.787002,157.218824,157.218824,150.787002,150.787002,157.218824,157.218824,150.787002,150.787002,157.218824,157.218824,150.787002,150.787002,165.345011,165.345011,165.345011,165.345011
120.430067,367.953551,0.465536,662.814327,448.575797,9.296297,24.596458,0.498407,19.355398,-0.100526,19.389228,153.715099,153.715099,148.181072,148.181072,153.715099,153.715099,148.181072,148.181072,153.715099,153.715099,148.181072,148.181072,153.715099,153.715099,148.181072,148.181072,161.943169,161.943169,161.943169,161.943169
121.213242,373.746987,0.501090,1070.094600,438.935931,9.890806,24.096020,0.529446,21.053430,-0.129334,17.983261,157.394129,157.394129,147.808088,147.808088,157.394129,157.394129,147.808088,147.808088,157.394129,157.394129,147.808088,147.808088,157.394129,157.394129,147.808088,147.808088,160.176080,160.176080,160.176080,160.176080
121.493731,403.891327,0.480811,585.706569,459.999986,9.159166,23.387632,0.484421,21.246772,0.100994,13.247870,156.336557,156.336557,144.825788,144.825788,156.336557,156.336557,144.825788,144.825788,156.336557,156.336557,144.825788,144.825788,156.336557,156.336557,144.825788,144.825788,160.491244,160.491244,160.491244,160.491244
121.166970,381.834365,0.448821,628.155578,461.606290,10.057840,24.982856,0.372342,21.499232,-0.103570,16.166914,156.468997,156.468997,146.350039,146.350039,156.468997,156.468997,146.350039,146.350039,156.468997,156.468997,146.350039,146.350039,156.468997,156.468997,146.350039,146.350039,159.729277,159.729277,159.729277,159.729277
120.054542,326.983703,0.463977,1099.836270,461.728143,9.683813,25.202573,0.351850,20.104083,-0.145384,12.711788,153.249685,153.249685,141.042274,141.042274,153.249685,153.249685,141.042274,141.042274,153.249685,153.249685,141.042274,141.042274,153.249685,153.249685,141.042274,141.042274,154.304859,154.304859,154.304859,154.304859
119.530836,357.125826,0.464175,968.194178,463.604741,9.221984,24.379783,0.777655,23.579991,-0.149328,18.330327,159.504334,159.504334,145.706050,145.706050,159.504334,159.504334,145.706050,145.706050,159.504334,159.504334,145.706050,145.706050,159.504334,159.504334,145.706050,145.706050,158.600370,158.600370,158.600370,158.600370
119.549525,354.888927,0.431331,1860.569774,451.117888,10.219986,25.297729,0.291896,18.507571,-0.096004,17.665926,151.260251,151.260251,146.454282,146.454282,151.260251,151.260251,146.454282,146.454282,151.260251,151.260251,146.454282,146.454282,151.260251,151.260251,146.454282,146.454282,160.084509,160.084509,160.084509,160.084509
119.297631,388.220844,0.467407,760.897884,451.785679,10.480722,26.112565,0.316032,17.649470,0.036965,16.499616,150.740070,150.740070,146.665390,146.665390,150.740070,150.740070,146.665390,146.665390,150.740070,150.740070,146.665390,146.665390,150.740070,150.740070,146.665390,146.665390,162.875067,162.875067,162.875067,162.875067
118.296844,371.253225,0.467407,486.354660,455.121034,11.237446,27.169201,0.414559,25.455268,-0.202530,15.748606,159.648144,159.648144,143.006981,143.006981,159.648144,159.648144,143.006981,143.006981,159.648144,159.648144,143.006981,143.006981,159.648144,159.648144,143.006981,143.006981,155.712086,155.712086,155.712086,155.712086
118.463060,360.381024,0.421285,716.477524,455.578993,11.370203,26.229658,0.589246,14.169596,0.021569,12.181079,150.702701,150.702701,142.259583,142.259583,150.702701,150.702701,142.259583,142.259583,150.702701,150.702701,142.259583,142.259583,150.702701,150.702701,142.259583,142.259583,157.439537,157.439537,157.439537,157.439537
119.348407,357.494765,0.477548,886.575482,454.333484,10.002540,24.065502,0.463074,30.555563,0.002946,18.013107,164.538427,164.538427,147.393517,147.393517,164.538427,164.538427,147.393517,147.393517,164.538427,164.538427,147.393517,147.393517,164.538427,164.538427,147.393517,147.393517,161.497902,161.497902,161.497902,161.497902
119.292623,405.937151,0.508823,428.179776,467.819502,9.697887,25.749066,0.269462,20.576901,-0.152525,14.503456,152.180620,152.180620,142.014799,142.014799,152.180620,152.180620,142.014799,142.014799,152.180620,152.180620,142.014799,142.014799,152.180620,152.180620,142.014799,142.014799,155.617777,155.617777,155.617777,155.617777
119.088357,380.762487,0.491784,1038.053364,459.354973,10.512646,24.126131,0.427838,24.583898,-0.050464,12.941867,158.682614,158.682614,142.012356,142.012356,158.682614,158.682614,142.012356,142.012356,158.682614,158.682614,142.012356,142.012356,158.682614,158.682614,142.012356,142.012356,154.938845,154.938845,154.938845,154.938845
119.713768,407.991503,0.509739,684.964261,460.190380,9.427376,24.406099,0.263400,23.438408,-0.099296,17.200108,155.062725,155.062725,145.405153,145.405153,155.062725,155.062725,145.405153,145.405153,155.062725,155.062725,145.405153,145.405153,155.062725,155.062725,145.405153,145.405153,158.896551,158.896551,158.896551,158.896551
119.846732,384.677811,0.428341,747.407203,453.037782,9.293136,24.312477,0.551337,25.049222,-0.185753,16.342235,159.312739,159.312739,143.755878,143.755878,159.312739,159.312739,143.755878,143.755878,159.312739,159.312739,143.755878,143.755878,159.312739,159.312739,143.755878,143.755878,155.985337,155.985337,155.985337,155.985337
120.227652,374.941953,0.457143,528.560594,448.902647,7.798142,24.038939,0.334774,26.099617,-0.002822,19.469090,156.736029,156.736029,147.472878,147.472878,156.736029,156.736029,147.472878,147.472878,156.736029,156.736029,147.472878,147.472878,156.736029,156.736029,147.472878,147.472878,163.667848,163.667848,163.667848,163.667848
120.793688,379.462766,0.443601,786.467933,460.829976,8.625423,23.954040,0.266690,24.198856,-0.047784,23.005593,155.918278,155.918278,152.012547,152.012547,155.918278,155.918278,152.012547,152.012547,155.918278,155.918278,152.012547,152.012547,155.918278,155.918278,152.012547,152.012547,166.608701,166.608701,166.608701,166.608701
120.929666,354.604885,0.488631,731.246839,449.557169,8.472033,23.272448,0.303115,23.023098,0.142828,17.990102,154.992794,154.992794,148.601848,148.601848,154.992794,154.992794,148.601848,148.601848,154.992794,154.992794,148.601848,148.601848,154.992794,154.992794,148.601848,148.601848,165.516185,165.516185,165.516185,165.516185
121.013707,385.797498,0.483803,1038.142762,459.139168,7.606938,22.287465,0.189964,21.432319,0.019022,15.575466,151.498008,151.498008,144.340808,144.340808,151.498008,151.498008,144.340808,144.340808,151.498008,151.498008,144.340808,144.340808,151.498008,151.498008,144.340808,144.340808,159.300583,159.300583,159.300583,159.300583
120.779729,366.869744,0.491099,692.712234,462.000668,8.274862,22.826464,0.304242,22.921957,-0.029494,17.989666,154.494104,154.494104,146.800201,146.800201,154.494104,154.494104,146.800201,146.800201,154.494104,154.494104,146.800201,146.800201,154.494104,154.494104,146.800201,146.800201,160.922623,160.922623,160.922623,160.922623
120.827351,411.836079,0.461349,659.517562,459.072568,9.107971,24.084621,0.149775,22.570734,-0.007754,18.412687,153.870203,153.870203,148.277382,148.277382,153.870203,153.870203,148.277382,148.277382,153.870203,153.870203,148.277382,148.277382,153.870203,153.870203,148.277382,148.277382,163.137897,163.137897,163.137897,163.137897
120.183685,418.930943,0.444188,550.550456,458.191627,9.289072,24.870676,0.562447,19.308948,-0.039209,14.071689,154.006317,154.006317,143.180233,143.180233,154.006317,154.006317,143.180233,143.180233,154.006317,154.006317,143.180233,143.180233,154.006317,154.006317,143.180233,143.180233,158.150900,158.150900,158.150900,158.150900
119.510077,378.222624,0.481472,786.580042,464.546001,9.656864,25.310113,0.545174,25.042037,-0.117488,20.461644,159.473648,159.473648,148.494016,148.494016,159.473648,159.473648,148.494016,148.494016,159.473648,159.473648,148.494016,148.494016,159.473648,159.473648,148.494016,148.494016,162.308190,162.308190,162.308190,162.308190
119.890255,382.593571,0.467119,741.459324,454.575321,9.794943,25.642095,0.708045,23.708622,-0.200803,16.666186,160.329083,160.329083,144.384530,144.384530,160.329083,160.329083,144.384530,144.384530,160.329083,160.329083,144.384530,144.384530,160.329083,160.329083,144.384530,144.384530,157.049527,157.049527,157.049527,157.049527
119.689163,383.354400,0.477893,1238.645170,450.836771,10.283520,24.872084,0.700281,22.864606,0.034512,16.266365,160.038638,160.038638,146.593956,146.593956,160.038638,160.038638,146.593956,146.593956,160.038638,160.038638,146.593956,146.593956,160.038638,160.038638,146.593956,146.593956,161.686007,161.686007,161.686007,161.686007
119.682555,379.747413,0.470638,590.848301,451.284582,10.502326,25.045358,0.422097,19.036806,-0.078874,15.262878,153.654683,153.654683,144.619402,144.619402,153.654683,153.654683,144.619402,144.619402,153.654683,153.654683,144.619402,144.619402,153.654683,153.654683,144.619402,144.619402,158.015372,158.015372,158.015372,158.015372
119.180016,383.478321,0.461892,839.729922,451.037977,9.549837,25.357141,0.400729,22.787976,-0.030460,17.535810,155.344729,155.344729,145.974778,145.974778,155.344729,155.344729,145.974778,145.974778,155.344729,155.344729,145.974778,145.974778,155.344729,155.344729,145.974778,145.974778,161.300596,161.300596,161.300596,161.300596
119.361940,420.451483,0.473329,1485.222613,450.694877,9.405494,25.133754,0.645469,28.587958,-0.063562,13.910539,163.426351,163.426351,142.080144,142.080144,163.426351,163.426351,142.080144,142.080144,163.426351,163.426351,142.080144,142.080144,163.426351,163.426351,142.080144,142.080144,156.808691,156.808691,156.808691,156.808691
119.938986,403.417882,0.458571,1198.081164,454.394617,9.590608,25.849255,0.569861,22.988469,-0.037098,19.412958,157.983379,157.983379,148.586758,148.586758,157.983379,157.983379,148.586758,148.586758,157.983379,157.983379,148.586758,148.586758,157.983379,157.983379,148.586758,148.586758,164.242237,164.242237,164.242237,164.242237
119.465989,355.296160,0.454890,1004.105260,453.526961,9.284854,25.151151,0.553435,21.958929,-0.031225,20.989856,155.848331,155.848331,149.450783,149.450783,155.848331,155.848331,149.450783,149.450783,155.848331,155.848331,149.450783,149.450783,155.848331,155.848331,149.450783,149.450783,164.821663,164.821663,164.821663,164.821663
119.899917,376.366816,0.495543,623.734969,467.647851,10.351709,24.598897,0.138889,18.871766,-0.131912,18.801501,150.561125,150.561125,147.687612,147.687612,150.561125,150.561125,147.687612,147.687612,150.561125,150.561125,147.687612,147.687612,150.561125,150.561125,147.687612,147.687612,160.055424,160.055424,160.055424,160.055424
118.571028,371.496589,0.540479,714.507148,448.948040,10.370560,25.359460,0.207104,20.810741,-0.090940,19.063474,151.900118,151.900118,147.061967,147.061967,151.900118,151.900118,147.061967,147.061967,151.900118,151.900118,147.061967,147.061967,151.900118,151.900118,147.061967,147.061967,160.687782,160.687782,160.687782,160.687782
119.074364,364.577751,0.532837,818.189999,454.992124,9.985570,23.754024,0.564789,23.843908,-0.024297,12.478949,158.543580,158.543580,141.296268,141.296268,158.543580,158.543580,141.296268,141.296268,158.543580,158.543580,141.296268,141.296268,158.543580,158.543580,141.296268,141.296268,154.730196,154.730196,154.730196,154.730196
119.009655,379.454344,0.551934,1134.763437,448.732624,9.473108,24.457510,0.223649,24.663364,-0.170154,19.123838,155.264773,155.264773,145.994718,145.994718,155.264773,155.264773,145.994718,145.994718,155.264773,155.264773,145.994718,145.994718,155.264773,155.264773,145.994718,145.994718,158.429472,158.429472,158.429472,158.429472
118.770449,396.814330,0.478311,674.329634,453.747199,9.845360,25.547672,0.694810,23.249379,-0.153794,16.612579,158.705846,158.705846,143.714232,143.714232,158.705846,158.705846,143.714232,143.714232,158.705846,158.705846,143.714232,143.714232,158.705846,158.705846,143.714232,143.714232,157.001626,157.001626,157.001626,157.001626
118.041270,388.002679,0.484053,713.288404,455.164813,11.847278,25.469047,0.435562,23.785249,0.032019,18.021614,158.834017,158.834017,148.289497,148.289497,158.834017,158.834017,148.289497,148.289497,158.834017,158.834017,148.289497,148.289497,158.834017,158.834017,148.289497,148.289497,162.347420,162.347420,162.347420,162.347420
117.587834,378.302651,0.467805,545.042080,458.476263,11.830886,27.378368,0.715394,22.305788,-0.139870,15.235979,160.188252,160.188252,142.999913,142.999913,160.188252,160.188252,142.999913,142.999913,160.188252,160.188252,142.999913,142.999913,160.188252,160.188252,142.999913,142.999913,156.372768,156.372768,156.372768,156.372768
117.440847,375.503537,0.483571,679.414553,461.907585,11.579633,27.644879,0.644401,20.438037,-0.094418,17.388693,156.920448,156.920448,145.315844,145.315844,156.920448,156.920448,145.315844,145.315844,156.920448,156.920448,145.315844,145.315844,156.920448,156.920448,145.315844,145.315844,159.864238,159.864238,159.864238,159.864238
117.428371,368.817100,0.434153,803.750871,454.468569,10.933529,28.094269,0.433456,16.410606,-0.086236,20.933360,149.511709,149.511709,148.352393,148.352393,149.511709,149.511709,148.352393,148.352393,149.511709,149.511709,148.352393,148.352393,149.511709,149.511709,148.352393,148.352393,164.033255,164.033255,164.033255,164.033255
117.115919,365.726600,0.438754,1691.649836,462.941722,12.068391,27.004043,0.468359,22.970690,-0.040050,19.634681,157.807343,157.807343,148.335657,148.335657,157.807343,157.807343,148.335657,148.335657,157.807343,157.807343,148.335657,148.335657,157.807343,157.807343,148.335657,148.335657,162.673142,162.673142,162.673142,162.673142
117.210400,380.361758,0.434181,614.526707,458.453600,11.341776,27.727780,0.316727,18.150772,-0.077697,19.275586,150.295190,150.295190,146.946539,146.946539,150.295190,150.295190,146.946539,146.946539,150.295190,150.295190,146.946539,146.946539,150.295190,150.295190,146.946539,146.946539,162.059397,162.059397,162.059397,162.059397
116.962861,367.268246,0.413092,327.118689,454.356213,11.800485,27.728211,0.654204,22.350542,0.076868,15.869775,158.833813,158.833813,145.540200,145.540200,158.833813,158.833813,145.540200,145.540200,158.833813,158.833813,145.540200,145.540200,158.833813,158.833813,145.540200,145.540200,162.692257,162.692257,162.692257,162.692257
118.482881,415.869791,0.469317,548.635400,450.012029,12.395370,28.004425,0.239410,25.994049,-0.069800,14.203210,159.839881,159.839881,144.216269,144.216269,159.839881,159.839881,144.216269,144.216269,159.839881,159.839881,144.216269,144.216269,159.839881,159.839881,144.216269,144.216269,158.735819,158.735819,158.735819,158.735819
118.754648,367.504807,0.471910,930.872642,452.368750,10.081908,26.713464,0.309290,25.156872,-0.060576,16.579475,157.111664,157.111664,144.805313,144.805313,157.111664,157.111664,144.805313,144.805313,157.111664,157.111664,144.805313,144.805313,157.111664,157.111664,144.805313,144.805313,160.429402,160.429402,160.429402,160.429402
118.220451,347.923312,0.454732,1946.739553,455.476542,10.471987,26.698380,0.372112,22.333894,-0.038248,17.655939,154.923082,154.923082,145.947841,145.947841,154.923082,154.923082,145.947841,145.947841,154.923082,154.923082,145.947841,145.947841,154.923082,154.923082,145.947841,145.947841,161.553602,161.553602,161.553602,161.553602
118.843016,380.898544,0.489198,1852.247200,458.689285,10.378222,25.999088,0.507841,17.617354,-0.021531,14.060750,152.109073,152.109073,143.058537,143.058537,152.109073,152.109073,143.058537,143.058537,152.109073,152.109073,143.058537,143.058537,152.109073,152.109073,143.058537,143.058537,158.343075,158.343075,158.343075,158.343075
117.893296,368.937482,0.492069,888.497271,455.320995,10.603021,26.044898,0.419009,19.740500,0.028773,13.771281,152.679579,152.679579,142.572675,142.572675,152.679579,152.679579,142.572675,142.572675,152.679579,152.679579,142.572675,142.572675,152.679579,152.679579,142.572675,142.572675,158.458855,158.458855,158.458855,158.458855
118.599891,346.795855,0.475841,702.403774,462.311410,10.435305,24.896948,0.574095,22.471386,-0.093405,15.636511,157.497440,157.497440,143.696996,143.696996,157.497440,157.497440,143.696996,143.696996,157.497440,157.497440,143.696996,143.696996,157.497440,157.497440,143.696996,143.696996,156.807848,156.807848,156.807848,156.807848
118.940229,380.676222,0.477459,387.960823,460.154557,9.440551,24.377860,0.536209,18.376012,-0.012390,20.913642,151.818904,151.818904,149.177457,149.177457,151.818904,151.818904,149.177457,149.177457,151.818904,151.818904,149.177457,149.177457,151.818904,151.818904,149.177457,149.177457,163.929697,163.929697,163.929697,163.929697
118.753158,357.682155,0.483636,523.044682,445.063758,9.992978,24.050285,0.378854,23.172124,-0.083625,18.683891,155.704138,155.704138,146.594368,146.594368,155.704138,155.704138,146.594368,146.594368,155.704138,155.704138,146.594368,146.594368,155.704138,155.704138,146.594368,146.594368,159.476137,159.476137,159.476137,159.476137
119.066749,365.333239,0.538256,972.020137,456.798063,10.391605,24.625808,0.361580,23.967502,0.001284,21.341880,157.183247,157.183247,150.813574,150.813574,157.183247,157.183247,150.813574,150.813574,157.183247,157.183247,150.813574,150.813574,157.183247,157.183247,150.813574,150.813574,165.066051,165.066051,165.066051,165.066051
119.137052,367.694433,0.485975,839.337099,464.293283,10.664035,25.998241,0.476656,25.146668,-0.189718,20.630491,160.030829,160.030829,148.408422,148.408422,160.030829,160.030829,148.408422,148.408422,160.030829,160.030829,148.408422,148.408422,160.030829,160.030829,148.408422,148.408422,160.833458,160.833458,160.833458,160.833458
118.586249,376.205139,0.495374,663.517550,453.056328,9.893637,25.335188,0.577781,29.575633,0.050377,12.918230,163.771880,163.771880,141.896531,141.896531,163.771880,163.771880,141.896531,141.896531,163.771880,163.771880,141.896531,141.896531,163.771880,163.771880,141.896531,141.896531,158.115985,158.115985,158.115985,158.115985
117.727052,366.061795,0.423385,682.428888,457.529842,10.731257,24.675551,0.283054,18.968237,-0.127426,20.849460,150.464075,150.464075,147.940325,147.940325,150.464075,150.464075,147.940325,147.940325,150.464075,150.464075,147.940325,147.940325,150.464075,150.464075,147.940325,147.940325,160.107750,160.107750,160.107750,160.107750
118.132679,387.591457,0.436604,403.156796,448.879606,10.155590,25.609806,0.478858,27.785980,-0.130649,15.579490,160.937339,160.937339,142.540943,142.540943,160.937339,160.937339,142.540943,142.540943,160.937339,160.937339,142.540943,142.540943,160.937339,160.937339,142.540943,142.540943,155.976083,155.976083,155.976083,155.976083
117.971913,411.596342,0.443358,432.545882,463.538205,10.646455,25.854091,0.490570,22.884050,-0.000161,16.554656,156.725247,156.725247,145.171309,145.171309,156.725247,156.725247,145.171309,145.171309,156.725247,156.725247,145.171309,145.171309,156.725247,156.725247,145.171309,145.171309,160.376495,160.376495,160.376495,160.376495
118.690332,424.905614,0.468360,647.562261,453.164807,10.172835,26.809598,0.423781,23.560097,-0.155613,19.843162,156.734320,156.734320,147.123299,147.123299,156.734320,156.734320,147.123299,147.123299,156.734320,156.734320,147.123299,147.123299,156.734320,156.734320,147.123299,147.123299,161.171157,161.171157,161.171157,161.171157
119.415223,415.691159,0.494636,753.201656,450.185687,10.591091,25.487007,0.377595,22.303522,0.008158,16.248436,156.308974,156.308974,146.341147,146.341147,156.308974,156.308974,146.341147,146.341147,156.308974,156.308974,146.341147,146.341147,156.308974,156.308974,146.341147,146.341147,161.358577,161.358577,161.358577,161.358577
118.782988,372.720619,0.468886,522.983059,457.271662,10.309977,25.859634,0.505919,20.897225,-0.018639,20.706887,155.206206,155.206206,149.607685,149.607685,155.206206,155.206206,149.607685,149.607685,155.206206,155.206206,149.607685,149.607685,155.206206,155.206206,149.607685,149.607685,164.867512,164.867512,164.867512,164.867512
119.049640,431.221981,0.474810,757.835739,451.823765,10.701423,24.984231,0.511287,21.120918,-0.280688,19.782492,156.343477,156.343477,146.529794,146.529794,156.343477,156.343477,146.529794,146.529794,156.343477,156.343477,146.529794,146.529794,156.343477,156.343477,146.529794,146.529794,156.803589,156.803589,156.803589,156.803589
118.719126,392.270630,0.455954,729.632639,456.172854,9.409738,24.607256,0.415507,23.540811,0.065860,15.850713,155.579485,155.579485,144.599303,144.599303,155.579485,155.579485,144.599303,144.599303,155.579485,155.579485,144.599303,144.599303,155.579485,155.579485,144.599303,144.599303,160.797731,160.797731,160.797731,160.797731
118.342297,388.891516,0.480050,919.542218,442.041965,9.922607,25.856215,0.623644,24.080648,0.023881,19.753923,158.533729,158.533729,148.255783,148.255783,158.533729,158.533729,148.255783,148.255783,158.533729,158.533729,148.255783,148.255783,158.533729,158.533729,148.255783,148.255783,164.569894,164.569894,164.569894,164.569894
118.916013,384.730681,0.432268,695.734921,453.434989,10.747083,25.753288,0.724159,27.312724,-0.055349,17.856933,164.758417,164.758417,146.925189,146.925189,164.758417,164.758417,146.925189,146.925189,164.758417,164.758417,146.925189,146.925189,164.758417,164.758417,146.925189,146.925189,161.100815,161.100815,161.100815,161.100815
119.511154,393.852587,0.424632,564.010098,451.260820,8.754977,24.768886,0.591835,25.383919,-0.053898,18.601774,158.831553,158.831553,146.396029,146.396029,158.831553,158.831553,146.396029,146.396029,158.831553,158.831553,146.396029,146.396029,158.831553,158.831553,146.396029,146.396029,161.546818,161.546818,161.546818,161.546818
120.171113,380.379049,0.430558,687.982408,462.241896,9.140931,24.037083,0.636635,22.634183,0.078809,20.593171,157.765664,157.765664,150.625601,150.625601,157.765664,157.765664,150.625601,150.625601,157.765664,157.765664,150.625601,150.625601,157.765664,157.765664,150.625601,150.625601,166.695701,166.695701,166.695701,166.695701
120.085831,384.608256,0.489649,574.275585,458.161780,8.595348,24.678198,0.265980,20.259484,0.038716,13.407660,151.226850,151.226850,142.421620,142.421620,151.226850,151.226850,142.421620,142.421620,151.226850,151.226850,142.421620,142.421620,151.226850,151.226850,142.421620,142.421620,159.127141,159.127141,159.127141,159.127141
120.581479,422.793580,0.479704,870.167382,461.827590,9.247556,22.831806,0.504478,20.288356,-0.154285,23.801132,154.782579,154.782579,152.203405,152.203405,154.782579,154.782579,152.203405,152.203405,154.782579,154.782579,152.203405,152.203405,154.782579,154.782579,152.203405,152.203405,163.691806,163.691806,163.691806,163.691806
119.966044,373.598541,0.467143,573.603332,460.579569,8.189749,23.174296,0.452317,27.452121,-0.074920,22.203684,159.312274,159.312274,149.745903,149.745903,159.312274,159.312274,149.745903,149.745903,159.312274,159.312274,149.745903,149.745903,159.312274,159.312274,149.745903,149.745903,163.607812,163.607812,163.607812,163.607812
119.835166,363.298402,0.449229,992.191636,467.273904,7.371921,23.405902,0.525685,20.550868,0.024077,17.299862,151.633263,151.633263,144.684440,144.684440,151.633263,151.633263,144.684440,144.684440,151.633263,151.633263,144.684440,144.684440,151.633263,151.633263,144.684440,144.684440,161.104465,161.104465,161.104465,161.104465
120.429083,417.810979,0.494289,707.876281,457.602399,7.325783,22.077563,0.410062,25.416910,-0.095595,20.041942,156.175803,156.175803,147.096503,147.096503,156.175803,156.175803,147.096503,147.096503,156.175803,156.175803,147.096503,147.096503,156.175803,156.175803,147.096503,147.096503,160.438093,160.438093,160.438093,160.438093
119.842943,363.460983,0.432508,1142.718436,458.766305,8.188304,24.624719,0.405051,22.840924,-0.029390,19.491078,154.188848,154.188848,147.281669,147.281669,154.188848,154.188848,147.281669,147.281669,154.188848,154.188848,147.281669,147.281669,154.188848,154.188848,147.281669,147.281669,163.235016,163.235016,163.235016,163.235016
120.431896,399.150066,0.453925,894.033554,458.144748,9.876950,24.263953,0.571246,20.182013,0.009823,13.648480,156.133028,156.133028,144.054344,144.054344,156.133028,156.133028,144.054344,144.054344,156.133028,156.133028,144.054344,144.054344,156.133028,156.133028,144.054344,144.054344,158.582665,158.582665,158.582665,158.582665
120.600364,408.064894,0.487347,648.008500,460.367706,9.670070,25.745616,0.461245,20.933710,0.015715,19.265887,155.664412,155.664412,149.688285,149.688285,155.664412,155.664412,149.688285,149.688285,155.664412,155.664412,149.688285,149.688285,155.664412,155.664412,149.688285,149.688285,166.016456,166.016456,166.016456,166.016456
120.105038,357.826926,0.488026,1193.451889,456.455442,9.193367,25.403757,0.523650,25.810859,-0.151210,16.483116,159.923374,159.923374,144.391393,144.391393,159.923374,159.923374,144.391393,144.391393,159.923374,159.923374,144.391393,144.391393,159.923374,159.923374,144.391393,144.391393,158.150611,158.150611,158.150611,158.150611
120.608537,373.400069,0.518091,631.433845,453.494701,8.653944,24.303002,0.456044,23.716031,-0.119699,17.001794,156.925087,156.925087,145.228411,145.228411,156.925087,156.925087,145.228411,145.228411,156.925087,156.925087,145.228411,145.228411,156.925087,156.925087,145.228411,145.228411,159.004301,159.004301,159.004301,159.004301
119.510305,358.923409,0.521756,1297.285197,458.854262,10.777403,25.827575,0.582974,19.312042,0.025612,18.737070,155.882700,155.882700,149.300806,149.300806,155.882700,155.882700,149.300806,149.300806,155.882700,155.882700,149.300806,149.300806,155.882700,155.882700,149.300806,149.300806,164.736437,164.736437,164.736437,164.736437
118.599901,373.896669,0.466949,712.949177,457.351415,10.763386,24.899323,0.369583,20.052179,-0.045154,19.537257,153.393434,153.393434,148.414529,148.414529,153.393434,153.393434,148.414529,148.414529,153.393434,153.393434,148.414529,148.414529,153.393434,153.393434,148.414529,148.414529,161.912167,161.912167,161.912167,161.912167
118.100180,372.908528,0.513048,600.524820,454.851290,11.375233,26.096090,0.550042,25.982917,-0.073211,19.116409,161.715188,161.715188,147.759032,147.759032,161.715188,161.715188,147.759032,147.759032,161.715188,161.715188,147.759032,147.759032,161.715188,161.715188,147.759032,147.759032,161.402163,161.402163,161.402163,161.402163
117.362170,387.322025,0.517251,1238.583852,457.157843,11.329829,26.562408,0.577155,25.217845,0.071729,17.098435,160.448914,160.448914,146.603110,146.603110,160.448914,160.448914,146.603110,146.603110,160.448914,160.448914,146.603110,146.603110,160.448914,160.448914,146.603110,146.603110,162.928303,162.928303,162.928303,162.928303
