Exp,Pedi,Repl,count
KSH1,PHN11_PHG47_0251/PHB47,2,7
KSH1,PHN11_PHW65_0323/LH195,2,7
KSH1,PHN66/LH123HT,1,7
KSH1,PHN66/LH123HT,2,7
KSH1,PHN66/LH185,1,7
KSH1,PHN66/LH185,2,7
KSH1,PHN66/LH38,2,7
KSH1,PHN66/LH51,1,7
KSH1,PHN66/LH51,2,7
KSH1,PHN66/LH82,1,7
KSH1,PHN66/LH82,2,7
KSH1,PHN66/PHG29,1,7
KSH1,PHN66/PHG29,2,7
KSH1,PHN66/PHG47,1,7
KSH1,PHN66/PHG47,2,7
KSH1,PHN66/PHG83,1,7
KSH1,PHN66/PHG83,2,7
KSH1,PHN66/PHK56,1,7
KSH1,PHN66/PHK56,2,7
KSH1,PHN66/PHK76,1,7
KSH1,PHN66/PHK76,2,7
KSH1,PHN66/PHN82,1,7
KSH1,PHN66/PHN82,2,7
KSH1,PHN66/PHR55,1,7
KSH1,PHN66/PHR55,2,7
KSH1,PHN66/PHW30,1,7
KSH1,PHN66/PHW30,2,7
KSH1,PHN66/PHZ51,1,7
KSH1,PHN66/PHZ51,2,7
KSH1,PHN66/Q381,1,7
KSH1,PHN66/Q381,2,7
KSH1,PHP02/PHB47,2,7
KSH1,PHP38/LH123HT,1,7
KSH1,PHP38/LH185,1,7
KSH1,PHP38/LH210,1,7
KSH1,PHP38/PHJ65,1,7
KSH1,PHP38/PHM49,1,7
KSH1,PHP38/PHN47,1,7
KSH1,PHP38/PHN82,1,7
KSH1,PHP38/PHP60,1,7
KSH1,PHP38/PHR03,1,7
KSH1,PHP38/PHR55,1,7
KSH1,PHP38/PHR63,1,7
KSH1,PHP38/PHW30,1,7
KSH1,PHP38/PHW53,1,7
KSH1,PHP38/Q381,1,7
KSH1,PHV63/LH123HT,1,7
KSH1,PHV63/LH185,1,7
KSH1,PHV63/LH210,1,7
KSH1,PHV63/NK787,1,7
KSH1,PHV63/PHJ65,1,7
KSH1,PHV63/PHM49,1,7
KSH1,PHV63/PHM57,1,7
KSH1,PHV63/PHN47,1,7
KSH1,PHV63/PHN82,1,7
KSH1,PHV63/PHP60,1,7
KSH1,PHV63/PHR03,1,7
KSH1,PHV63/PHR55,1,7
KSH1,PHV63/PHR63,1,7
KSH1,PHV63/PHW30,1,7
KSH1,PHV63/PHW53,1,7
KSH1,PHV63/PHZ51,1,7
KSH1,PHV63/Q381,1,7
KSH1,PHW52/LH123HT,1,7
KSH1,PHW52/LH123HT,2,7
KSH1,PHW52/LH185,1,14
KSH1,PHW52/LH185,2,7
KSH1,PHW52/LH210,1,7
KSH1,PHW52/LH38,1,7
KSH1,PHW52/LH38,2,7
KSH1,PHW52/LH51,1,7
KSH1,PHW52/LH51,2,7
KSH1,PHW52/LH82,1,7
KSH1,PHW52/LH82,2,7
KSH1,PHW52/NK787,1,7
KSH1,PHW52/PHG29,1,7
KSH1,PHW52/PHG29,2,7
KSH1,PHW52/PHG47,1,7
KSH1,PHW52/PHG47,2,7
KSH1,PHW52/PHG83,1,7
KSH1,PHW52/PHG83,2,7
KSH1,PHW52/PHJ65,1,7
KSH1,PHW52/PHK56,1,7
KSH1,PHW52/PHK56,2,7
KSH1,PHW52/PHK76,1,7
KSH1,PHW52/PHK76,2,7
KSH1,PHW52/PHM49,1,7
KSH1,PHW52/PHM49,2,7
KSH1,PHW52/PHN47,1,7
KSH1,PHW52/PHN82,1,14
KSH1,PHW52/PHN82,2,14
KSH1,PHW52/PHP60,1,7
KSH1,PHW52/PHR03,1,7
KSH1,PHW52/PHR55,1,14
KSH1,PHW52/PHR55,2,7
KSH1,PHW52/PHR63,1,7
KSH1,PHW52/PHW30,1,14
KSH1,PHW52/PHW30,2,7
KSH1,PHW52/PHW53,1,7
KSH1,PHW52/PHZ51,1,14
KSH1,PHW52/PHZ51,2,7
KSH1,PHW52/Q381,1,14
KSH1,PHW52/Q381,2,7
KSH1,PHW52/TX205,2,7
KSH1,PHW53/LH123HT,1,7
KSH1,REDEAR2-2-2-1-1-2-B-B-1-B10/LH195,2,7
KSH1,TX204/PHB47,1,7
KSH1,TX204/PHB47,2,7
KSH1,TX303/TX777,1,7
KSH1,TX303/TX777,2,7
KSH1,TX6252/TX714,1,7
KSH1,TX6252/TX714,2,7
KSH1,TX714/PHZ51,2,7
KSH1,TX714/TX777,2,7
KSH1,TX740/LH195,1,7
KSH1,TX740/LH195,2,7
KSH1,TX770/LH195,1,7
KSH1,TX770/LH195,2,7
KSH1,TX772W/LH195,1,7
KSH1,TX772W/LH195,2,7
KSH1,VA35/LH195,2,7
KSH1,W10001_0022/PHB47,2,7
KSH1,W10004_0216/PHZ51,2,7
KSH1,W10005_0107/PHB47,2,7
KSH1,W37A/PHB47,2,7
KSH1,WF9/H95,2,7
KSH1,Z029E0002/PHZ51,1,7
KSH1,Z029E0002/PHZ51,2,7
KSH1,Z030E0058/3IIH6,1,7
KSH1,Z030E0058/3IIH6,2,7
KSH1,Z030E0058/LH162,1,7
KSH1,Z030E0058/LH162,2,7
KSH1,Z030E0059/3IIH6,2,7
KSH1,Z030E0059/PHZ51,2,7
KSH1,Z031E0012/LH162,2,7
KSH1,Z031E0012/PHZ51,1,7
KSH1,Z031E0012/PHZ51,2,7
KSH1,Z031E0556/LH162,1,7
KSH1,Z031E0556/LH162,2,7
KSH1,Z031E0556/PHZ51,2,7
KSH1,Z032E0034/LH162,2,7
KSH1,Z032E0034/PHZ51,2,7
KSH1,Z032E0081/LH162,2,7
KSH1,Z033E0001/3IIH6,2,7
KSH1,Z033E0001/PHZ51,2,7
KSH1,Z033E0056/3IIH6,1,7
KSH1,Z033E0056/3IIH6,2,7
KSH1,Z033E0056/LH162,1,7
KSH1,Z033E0056/LH162,2,7
KSH1,Z033E0056/PHZ51,2,7
KSH1,Z034E0042/3IIH6,2,7
KSH1,Z034E0042/LH162,1,7
KSH1,Z034E0042/LH162,2,7
KSH1,Z034E0042/PHZ51,1,7
KSH1,Z034E0042/PHZ51,2,7
KSH1,Z034E0064/LH162,2,7
KSH1,Z034E0064/PHZ51,2,7
KSH1,Z035E0047/3IIH6,2,7
KSH1,Z035E0047/PHZ51,2,7
KSH1,Z035E0060/LH162,2,7
KSH1,Z035E0060/PHZ51,2,7
KSH1,Z036E0034/PHZ51,2,7
KSH1,Z036E0057/PHZ51,2,7
KSH1,Z037E0012/3IIH6,1,7
KSH1,Z037E0012/3IIH6,2,7
KSH1,Z037E0012/LH162,2,7
KSH1,Z037E0012/PHZ51,2,7
KSH1,Z037E0054/PHZ51,2,7
KSH1,Z038E0057/3IIH6,2,7
KSH1,Z038E0057/LH162,2,7
KSH1,Z038E0057/PHZ51,1,7
KSH1,Z038E0057/PHZ51,2,7
MIH1,2369/3IIH6,1,6
MIH1,2369/3IIH6,2,6
MIH1,2369/LH123HT,1,6
MIH1,2369/LH123HT,2,6
MIH1,2FACC/3IIH6,1,6
MIH1,2FACC/3IIH6,2,6
MIH1,4N506/3IIH6,1,6
MIH1,4N506/3IIH6,2,6
MIH1,6F629/3IIH6,1,6
MIH1,6F629/3IIH6,2,6
MIH1,A632/3IIH6,1,6
MIH1,A632/3IIH6,2,6
MIH1,A634/3IIH6,1,6
MIH1,A634/3IIH6,2,6
MIH1,A635/3IIH6,1,6
MIH1,A635/3IIH6,2,6
MIH1,A679/3IIH6,1,6
MIH1,A679/3IIH6,2,6
MIH1,A680/3IIH6,1,6
MIH1,A680/3IIH6,2,6
MIH1,AH83/3IIH6,1,6
MIH1,AH83/3IIH6,2,6
MIH1,B104/3IIH6,1,6
MIH1,B104/3IIH6,2,6
MIH1,B105/3IIH6,1,6
MIH1,B105/3IIH6,2,6
MIH1,B109/3IIH6,1,6
MIH1,B109/3IIH6,2,6
MIH1,B110/3IIH6,1,6
MIH1,B110/3IIH6,2,6
MIH1,B111/3IIH6,1,6
MIH1,B111/3IIH6,2,6
MIH1,B119/3IIH6,1,6
MIH1,B119/3IIH6,2,6
MIH1,B14/3IIH6,1,6
MIH1,B14/3IIH6,2,6
MIH1,B14A/H95,1,6
MIH1,B14A/H95,2,6
MIH1,B14A/MO17,1,6
MIH1,B14A/MO17,2,6
MIH1,B14A/OH43,1,6
MIH1,B14A/OH43,2,6
MIH1,B2/3IIH6,1,6
MIH1,B2/3IIH6,2,6
MIH1,B37/H95,1,6
MIH1,B37/H95,2,6
MIH1,B37/MO17,1,6
MIH1,B37/MO17,2,6
MIH1,B37/OH43,1,6
MIH1,B37/OH43,2,6
MIH1,B73/3IIH6,1,6
MIH1,B73/3IIH6,2,6
MIH1,B73/MO17,1,6
MIH1,B73/MO17,2,6
MIH1,B73/PHM49,1,6
MIH1,B73/PHM49,2,6
MIH1,B73/PHN82,1,6
MIH1,B73/PHN82,2,6
MIH1,B73/PHZ51,1,6
MIH1,B73/PHZ51,2,6
MIH1,B84/3IIH6,1,6
MIH1,B84/3IIH6,2,6
MIH1,B97/PHB47,1,6
MIH1,B97/PHB47,2,6
MIH1,BECK 5140HR,1,6
MIH1,BECK 5140HR,2,6
MIH1,BSSSC0_001/3IIH6,1,6
MIH1,BSSSC0_001/3IIH6,2,6
MIH1,BSSSC0_002/3IIH6,1,6
MIH1,BSSSC0_002/3IIH6,2,6
MIH1,BSSSC0_003/3IIH6,1,6
MIH1,BSSSC0_003/3IIH6,2,6
MIH1,BSSSC0_005/3IIH6,1,6
MIH1,BSSSC0_005/3IIH6,2,6
MIH1,BSSSC0_008/3IIH6,1,6
MIH1,BSSSC0_008/3IIH6,2,6
MIH1,BSSSC0_009/3IIH6,1,6
MIH1,BSSSC0_009/3IIH6,2,6
MIH1,BSSSC0_012/3IIH6,1,6
MIH1,BSSSC0_012/3IIH6,2,6
MIH1,BSSSC0_015/3IIH6,1,6
MIH1,BSSSC0_015/3IIH6,2,6
MIH1,BSSSC0_017/3IIH6,1,6
MIH1,BSSSC0_017/3IIH6,2,6
MIH1,BSSSC0_020/3IIH6,1,6
MIH1,BSSSC0_020/3IIH6,2,6
MIH1,BSSSC0_024/3IIH6,1,6
MIH1,BSSSC0_024/3IIH6,2,6
MIH1,BSSSC0_026/3IIH6,1,6
MIH1,BSSSC0_026/3IIH6,2,6
MIH1,BSSSC0_029/3IIH6,1,6
MIH1,BSSSC0_029/3IIH6,2,6
MIH1,BSSSC0_033/3IIH6,1,6
MIH1,BSSSC0_033/3IIH6,2,6
MIH1,BSSSC0_038/3IIH6,1,6
MIH1,BSSSC0_038/3IIH6,2,6
MIH1,BSSSC0_048/3IIH6,1,6
MIH1,BSSSC0_048/3IIH6,2,6
MIH1,BSSSC0_054/3IIH6,1,6
MIH1,BSSSC0_054/3IIH6,2,6
MIH1,BSSSC0_057/3IIH6,1,6
MIH1,BSSSC0_057/3IIH6,2,6
MIH1,BSSSC0_060/3IIH6,1,6
MIH1,BSSSC0_060/3IIH6,2,6
MIH1,CG102/3IIH6,1,6
MIH1,CG102/3IIH6,2,6
MIH1,CG104/CG102,1,6
MIH1,CG104/CG102,2,6
MIH1,CG106/3IIH6,1,6
MIH1,CG106/3IIH6,2,6
MIH1,CG118/CGR01,1,6
MIH1,CG118/CGR01,2,6
MIH1,CG119/CG108,1,6
MIH1,CG119/CG108,2,6
MIH1,CG120/3IIH6,1,6
MIH1,CG120/3IIH6,2,6
MIH1,CG120/LH162,1,6
MIH1,CG120/LH162,2,6
MIH1,CG120/LH185,1,6
MIH1,CG120/LH185,2,6
MIH1,CG120/PHK05,1,6
MIH1,CG120/PHK05,2,6
MIH1,CG120/PHR25,1,6
MIH1,CG120/PHR25,2,6
MIH1,CG120/PHW03,1,6
MIH1,CG120/PHW03,2,6
MIH1,CG120/PHZ51,1,6
MIH1,CG120/PHZ51,2,6
MIH1,CG123/LH145,1,6
MIH1,CG123/LH145,2,6
MIH1,CG123/PHB47,1,6
MIH1,CG123/PHB47,2,6
MIH1,CG123/PHHV4,1,6
MIH1,CG123/PHHV4,2,6
MIH1,CG123/PHRE1,1,6
MIH1,CG123/PHRE1,2,6
MIH1,CG123/S8324,1,6
MIH1,CG123/S8324,2,6
MIH1,CG124/CG120,1,6
MIH1,CG124/CG120,2,6
MIH1,CG124/LH145,1,6
MIH1,CG124/LH145,2,6
MIH1,CG124/PHHV4,1,6
MIH1,CG124/PHHV4,2,6
MIH1,CG124/PHRE1,1,6
MIH1,CG124/PHRE1,2,6
MIH1,CG124/S8324,1,6
MIH1,CG124/S8324,2,6
MIH1,CG44/CGR01,1,12
MIH1,CG44/CGR01,2,12
MIH1,CG60/LH162,1,6
MIH1,CG60/LH162,2,6
MIH1,CG60/LH185,1,6
MIH1,CG60/LH185,2,6
MIH1,CG60/LH82,1,6
MIH1,CG60/LH82,2,18
MIH1,CGR01/LH82,1,6
MIH1,CGR01/LH82,2,6
MIH1,CGR03/CG108,1,12
MIH1,CGR03/CG108,2,12
MIH1,CI540/3IIH6,1,6
MIH1,CI540/3IIH6,2,6
MIH1,CML442*CML343/LH195,1,6
MIH1,CML442*CML343/LH195,2,6
MIH1,CO258/3IIH6,1,6
MIH1,CO258/3IIH6,2,6
MIH1,CROPLAN 3899VT2PRIB,1,6
MIH1,CROPLAN 3899VT2PRIB,2,6
MIH1,DEKALB DKC53-68 GENSSRIB,1,6
MIH1,DEKALB DKC53-68 GENSSRIB,2,6
MIH1,DK78010/3IIH6,1,6
MIH1,DK78010/3IIH6,2,6
MIH1,DKFBHJ/3IIH6,1,6
MIH1,DKFBHJ/3IIH6,2,6
MIH1,F42/H95,1,6
MIH1,F42/H95,2,6
MIH1,F42/MO17,1,6
MIH1,F42/MO17,2,6
MIH1,F42/OH43,1,6
MIH1,F42/OH43,2,6
MIH1,FBLA/3IIH6,1,6
MIH1,FBLA/3IIH6,2,6
MIH1,FE/3IIH6,1,6
MIH1,FR19/3IIH6,1,6
MIH1,FR19/3IIH6,2,6
MIH1,GREAT LAKES GLH5283,1,6
MIH1,GREAT LAKES GLH5283,2,6
MIH1,H122W/3IIH6,1,6
MIH1,H122W/3IIH6,2,6
MIH1,H84/3IIH6,1,6
MIH1,H84/3IIH6,2,6
MIH1,H91/3IIH6,1,6
MIH1,H91/3IIH6,2,6
MIH1,I159/3IIH6,1,6
MIH1,I159/3IIH6,2,6
MIH1,ILL.HY/3IIH6,1,6
MIH1,ILL.HY/3IIH6,2,6
MIH1,LE23/3IIH6,2,6
MIH1,LH123HT/3IIH6,1,6
MIH1,LH123HT/3IIH6,2,6
MIH1,LH145/3IIH6,1,12
MIH1,LH145/3IIH6,2,12
MIH1,LH145/LH162,1,6
MIH1,LH145/LH162,2,6
MIH1,LH145/PHR25,1,6
MIH1,LH145/PHR25,2,6
MIH1,LH149/3IIH6,1,6
MIH1,LH149/3IIH6,2,6
MIH1,LH185/LH145,1,6
MIH1,LH185/LH145,2,6
MIH1,LH185/S8324,1,6
MIH1,LH185/S8324,2,6
MIH1,LH195/3IIH6,1,6
MIH1,LH195/3IIH6,2,6
MIH1,LH195/CGR01,1,6
MIH1,LH195/CGR01,2,6
MIH1,LH195/LH82,1,6
MIH1,LH195/LH82,2,6
MIH1,LH195/PHN37,1,6
MIH1,LH195/PHN37,2,6
MIH1,LH198/3IIH6,1,6
MIH1,LH198/3IIH6,2,6
MIH1,LH198/CGR01,1,6
MIH1,LH198/CGR01,2,6
MIH1,LH198/PHN37,1,6
MIH1,LH198/PHN37,2,6
MIH1,LH198/PHZ51,1,6
MIH1,LH198/PHZ51,2,6
MIH1,LH205/3IIH6,1,6
MIH1,LH205/3IIH6,2,6
MIH1,LH209/3IIH6,1,6
MIH1,LH209/3IIH6,2,6
MIH1,LH212HT/LH195,1,6
MIH1,LH212HT/LH195,2,6
MIH1,LH216/LH195,1,6
MIH1,LH216/LH195,2,6
MIH1,LH220HT/3IIH6,1,6
MIH1,LH220HT/3IIH6,2,6
MIH1,LH222/3IIH6,1,6
MIH1,LH222/3IIH6,2,6
MIH1,LH74/PHN82,1,6
MIH1,LH74/PHN82,2,6
MIH1,LH74/TX205,1,6
MIH1,LH74/TX205,2,6
MIH1,LH82/LH145,1,6
MIH1,LH82/LH145,2,6
MIH1,LH82/PHB47,1,6
MIH1,LH82/PHB47,2,6
MIH1,LH82/S8324,1,6
MIH1,LH82/S8324,2,6
MIH1,M & W 45M43,1,6
MIH1,M & W 45M43,2,6
MIH1,MS222/3IIH6,1,6
MIH1,MS222/3IIH6,2,6
MIH1,N192/3IIH6,1,6
MIH1,N192/3IIH6,2,6
MIH1,N209/3IIH6,1,6
MIH1,N209/3IIH6,2,6
MIH1,N217/3IIH6,1,6
MIH1,N217/3IIH6,2,6
MIH1,N218/3IIH6,1,6
MIH1,N218/3IIH6,2,6
MIH1,N28HT/3IIH6,1,6
MIH1,N28HT/3IIH6,2,6
MIH1,N501/3IIH6,1,6
MIH1,N501/3IIH6,2,6
MIH1,NKH8431/3IIH6,1,6
MIH1,NKH8431/3IIH6,2,6
MIH1,OS420/3IIH6,1,6
MIH1,OS420/3IIH6,2,6
MIH1,PB80/PHZ51,1,6
MIH1,PB80/PHZ51,2,6
MIH1,PHB09/3IIH6,1,6
MIH1,PHB09/3IIH6,2,6
MIH1,PHB47/3IIH6,1,12
MIH1,PHB47/3IIH6,2,12
MIH1,PHB47/LH162,1,6
MIH1,PHB47/LH162,2,6
MIH1,PHB47/LH185,1,6
MIH1,PHB47/LH185,2,6
MIH1,PHB47/PHK05,1,6
MIH1,PHB47/PHK05,2,6
MIH1,PHB47/PHK56,1,6
MIH1,PHB47/PHK56,2,6
MIH1,PHB47/PHR25,1,6
MIH1,PHB47/PHR25,2,6
MIH1,PHB47/PHW03,1,6
MIH1,PHB47/PHW03,2,6
MIH1,PHB47/PHZ51,1,12
MIH1,PHB47/PHZ51,2,12
MIH1,PHBB3/3IIH6,1,6
MIH1,PHBB3/3IIH6,2,6
MIH1,PHBW8/3IIH6,1,6
MIH1,PHBW8/3IIH6,2,6
MIH1,PHG29/CG120,1,6
MIH1,PHG29/CG120,2,6
MIH1,PHG29/LH145,1,6
MIH1,PHG29/LH145,2,6
MIH1,PHG29/PHB47,1,6
MIH1,PHG29/PHB47,2,6
MIH1,PHG29/PHG47,1,6
MIH1,PHG29/PHG47,2,6
MIH1,PHG29/PHHV4,1,6
MIH1,PHG29/PHHV4,2,6
MIH1,PHG29/PHRE1,1,6
MIH1,PHG29/PHRE1,2,6
MIH1,PHG29/S8324,1,6
MIH1,PHG29/S8324,2,6
MIH1,PHG39/PHN82,1,6
MIH1,PHG39/PHN82,2,6
MIH1,PHG39/TX205,1,6
MIH1,PHG39/TX205,2,6
MIH1,PHG47/CG120,1,6
MIH1,PHG47/CG120,2,6
MIH1,PHG47/LH145,1,6
MIH1,PHG47/LH145,2,6
MIH1,PHG47/PHB47,1,6
MIH1,PHG47/PHB47,2,6
MIH1,PHG47/PHHV4,1,6
MIH1,PHG47/PHHV4,2,6
MIH1,PHG47/PHRE1,1,6
MIH1,PHG47/PHRE1,2,6
MIH1,PHG47/S8324,1,6
MIH1,PHG47/S8324,2,6
MIH1,PHG80/3IIH6,1,6
MIH1,PHG80/3IIH6,2,6
MIH1,PHG80/PHZ51,1,6
MIH1,PHG80/PHZ51,2,6
MIH1,PHHV4/3IIH6,1,6
MIH1,PHHV4/3IIH6,2,6
MIH1,PHHV4/LH162,1,6
MIH1,PHHV4/LH162,2,6
MIH1,PHHV4/LH185,1,6
MIH1,PHHV4/PHK05,1,6
MIH1,PHHV4/PHK05,2,6
MIH1,PHHV4/PHK56,1,6
MIH1,PHHV4/PHK56,2,6
MIH1,PHHV4/PHR25,1,6
MIH1,PHHV4/PHR25,2,6
MIH1,PHHV4/PHW03,1,6
MIH1,PHHV4/PHW03,2,6
MIH1,PHHV4/PHZ51,1,6
MIH1,PHJ40/LH82,1,6
MIH1,PHJ40/LH82,2,6
MIH1,PHJ89/CG120,1,6
MIH1,PHJ89/CG120,2,6
MIH1,PHJ89/LH145,1,6
MIH1,PHJ89/LH145,2,6
MIH1,PHJ89/PHHV4,1,6
MIH1,PHJ89/PHHV4,2,6
MIH1,PHJ89/PHRE1,1,6
MIH1,PHJ89/PHRE1,2,6
MIH1,PHJ89/S8324,1,6
MIH1,PHJ89/S8324,2,6
MIH1,PHK05/PHRE1,1,6
MIH1,PHK05/PHRE1,2,6
MIH1,PHK56/PHRE1,1,6
MIH1,PHK56/PHRE1,2,6
MIH1,PHN11_OH43_0001/PHB47,1,6
MIH1,PHN11_OH43_0001/PHB47,2,6
MIH1,PHN11_PHG47_0251/PHB47,1,6
MIH1,PHN11_PHG47_0251/PHB47,2,6
MIH1,PHN11_PHW65_0323/LH195,1,6
MIH1,PHN11_PHW65_0323/LH195,2,6
MIH1,PHN82/LH145,1,6
MIH1,PHN82/LH145,2,6
MIH1,PHN82/PHB47,1,6
MIH1,PHN82/PHB47,2,6
MIH1,PHN82/PHHV4,1,6
MIH1,PHN82/PHHV4,2,6
MIH1,PHN82/PHRE1,1,6
MIH1,PHN82/PHRE1,2,6
MIH1,PHN82/S8324,1,6
MIH1,PHN82/S8324,2,6
MIH1,PHP02/PHB47,1,6
MIH1,PHP02/PHB47,2,6
MIH1,PHP85/3IIH6,1,6
MIH1,PHP85/3IIH6,2,6
MIH1,PHRE1/LH162,1,6
MIH1,PHRE1/LH162,2,6
MIH1,PHRE1/PHR25,1,6
MIH1,PHRE1/PHR25,2,6
MIH1,PHT69/3IIH6,1,6
MIH1,PHT69/3IIH6,2,6
MIH1,PHV37/3IIH6,1,6
MIH1,PHV37/3IIH6,2,6
MIH1,PHW03/LH145,1,6
MIH1,PHW03/LH145,2,6
MIH1,PHW03/S8324,1,6
MIH1,PHW03/S8324,2,6
MIH1,PHW52/PHM49,1,6
MIH1,PHW52/PHM49,2,6
MIH1,PHW52/PHN82,1,6
MIH1,PHW52/PHN82,2,6
MIH1,PHW52/TX205,1,6
MIH1,PHW52/TX205,2,6
MIH1,PHZ51/LH145,1,6
MIH1,PHZ51/LH145,2,6
MIH1,PHZ51/PHRE1,1,6
MIH1,PHZ51/PHRE1,2,6
MIH1,R229/3IIH6,1,6
MIH1,R229/3IIH6,2,6
MIH1,S8324/3IIH6,1,6
MIH1,S8324/3IIH6,2,6
MIH1,S8324/LH162,1,6
MIH1,S8324/LH162,2,6
MIH1,S8324/PHK05,1,6
MIH1,S8324/PHK05,2,6
MIH1,S8324/PHK56,1,6
MIH1,S8324/PHK56,2,6
MIH1,S8324/PHR25,1,6
MIH1,S8324/PHR25,2,6
MIH1,S8324/PHZ51,1,6
MIH1,S8324/PHZ51,2,6
MIH1,S8326/CG120,1,6
MIH1,S8326/CG120,2,6
MIH1,S8326/LH145,1,6
MIH1,S8326/LH145,2,6
MIH1,S8326/PHB47,1,6
MIH1,S8326/PHB47,2,6
MIH1,S8326/PHHV4,1,6
MIH1,S8326/PHHV4,2,6
MIH1,S8326/PHRE1,1,6
MIH1,S8326/PHRE1,2,6
MIH1,S8326/S8324,1,6
MIH1,S8326/S8324,2,6
MIH1,SD101/3IIH6,1,6
MIH1,SD101/3IIH6,2,6
MIH1,TR 9-1-1-6/3IIH6,1,6
MIH1,TR 9-1-1-6/3IIH6,2,6
MIH1,TX303/LH82,1,6
MIH1,TX303/LH82,2,6
MIH1,TX714/PHZ51,1,6
MIH1,TX714/PHZ51,2,6
MIH1,TX714/TX777,1,6
MIH1,TX714/TX777,2,6
MIH1,VA35/LH195,1,6
MIH1,VA35/LH195,2,6
MIH1,W10001_0022/PHB47,1,6
MIH1,W10001_0022/PHB47,2,6
MIH1,W10004_0007/3IIH6,1,6
MIH1,W10004_0007/3IIH6,2,6
MIH1,W10004_0008/3IIH6,1,6
MIH1,W10004_0008/3IIH6,2,6
MIH1,W10004_0011/3IIH6,1,6
MIH1,W10004_0011/3IIH6,2,6
MIH1,W10004_0026/3IIH6,1,6
MIH1,W10004_0026/3IIH6,2,6
MIH1,W10004_0041/3IIH6,1,6
MIH1,W10004_0041/3IIH6,2,6
MIH1,W10004_0045/3IIH6,1,6
MIH1,W10004_0045/3IIH6,2,6
MIH1,W10004_0062/3IIH6,1,6
MIH1,W10004_0062/3IIH6,2,6
MIH1,W10004_0072/3IIH6,1,6
MIH1,W10004_0072/3IIH6,2,6
MIH1,W10004_0080/3IIH6,1,6
MIH1,W10004_0080/3IIH6,2,6
MIH1,W10004_0095/3IIH6,1,6
MIH1,W10004_0095/3IIH6,2,6
MIH1,W10004_0119/3IIH6,1,6
MIH1,W10004_0119/3IIH6,2,6
MIH1,W10004_0121/3IIH6,1,6
MIH1,W10004_0121/3IIH6,2,6
MIH1,W10004_0140/3IIH6,1,6
MIH1,W10004_0140/3IIH6,2,6
MIH1,W10004_0148/3IIH6,1,6
MIH1,W10004_0148/3IIH6,2,12
MIH1,W10004_0178/3IIH6,1,6
MIH1,W10004_0178/3IIH6,2,6
MIH1,W10004_0208/3IIH6,1,6
MIH1,W10004_0212/3IIH6,1,6
MIH1,W10004_0212/3IIH6,2,6
MIH1,W10004_0216/PHZ51,1,6
MIH1,W10004_0216/PHZ51,2,6
MIH1,W10004_0225/3IIH6,1,6
MIH1,W10004_0225/3IIH6,2,6
MIH1,W10004_0258/3IIH6,1,6
MIH1,W10004_0258/3IIH6,2,6
MIH1,W10004_0292/3IIH6,1,6
MIH1,W10004_0292/3IIH6,2,6
MIH1,W10005_0107/PHB47,1,6
MIH1,W10005_0107/PHB47,2,6
MIH1,W37A/PHB47,1,6
MIH1,W37A/PHB47,2,6
MIH1,WF9/H95,1,6
MIH1,WF9/H95,2,6
MNH1,(CML442-B*CML343-B-B-B-B-B-B)-B-B-1-1-B-B-B-1-B12-1-B19/LH195,1,6
MNH1,(CML442-B*CML343-B-B-B-B-B-B)-B-B-1-1-B-B-B-1-B12-1-B19/LH195,2,6
MNH1,2369/3IIH6,1,6
MNH1,2369/3IIH6,2,6
MNH1,2369/LH123HT,1,6
MNH1,2369/LH123HT,2,6
MNH1,B14A/H95,1,6
MNH1,B14A/H95,2,6
MNH1,B14A/MO17,1,6
MNH1,B14A/MO17,2,6
MNH1,B14A/OH43,1,6
MNH1,B14A/OH43,2,6
MNH1,B37/H95,1,6
MNH1,B37/H95,2,6
MNH1,B37/MO17,1,6
MNH1,B37/MO17,2,6
MNH1,B37/OH43,1,6
MNH1,B37/OH43,2,6
MNH1,B73/MO17,1,6
MNH1,B73/MO17,2,6
MNH1,B73/PHM49,1,6
MNH1,B73/PHM49,2,6
MNH1,B73/PHN82,1,6
MNH1,B73/PHN82,2,6
MNH1,B73/PHZ51,1,6
MNH1,B73/PHZ51,2,6
MNH1,B73/TX777,1,6
MNH1,B73/TX777,2,6
MNH1,B97/PHB47,1,6
MNH1,B97/PHB47,2,6
MNH1,BGEM-0001-N/LH195,2,6
MNH1,BGEM-0005-N/LH195,2,6
MNH1,BGEM-0039-N/LH195,2,6
MNH1,BGEM-0040-N/LH195,2,6
MNH1,BGEM-0063-N/LH195,2,6
MNH1,BGEM-0066-N/LH195,2,6
MNH1,BGEM-0088-N/LH195,2,6
MNH1,BGEM-0089-N/LH195,2,6
MNH1,BGEM-0107-N/LH195,2,6
MNH1,BGEM-0110-N/LH195,2,6
MNH1,BGEM-0120-N/LH195,2,6
MNH1,BGEM-0124-N/LH195,2,6
MNH1,BGEM-0125-N/LH195,2,6
MNH1,BGEM-0126-N/LH195,2,6
MNH1,BGEM-0141-N/LH195,2,6
MNH1,BGEM-0143-N/LH195,2,6
MNH1,BGEM-0144-N/LH195,2,6
MNH1,BGEM-0145-N/LH195,2,6
MNH1,BGEM-0151-N/LH195,2,6
MNH1,BGEM-0152-N/LH195,2,6
MNH1,BGEM-0174-N/LH195,2,6
MNH1,BGEM-0182-N/LH195,1,6
MNH1,BGEM-0182-N/LH195,2,6
MNH1,BGEM-0184-N/LH195,2,6
