Exp,Pedi,Repl,count
ARH1,A3G-3-3-1-313/3IIH6,2,10
ARH1,LH195/PHZ51,1,10
ARH1,LH195/PHZ51,2,10
ARH1,PHW52/PHM49,1,10
ARH1,PHW52/PHM49,2,10
ARH1,PHW52/PHN82,1,10
ARH1,PHW52/PHN82,2,10
ARH2,2369/3IIH6,1,7
ARH2,2369/3IIH6,2,7
ARH2,2369/LH123HT,1,7
ARH2,2369/LH123HT,2,7
ARH2,2369/PHZ51,1,7
ARH2,2369/PHZ51,2,7
ARH2,2FACC/3IIH6,1,7
ARH2,2FACC/3IIH6,2,7
ARH2,4N506/3IIH6,1,7
ARH2,4N506/3IIH6,2,7
ARH2,6F629/3IIH6,1,7
ARH2,6F629/3IIH6,2,7
ARH2,A632/3IIH6,1,7
ARH2,A632/3IIH6,2,7
ARH2,A634/3IIH6,1,7
ARH2,A634/3IIH6,2,7
ARH2,A635/3IIH6,1,7
ARH2,A635/3IIH6,2,7
ARH2,A679/3IIH6,1,7
ARH2,A679/3IIH6,2,7
ARH2,A680/3IIH6,1,7
ARH2,A680/3IIH6,2,7
ARH2,B104/3IIH6,1,7
ARH2,B104/3IIH6,2,7
ARH2,B105/3IIH6,2,7
ARH2,B109/3IIH6,1,7
ARH2,B109/3IIH6,2,7
ARH2,B110/3IIH6,1,7
ARH2,B110/3IIH6,2,7
ARH2,B111/3IIH6,1,7
ARH2,B111/3IIH6,2,7
ARH2,B119/3IIH6,1,7
ARH2,B119/3IIH6,2,7
ARH2,B14/3IIH6,1,7
ARH2,B14/3IIH6,2,7
ARH2,B14A/H95,1,7
ARH2,B14A/MO17,1,7
ARH2,B14A/MO17,2,7
ARH2,B14A/OH43,1,7
ARH2,B14A/OH43,2,7
ARH2,B2/3IIH6,2,7
ARH2,B37/H95,1,7
ARH2,B37/H95,2,7
ARH2,B37/MO17,1,7
ARH2,B37/MO17,2,7
ARH2,B37/OH43,1,7
ARH2,B37/OH43,2,7
ARH2,B73/3IIH6,1,7
ARH2,B73/3IIH6,2,7
ARH2,B73/MO17,1,7
ARH2,B73/MO17,2,7
ARH2,B73/PHM49,1,7
ARH2,B73/PHM49,2,7
ARH2,B73/PHN82,1,7
ARH2,B73/PHN82,2,7
ARH2,B73/PHZ51,1,7
ARH2,B73/PHZ51,2,7
ARH2,B73/TX6252,1,7
ARH2,B73/TX777,1,7
ARH2,B73/TX777,2,7
ARH2,B84/3IIH6,1,7
ARH2,B84/3IIH6,2,7
ARH2,B97/PHB47,1,7
ARH2,BSSSC0_001/3IIH6,1,7
ARH2,BSSSC0_001/3IIH6,2,7
ARH2,BSSSC0_002/3IIH6,1,7
ARH2,BSSSC0_003/3IIH6,1,7
ARH2,BSSSC0_003/3IIH6,2,7
ARH2,BSSSC0_005/3IIH6,1,7
ARH2,BSSSC0_005/3IIH6,2,7
ARH2,BSSSC0_008/3IIH6,1,7
ARH2,BSSSC0_008/3IIH6,2,7
ARH2,BSSSC0_009/3IIH6,1,7
ARH2,BSSSC0_009/3IIH6,2,7
ARH2,BSSSC0_012/3IIH6,1,7
ARH2,BSSSC0_012/3IIH6,2,7
ARH2,BSSSC0_015/3IIH6,2,7
ARH2,BSSSC0_017/3IIH6,2,7
ARH2,BSSSC0_020/3IIH6,1,7
ARH2,BSSSC0_020/3IIH6,2,7
ARH2,BSSSC0_024/3IIH6,1,7
ARH2,BSSSC0_024/3IIH6,2,7
ARH2,BSSSC0_026/3IIH6,1,7
ARH2,BSSSC0_026/3IIH6,2,7
ARH2,BSSSC0_029/3IIH6,1,7
ARH2,BSSSC0_033/3IIH6,1,7
ARH2,BSSSC0_033/3IIH6,2,7
ARH2,BSSSC0_038/3IIH6,1,7
ARH2,BSSSC0_048/3IIH6,1,7
ARH2,BSSSC0_048/3IIH6,2,7
ARH2,BSSSC0_054/3IIH6,2,7
ARH2,BSSSC0_057/3IIH6,1,7
ARH2,BSSSC0_057/3IIH6,2,7
ARH2,BSSSC0_060/3IIH6,1,7
ARH2,BSSSC0_060/3IIH6,2,7
ARH2,CG102/3IIH6,1,7
ARH2,CG102/3IIH6,2,7
ARH2,CG106/3IIH6,1,7
ARH2,CG106/3IIH6,2,7
ARH2,CG44/CGR01,1,7
ARH2,CG44/CGR01,2,7
ARH2,CI540/3IIH6,1,7
ARH2,CI540/3IIH6,2,7
ARH2,CML269/LH195,1,7
ARH2,CML442*CML343/LH195,1,7
ARH2,CML442*CML343/LH195,2,7
ARH2,CML450*TX110/LH195,1,7
ARH2,CML450*TX110/LH195,2,7
ARH2,CO258/3IIH6,1,7
ARH2,CO258/3IIH6,2,7
ARH2,DK78010/3IIH6,1,7
ARH2,DK78010/3IIH6,2,7
ARH2,DKC66-87,2,7
ARH2,DKC67-72,1,7
ARH2,DKFBHJ/3IIH6,1,7
ARH2,DKFBHJ/3IIH6,2,7
ARH2,F42/H95,1,7
ARH2,F42/H95,2,7
ARH2,F42/MO17,1,7
ARH2,F42/MO17,2,7
ARH2,F42/OH43,1,7
ARH2,F42/OH43,2,7
ARH2,FBLA/3IIH6,1,7
ARH2,FBLA/3IIH6,2,7
ARH2,FE/3IIH6,2,7
ARH2,FR19/3IIH6,1,7
ARH2,FR19/3IIH6,2,7
ARH2,GEMS-0150/PHZ51,1,7
ARH2,GEMS-0163/PHZ51,1,7
ARH2,GT603/TX777,1,7
ARH2,H122W/3IIH6,1,7
ARH2,H122W/3IIH6,2,7
ARH2,H84/3IIH6,1,7
ARH2,H84/3IIH6,2,7
ARH2,H91/3IIH6,1,7
ARH2,H91/3IIH6,2,7
ARH2,I159/3IIH6,1,7
ARH2,I159/3IIH6,2,7
ARH2,ILL.HY/3IIH6,2,7
ARH2,LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18-B22/LH195,1,7
ARH2,LH123HT/3IIH6,1,7
ARH2,LH123HT/3IIH6,2,7
ARH2,LH145/3IIH6,1,7
ARH2,LH145/3IIH6,2,7
ARH2,LH149/3IIH6,1,7
ARH2,LH149/3IIH6,2,7
ARH2,LH195/3IIH6,1,7
ARH2,LH195/3IIH6,2,7
ARH2,LH195/LH123HT,1,7
ARH2,LH195/LH185,1,7
ARH2,LH195/LH185,2,7
ARH2,LH195/LH210,1,7
ARH2,LH195/LH210,2,7
ARH2,LH195/LH82,1,7
ARH2,LH195/LH82,2,7
ARH2,LH195/NK787,1,7
ARH2,LH195/NK787,2,7
ARH2,LH195/PH463,1,7
ARH2,LH195/PH463,2,7
ARH2,LH195/PHJ65,1,7
ARH2,LH195/PHJ65,2,7
ARH2,LH195/PHM49,1,7
ARH2,LH195/PHN37,1,7
ARH2,LH195/PHN37,2,7
ARH2,LH195/PHN47,1,7
ARH2,LH195/PHN47,2,7
ARH2,LH195/PHN82,1,7
ARH2,LH195/PHN82,2,7
ARH2,LH195/PHP60,1,7
ARH2,LH195/PHP60,2,7
ARH2,LH195/PHR03,1,7
ARH2,LH195/PHR03,2,7
ARH2,LH195/PHR55,1,7
ARH2,LH195/PHR55,2,7
ARH2,LH195/PHW30,1,7
ARH2,LH195/PHW53,1,7
ARH2,LH195/PHZ51,1,14
ARH2,LH195/PHZ51,2,7
ARH2,LH195/Q381,1,7
ARH2,LH195/Q381,2,7
ARH2,LH198/3IIH6,1,7
ARH2,LH198/3IIH6,2,7
ARH2,LH198/PHZ51,1,7
ARH2,LH198/PHZ51,2,7
ARH2,LH205/3IIH6,1,7
ARH2,LH205/3IIH6,2,7
ARH2,LH209/3IIH6,1,7
ARH2,LH209/3IIH6,2,7
ARH2,LH212HT/LH195,1,7
ARH2,LH212HT/LH195,2,7
ARH2,LH216/LH195,1,7
ARH2,LH216/LH195,2,7
ARH2,LH220HT/3IIH6,1,7
ARH2,LH220HT/3IIH6,2,7
ARH2,LH222/3IIH6,1,7
ARH2,LH222/3IIH6,2,7
ARH2,LH74/PHN82,1,7
ARH2,LH74/PHN82,2,7
ARH2,MS222/3IIH6,1,7
ARH2,MS222/3IIH6,2,7
ARH2,N192/3IIH6,1,7
ARH2,N192/3IIH6,2,7
ARH2,N209/3IIH6,1,7
ARH2,N209/3IIH6,2,7
ARH2,N217/3IIH6,1,7
ARH2,N217/3IIH6,2,7
ARH2,N218/3IIH6,1,7
ARH2,N218/3IIH6,2,7
ARH2,N28HT/3IIH6,2,7
ARH2,N501/3IIH6,1,7
ARH2,N501/3IIH6,2,7
ARH2,NKH8431/3IIH6,1,7
ARH2,NKH8431/3IIH6,2,7
ARH2,OS420/3IIH6,1,7
ARH2,OS420/3IIH6,2,7
ARH2,PB80/PHZ51,1,7
ARH2,PB80/PHZ51,2,7
ARH2,PHB09/3IIH6,1,7
ARH2,PHB09/3IIH6,2,7
ARH2,PHB47/3IIH6,1,7
ARH2,PHB47/3IIH6,2,7
ARH2,PHB47/PHZ51,2,7
ARH2,PHBB3/3IIH6,1,7
ARH2,PHBW8/3IIH6,1,7
ARH2,PHBW8/3IIH6,2,7
ARH2,PHG29/PHG47,1,7
ARH2,PHG29/PHG47,2,7
ARH2,PHG39/PHN82,1,7
ARH2,PHG39/PHN82,2,7
ARH2,PHG39/TX205,1,7
ARH2,PHG39/TX205,2,7
ARH2,PHG80/3IIH6,1,7
ARH2,PHG80/3IIH6,2,7
ARH2,PHG80/PHZ51,1,7
ARH2,PHHB9/LH123HT,1,7
ARH2,PHHB9/LH123HT,2,7
ARH2,PHHB9/LH185,1,7
ARH2,PHHB9/LH185,2,7
ARH2,PHHB9/LH210,1,7
ARH2,PHHB9/LH210,2,7
ARH2,PHHB9/NK787,1,7
ARH2,PHHB9/NK787,2,7
ARH2,PHHB9/PHJ65,1,7
ARH2,PHHB9/PHJ65,2,7
ARH2,PHHB9/PHM57,1,7
ARH2,PHHB9/PHM57,2,7
ARH2,PHHB9/PHN47,1,7
ARH2,PHHB9/PHN47,2,7
ARH2,PHHB9/PHN82,1,7
ARH2,PHHB9/PHN82,2,7
ARH2,PHHB9/PHP60,1,7
ARH2,PHHB9/PHP60,2,7
ARH2,PHHB9/PHR03,1,7
ARH2,PHHB9/PHR03,2,7
ARH2,PHHB9/PHR55,1,7
ARH2,PHHB9/PHR55,2,7
ARH2,PHHB9/PHR63,1,7
ARH2,PHHB9/PHR63,2,7
ARH2,PHHB9/PHW30,1,7
ARH2,PHHB9/PHW30,2,7
ARH2,PHHB9/PHW53,1,7
ARH2,PHHB9/PHW53,2,7
ARH2,PHHB9/PHZ51,1,7
ARH2,PHHB9/PHZ51,2,7
ARH2,PHHB9/Q381,1,7
ARH2,PHHB9/Q381,2,7
ARH2,PHN11_OH43_0001/PHB47,1,7
ARH2,PHN11_OH43_0001/PHB47,2,7
ARH2,PHN11_PHG47_0251/PHB47,1,7
ARH2,PHN11_PHG47_0251/PHB47,2,7
ARH2,PHN11_PHW65_0323/LH195,1,7
ARH2,PHP02/PHB47,1,7
ARH2,PHP02/PHB47,2,7
ARH2,PHP38/LH123HT,1,7
ARH2,PHP38/LH123HT,2,7
ARH2,PHP38/LH185,1,7
ARH2,PHP38/LH185,2,7
ARH2,PHP38/LH210,1,7
ARH2,PHP38/PHJ65,1,7
ARH2,PHP38/PHJ65,2,7
ARH2,PHP38/PHM49,1,7
ARH2,PHP38/PHM49,2,7
ARH2,PHP38/PHN47,1,7
ARH2,PHP38/PHN47,2,7
ARH2,PHP38/PHN82,1,7
ARH2,PHP38/PHN82,2,7
ARH2,PHP38/PHP60,2,7
ARH2,PHP38/PHR03,1,7
ARH2,PHP38/PHR55,1,7
ARH2,PHP38/PHR55,2,7
ARH2,PHP38/PHR63,1,7
ARH2,PHP38/PHR63,2,7
ARH2,PHP38/PHW30,1,7
ARH2,PHP38/PHW30,2,7
ARH2,PHP38/PHW53,1,7
ARH2,PHP38/Q381,1,7
ARH2,PHP38/Q381,2,7
ARH2,PHP85/3IIH6,1,7
ARH2,PHP85/3IIH6,2,7
ARH2,PHT69/3IIH6,1,7
ARH2,PHT69/3IIH6,2,7
ARH2,PHV37/3IIH6,1,7
ARH2,PHV37/3IIH6,2,7
ARH2,PHV63/LH123HT,1,7
ARH2,PHV63/LH123HT,2,7
ARH2,PHV63/LH185,1,7
ARH2,PHV63/LH185,2,7
ARH2,PHV63/LH210,1,7
ARH2,PHV63/LH210,2,7
ARH2,PHV63/NK787,1,7
ARH2,PHV63/NK787,2,7
ARH2,PHV63/PHJ65,1,7
ARH2,PHV63/PHJ65,2,7
ARH2,PHV63/PHM49,1,7
ARH2,PHV63/PHM49,2,7
ARH2,PHV63/PHM57,1,7
ARH2,PHV63/PHM57,2,7
ARH2,PHV63/PHN47,1,7
ARH2,PHV63/PHN47,2,7
ARH2,PHV63/PHN82,1,7
ARH2,PHV63/PHN82,2,7
ARH2,PHV63/PHP60,1,7
ARH2,PHV63/PHP60,2,7
ARH2,PHV63/PHR03,1,7
ARH2,PHV63/PHR03,2,7
ARH2,PHV63/PHR55,1,7
ARH2,PHV63/PHR55,2,7
ARH2,PHV63/PHR63,1,7
ARH2,PHV63/PHR63,2,7
ARH2,PHV63/PHW30,1,7
ARH2,PHV63/PHW30,2,7
ARH2,PHV63/PHW53,1,7
ARH2,PHV63/PHW53,2,7
ARH2,PHV63/PHZ51,1,7
ARH2,PHV63/PHZ51,2,7
ARH2,PHV63/Q381,1,7
ARH2,PHV63/Q381,2,7
ARH2,PHW52/LH185,1,7
ARH2,PHW52/LH185,2,7
ARH2,PHW52/LH210,1,7
ARH2,PHW52/NK787,1,7
ARH2,PHW52/NK787,2,7
ARH2,PHW52/PHJ65,1,7
ARH2,PHW52/PHJ65,2,7
ARH2,PHW52/PHM49,1,14
ARH2,PHW52/PHM49,2,14
ARH2,PHW52/PHN37,1,7
ARH2,PHW52/PHN37,2,7
ARH2,PHW52/PHN47,1,7
ARH2,PHW52/PHN47,2,7
ARH2,PHW52/PHN82,1,14
ARH2,PHW52/PHN82,2,7
ARH2,PHW52/PHP60,1,7
ARH2,PHW52/PHP60,2,7
ARH2,PHW52/PHR03,1,7
ARH2,PHW52/PHR03,2,7
ARH2,PHW52/PHR55,1,7
ARH2,PHW52/PHR55,2,7
ARH2,PHW52/PHR63,1,7
ARH2,PHW52/PHR63,2,7
ARH2,PHW52/PHW30,1,7
ARH2,PHW52/PHW30,2,7
ARH2,PHW52/PHW53,1,7
ARH2,PHW52/PHW53,2,7
ARH2,PHW52/PHZ51,1,7
ARH2,PHW52/Q381,1,7
ARH2,PHW52/TX205,1,7
ARH2,PHW52/TX205,2,7
ARH2,PHW53/LH123HT,1,7
ARH2,PHW53/LH123HT,2,7
ARH2,PIONEER1319YHR,1,7
ARH2,PIONEER1319YHR,2,7
ARH2,PIONEER1637YHR,1,7
ARH2,PIONEER1637YHR,2,7
ARH2,PIONEER2160YHR,1,7
ARH2,PIONEER2160YHR,2,7
ARH2,R229/3IIH6,1,7
ARH2,R229/3IIH6,2,7
ARH2,REDEAR2-2-2-1-1-2-B-B-1-B10/LH195,1,7
ARH2,SD101/3IIH6,1,7
ARH2,SD101/3IIH6,2,7
ARH2,TR 9-1-1-6/3IIH6,1,7
ARH2,TR 9-1-1-6/3IIH6,2,7
ARH2,TX204/PHB47,1,7
ARH2,TX204/PHB47,2,7
ARH2,TX303/TX777,1,7
ARH2,TX303/TX777,2,7
ARH2,TX6252/TX714,1,7
ARH2,TX714/PHZ51,1,7
ARH2,TX714/PHZ51,2,7
ARH2,TX714/TX777,1,7
ARH2,TX714/TX777,2,7
ARH2,TX740/LH195,1,7
ARH2,TX770/LH195,1,7
ARH2,TX772W/LH195,1,7
ARH2,VA35/LH195,1,7
ARH2,VA35/LH195,2,7
ARH2,W10001_0022/PHB47,1,7
ARH2,W10001_0022/PHB47,2,7
ARH2,W10004_0007/3IIH6,1,7
ARH2,W10004_0007/3IIH6,2,7
ARH2,W10004_0008/3IIH6,1,7
ARH2,W10004_0008/3IIH6,2,7
ARH2,W10004_0011/3IIH6,2,7
ARH2,W10004_0026/3IIH6,1,7
ARH2,W10004_0026/3IIH6,2,7
ARH2,W10004_0041/3IIH6,1,7
ARH2,W10004_0041/3IIH6,2,7
ARH2,W10004_0045/3IIH6,1,7
ARH2,W10004_0045/3IIH6,2,7
ARH2,W10004_0062/3IIH6,1,7
ARH2,W10004_0062/3IIH6,2,7
ARH2,W10004_0072/3IIH6,1,7
ARH2,W10004_0072/3IIH6,2,7
ARH2,W10004_0080/3IIH6,1,7
ARH2,W10004_0080/3IIH6,2,7
ARH2,W10004_0095/3IIH6,1,7
ARH2,W10004_0119/3IIH6,1,7
ARH2,W10004_0119/3IIH6,2,7
ARH2,W10004_0121/3IIH6,1,7
ARH2,W10004_0121/3IIH6,2,7
ARH2,W10004_0140/3IIH6,1,7
ARH2,W10004_0140/3IIH6,2,7
ARH2,W10004_0148/3IIH6,1,7
ARH2,W10004_0148/3IIH6,2,7
ARH2,W10004_0178/3IIH6,1,7
ARH2,W10004_0208/3IIH6,1,7
ARH2,W10004_0208/3IIH6,2,7
ARH2,W10004_0212/3IIH6,1,7
ARH2,W10004_0212/3IIH6,2,7
ARH2,W10004_0216/PHZ51,1,7
ARH2,W10004_0216/PHZ51,2,7
ARH2,W10004_0225/3IIH6,1,7
ARH2,W10004_0225/3IIH6,2,7
ARH2,W10004_0258/3IIH6,1,7
ARH2,W10004_0258/3IIH6,2,7
ARH2,W10004_0292/3IIH6,1,7
ARH2,W10004_0292/3IIH6,2,7
ARH2,W10005_0107/PHB47,1,7
ARH2,W10005_0107/PHB47,2,7
ARH2,W37A/PHB47,1,7
ARH2,W37A/PHB47,2,7
ARH2,WF9/H95,1,7
ARH2,WF9/H95,2,7
DEH1,2369/3IIH6,1,6
DEH1,2369/3IIH6,2,6
DEH1,2369/LH123HT,1,6
DEH1,2369/LH123HT,2,6
DEH1,2FACC/3IIH6,1,6
DEH1,2FACC/3IIH6,2,6
DEH1,4N506/3IIH6,1,6
DEH1,4N506/3IIH6,2,6
DEH1,6F629/3IIH6,1,6
DEH1,6F629/3IIH6,2,6
DEH1,A632/3IIH6,1,6
DEH1,A632/3IIH6,2,6
DEH1,A634/3IIH6,1,6
DEH1,A634/3IIH6,2,6
DEH1,A635/3IIH6,1,6
DEH1,A635/3IIH6,2,6
DEH1,A679/3IIH6,1,6
DEH1,A679/3IIH6,2,6
DEH1,A680/3IIH6,1,6
DEH1,A680/3IIH6,2,6
DEH1,AH83/3IIH6,1,6
DEH1,AH83/3IIH6,2,6
DEH1,B104/3IIH6,1,6
DEH1,B104/3IIH6,2,6
DEH1,B105/3IIH6,1,6
DEH1,B105/3IIH6,2,6
DEH1,B109/3IIH6,1,6
DEH1,B109/3IIH6,2,6
DEH1,B110/3IIH6,1,6
DEH1,B110/3IIH6,2,6
DEH1,B111/3IIH6,1,6
DEH1,B111/3IIH6,2,6
DEH1,B119/3IIH6,1,6
DEH1,B119/3IIH6,2,6
DEH1,B14/3IIH6,1,6
DEH1,B14/3IIH6,2,6
DEH1,B14A/H95,1,6
DEH1,B14A/H95,2,6
DEH1,B14A/MO17,1,6
DEH1,B14A/MO17,2,6
DEH1,B14A/OH43,1,6
DEH1,B14A/OH43,2,6
DEH1,B2/3IIH6,1,6
DEH1,B2/3IIH6,2,6
DEH1,B37/H95,1,6
DEH1,B37/H95,2,6
DEH1,B37/MO17,1,6
DEH1,B37/MO17,2,6
DEH1,B37/OH43,1,6
DEH1,B37/OH43,2,6
DEH1,B73/3IIH6,1,6
DEH1,B73/3IIH6,2,6
DEH1,B73/MO17,1,6
DEH1,B73/MO17,2,6
DEH1,B73/PHM49,1,6
DEH1,B73/PHM49,2,6
DEH1,B73/PHN82,1,6
DEH1,B73/PHN82,2,6
DEH1,B73/PHZ51,1,6
DEH1,B73/PHZ51,2,6
DEH1,B73/TX777,1,6
DEH1,B73/TX777,2,6
DEH1,B84/3IIH6,1,6
DEH1,B84/3IIH6,2,6
DEH1,B97/PHB47,1,6
DEH1,B97/PHB47,2,6
DEH1,BSSSC0_001/3IIH6,1,6
DEH1,BSSSC0_001/3IIH6,2,6
DEH1,BSSSC0_002/3IIH6,1,6
DEH1,BSSSC0_002/3IIH6,2,6
DEH1,BSSSC0_003/3IIH6,1,6
DEH1,BSSSC0_003/3IIH6,2,6
DEH1,BSSSC0_005/3IIH6,1,6
DEH1,BSSSC0_005/3IIH6,2,6
DEH1,BSSSC0_008/3IIH6,1,6
DEH1,BSSSC0_008/3IIH6,2,6
DEH1,BSSSC0_009/3IIH6,1,6
DEH1,BSSSC0_009/3IIH6,2,6
DEH1,BSSSC0_012/3IIH6,1,6
DEH1,BSSSC0_012/3IIH6,2,6
DEH1,BSSSC0_015/3IIH6,1,6
DEH1,BSSSC0_015/3IIH6,2,6
DEH1,BSSSC0_017/3IIH6,1,6
DEH1,BSSSC0_017/3IIH6,2,6
DEH1,BSSSC0_020/3IIH6,1,6
DEH1,BSSSC0_020/3IIH6,2,6
DEH1,BSSSC0_024/3IIH6,1,6
DEH1,BSSSC0_024/3IIH6,2,6
DEH1,BSSSC0_026/3IIH6,1,6
DEH1,BSSSC0_026/3IIH6,2,6
DEH1,BSSSC0_029/3IIH6,1,6
DEH1,BSSSC0_029/3IIH6,2,6
DEH1,BSSSC0_033/3IIH6,1,6
DEH1,BSSSC0_033/3IIH6,2,6
DEH1,BSSSC0_038/3IIH6,1,6
DEH1,BSSSC0_038/3IIH6,2,6
DEH1,BSSSC0_048/3IIH6,1,6
DEH1,BSSSC0_048/3IIH6,2,6
DEH1,BSSSC0_054/3IIH6,1,6
DEH1,BSSSC0_054/3IIH6,2,6
DEH1,BSSSC0_057/3IIH6,1,6
DEH1,BSSSC0_057/3IIH6,2,6
DEH1,BSSSC0_060/3IIH6,1,6
DEH1,BSSSC0_060/3IIH6,2,6
DEH1,CG102/3IIH6,1,6
DEH1,CG102/3IIH6,2,6
DEH1,CG106/3IIH6,1,6
DEH1,CG106/3IIH6,2,6
DEH1,CG119/CG108,1,6
DEH1,CG119/CG108,2,6
DEH1,CG44/CGR01,1,6
DEH1,CG44/CGR01,2,6
DEH1,CG60/LH162,1,6
DEH1,CG60/LH162,2,6
DEH1,CGR01/LH82,1,6
DEH1,CGR01/LH82,2,6
DEH1,CGR03/CG108,1,6
DEH1,CGR03/CG108,2,6
DEH1,CI540/3IIH6,1,6
DEH1,CI540/3IIH6,2,6
DEH1,CML442*CML343/LH195,1,6
DEH1,CML442*CML343/LH195,2,6
DEH1,CO258/3IIH6,1,6
DEH1,CO258/3IIH6,2,6
DEH1,DK78010/3IIH6,1,6
DEH1,DK78010/3IIH6,2,6
DEH1,DKC54-40RIB GENVT2P,1,6
DEH1,DKC54-40RIB GENVT2P,2,6
DEH1,DKC62-08RIB GENSS,1,6
DEH1,DKC62-08RIB GENSS,2,6
DEH1,DKC63-87RIB GENVT2P,1,6
DEH1,DKC63-87RIB GENVT2P,2,6
DEH1,DKC64-69RIB GENVT3P,1,6
DEH1,DKC64-69RIB GENVT3P,2,6
DEH1,DKC65-19RIB GENVT3P,1,6
DEH1,DKC65-19RIB GENVT3P,2,6
DEH1,DKFBHJ/3IIH6,1,6
DEH1,DKFBHJ/3IIH6,2,6
DEH1,F42/H95,1,6
DEH1,F42/H95,2,6
DEH1,F42/MO17,1,6
DEH1,F42/MO17,2,6
DEH1,F42/OH43,1,6
DEH1,F42/OH43,2,6
DEH1,FBLA/3IIH6,1,6
DEH1,FBLA/3IIH6,2,6
DEH1,FE/3IIH6,1,6
DEH1,FE/3IIH6,2,6
DEH1,FR19/3IIH6,1,6
DEH1,FR19/3IIH6,2,6
DEH1,H122W/3IIH6,1,6
DEH1,H122W/3IIH6,2,6
DEH1,H84/3IIH6,1,6
DEH1,H84/3IIH6,2,6
DEH1,H91/3IIH6,1,6
DEH1,H91/3IIH6,2,6
DEH1,I159/3IIH6,1,6
DEH1,I159/3IIH6,2,6
DEH1,ICI 441/LH123HT,1,6
DEH1,ICI 441/LH123HT,2,6
DEH1,ICI 441/LH185,1,6
DEH1,ICI 441/LH185,2,6
DEH1,ICI 441/LH38,1,6
DEH1,ICI 441/LH38,2,6
DEH1,ICI 441/LH51,1,6
DEH1,ICI 441/LH51,2,6
DEH1,ICI 441/LH82,1,6
DEH1,ICI 441/LH82,2,6
DEH1,ICI 441/PHG29,1,6
DEH1,ICI 441/PHG29,2,6
DEH1,ICI 441/PHG47,1,6
DEH1,ICI 441/PHG47,2,6
DEH1,ICI 441/PHG83,1,6
DEH1,ICI 441/PHG83,2,6
DEH1,ICI 441/PHK56,1,6
DEH1,ICI 441/PHK56,2,6
DEH1,ICI 441/PHK76,1,6
DEH1,ICI 441/PHK76,2,6
DEH1,ICI 441/PHN82,1,6
DEH1,ICI 441/PHN82,2,6
DEH1,ICI 441/PHR55,1,6
DEH1,ICI 441/PHR55,2,6
DEH1,ICI 441/PHW30,1,6
DEH1,ICI 441/PHW30,2,6
DEH1,ICI 441/PHZ51,1,6
DEH1,ICI 441/PHZ51,2,6
DEH1,ICI 441/Q381,1,6
DEH1,ICI 441/Q381,2,6
DEH1,ILL.HY/3IIH6,1,6
DEH1,ILL.HY/3IIH6,2,6
DEH1,LH123HT/3IIH6,1,6
DEH1,LH123HT/3IIH6,2,6
DEH1,LH145/3IIH6,1,6
DEH1,LH145/3IIH6,2,6
DEH1,LH149/3IIH6,1,6
DEH1,LH149/3IIH6,2,6
DEH1,LH195/3IIH6,1,6
DEH1,LH195/3IIH6,2,6
DEH1,LH195/LH123HT,1,6
DEH1,LH195/LH123HT,2,6
DEH1,LH195/LH185,1,6
DEH1,LH195/LH185,2,6
DEH1,LH195/LH38,1,6
DEH1,LH195/LH38,2,6
DEH1,LH195/LH51,1,6
DEH1,LH195/LH51,2,6
DEH1,LH195/LH82,1,12
DEH1,LH195/LH82,2,12
DEH1,LH195/PHG29,1,6
DEH1,LH195/PHG29,2,6
DEH1,LH195/PHG47,1,6
DEH1,LH195/PHG47,2,6
DEH1,LH195/PHG83,1,6
DEH1,LH195/PHG83,2,6
DEH1,LH195/PHK56,1,6
DEH1,LH195/PHK56,2,6
DEH1,LH195/PHK76,1,6
DEH1,LH195/PHK76,2,6
DEH1,LH195/PHN37,1,6
DEH1,LH195/PHN37,2,6
DEH1,LH195/PHN82,1,6
DEH1,LH195/PHN82,2,6
DEH1,LH195/PHR55,1,6
DEH1,LH195/PHR55,2,6
DEH1,LH195/PHW30,1,6
DEH1,LH195/PHW30,2,6
DEH1,LH195/PHZ51,1,6
DEH1,LH195/PHZ51,2,6
DEH1,LH195/Q381,1,6
DEH1,LH195/Q381,2,6
DEH1,LH198/3IIH6,1,6
DEH1,LH198/3IIH6,2,6
DEH1,LH198/LH123HT,1,6
DEH1,LH198/LH123HT,2,6
DEH1,LH198/LH185,1,6
DEH1,LH198/LH185,2,6
DEH1,LH198/LH38,1,6
DEH1,LH198/LH38,2,6
DEH1,LH198/LH51,1,6
DEH1,LH198/LH51,2,6
DEH1,LH198/LH82,1,6
DEH1,LH198/LH82,2,6
DEH1,LH198/PHG29,1,6
DEH1,LH198/PHG29,2,6
DEH1,LH198/PHG47,1,6
DEH1,LH198/PHG47,2,6
DEH1,LH198/PHG83,1,6
DEH1,LH198/PHG83,2,6
DEH1,LH198/PHK56,1,6
DEH1,LH198/PHK56,2,6
DEH1,LH198/PHK76,1,6
DEH1,LH198/PHK76,2,6
DEH1,LH198/PHN82,1,6
DEH1,LH198/PHN82,2,6
DEH1,LH198/PHR55,1,6
DEH1,LH198/PHR55,2,6
DEH1,LH198/PHW30,1,6
DEH1,LH198/PHW30,2,6
DEH1,LH198/PHZ51,1,12
DEH1,LH198/PHZ51,2,12
DEH1,LH198/Q381,1,6
DEH1,LH198/Q381,2,6
DEH1,LH205/3IIH6,1,6
DEH1,LH205/3IIH6,2,6
DEH1,LH209/3IIH6,1,6
DEH1,LH209/3IIH6,2,6
