stat_id,city,lat,lon,year,month,planted,harvested,plant_ht,ear_ht,test_wt,plot_wt,yield,temp_min,dew_min,humid_min,solar_min,rain_min,wind_spd_min,wind_dir_min,wind_gust_min,temp_max,dew_max,humid_max,solar_max,rain_max,wind_spd_max,wind_dir_max,wind_gust_max,temp_mean,dew_mean,humid_mean,solar_mean,rain_mean,wind_spd_mean,wind_dir_mean,wind_gust_mean,temp_median,dew_median,humid_median,solar_median,rain_median,wind_spd_median,wind_dir_median,wind_gust_median
1828,4912,4912,4912,1828,1828,67446,67446,1104,1059,19525,1665,1467,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828,7996,1828,8032,5468,4936,4936,7530,1828,7996,1828,8032,5468,4936,4936,7530
