#TIME Node0_NumHit Node1_NumHit Node0_NumMiss Node1_NumMiss Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1518730650 23382858 23494656 1774780 95631 23382440 23489603 1775198 100684 92339.62 90492.54 4625.85 7811.46
1518730661 23382921 23494665 1774780 95631 23382503 23489612 1775198 100684 92337.46 90492.55 4627.99 7811.45
1518730671 23382982 23494675 1774780 95631 23382564 23489621 1775198 100684 92339.53 90492.58 4625.89 7811.42
1518730681 23383040 23494685 1774780 95631 23382623 23489632 1775198 100684 92338.42 90492.57 4627.61 7811.96
1518730691 23383101 23494695 1774780 95631 23382683 23489642 1775198 100684 92339.95 90492.24 4626.03 7811.76
1518730701 23383163 23498253 1774780 95631 23382746 23493200 1775198 100684 92339.14 80932.89 4625.31 17269.72
1518730711 23383223 23498313 1774780 95631 23382806 23493260 1775198 100684 92338.25 78186.27 4627.77 20117.73
1518730721 23383285 23498324 1774780 95631 23382867 23493271 1775198 100684 92337.86 78185.91 4627.11 20118.09
1518730732 23383345 23498333 1774780 95631 23382928 23493280 1775198 100684 92338.89 78186.10 4626.05 20117.90
1518730742 23383410 23498343 1774780 95631 23382992 23493290 1775198 100684 92338.85 78186.78 4626.64 20117.82
1518730752 23383469 23498352 1774780 95631 23383052 23493299 1775198 100684 92340.81 78185.59 4625.14 20118.41
1518730762 23383531 23498362 1774780 95631 23383113 23493309 1775198 100684 92340.39 78185.62 4625.62 20118.38
1518730772 23383590 23503006 1774780 95631 23383172 23497953 1775198 100684 92342.17 79700.71 4622.82 18607.29
1518730782 23383647 23503044 1774780 95631 23383230 23497991 1775198 100684 92339.86 73598.54 4625.12 24705.97
1518730793 23383709 23503053 1774780 95631 23383291 23498000 1775198 100684 92340.08 73598.46 4625.37 24705.54
1518730803 23383769 23503063 1774780 95631 23383351 23498010 1775198 100684 92337.84 73599.23 4627.45 24705.37
1518730813 23383832 23503072 1774780 95631 23383415 23498019 1775198 100684 92339.27 73598.51 4626.37 24705.49
1518730823 23383891 23503082 1774780 95631 23383473 23498029 1775198 100684 92337.82 73599.16 4627.12 24704.84
1518730833 23383949 23503092 1774780 95631 23383532 23498039 1775198 100684 92339.49 73599.21 4625.97 24704.79
1518730843 23384012 23503102 1774780 95631 23383594 23498049 1775198 100684 92336.72 73599.32 4628.90 24704.68
1518730853 23384071 23503144 1774780 95631 23383653 23498091 1775198 100684 92338.86 79139.46 4627.11 19172.05
1518730864 23384133 23503196 1774780 95631 23383715 23498143 1775198 100684 92338.22 73599.37 4627.21 24704.63
1518730874 23384195 23503206 1774780 95631 23383777 23498153 1775198 100684 92338.48 73599.28 4626.98 24704.72
1518730884 23384253 23503215 1774780 95631 23383835 23498162 1775198 100684 92337.02 73599.44 4629.49 24704.56
1518730894 23384313 23503225 1774780 95631 23383896 23498172 1775198 100684 92338.46 73599.69 4626.66 24704.31
1518730904 23384374 23503234 1774780 95631 23383957 23498181 1775198 100684 92338.14 73599.44 4627.36 24705.16
1518730914 23384434 23503243 1774780 95631 23384016 23498190 1775198 100684 92341.83 73598.75 4623.11 24705.25
1518730924 23384496 23503252 1774780 95631 23384078 23498199 1775198 100684 92338.78 73599.58 4626.16 24705.02
1518730935 23384558 23503261 1774780 95631 23384141 23498208 1775198 100684 92339.48 73598.76 4625.01 24705.24
1518730945 23384620 23503271 1774780 95631 23384202 23498218 1775198 100684 92340.84 73599.26 4625.18 24704.74
1518730955 23384679 23503310 1774780 95631 23384261 23498257 1775198 100684 92339.59 79426.70 4625.83 18885.30
1518730965 23384741 23503361 1774780 95631 23384323 23498308 1775198 100684 92339.01 73598.65 4626.40 24705.35
1518730975 23384801 23503371 1774780 95631 23384384 23498318 1775198 100684 92340.26 73599.03 4625.75 24704.97
1518730985 23384861 23503380 1774780 95631 23384443 23498327 1775198 100684 92337.27 73598.57 4627.17 24705.43
1518730995 23384923 23503390 1774780 95631 23384505 23498337 1775198 100684 92338.11 73598.93 4626.89 24705.07
1518731006 23384982 23503399 1774780 95631 23384565 23498346 1775198 100684 92336.05 73598.70 4628.89 24705.30
1518731016 23385043 23503410 1774780 95631 23384626 23498357 1775198 100684 92337.97 73598.84 4628.08 24705.16
1518731026 23385101 23503420 1774780 95631 23384683 23498367 1775198 100684 92336.84 73599.19 4628.09 24705.41
1518731036 23385161 23503429 1774780 95631 23384744 23498376 1775198 100684 92338.70 73598.84 4626.80 24705.16
1518731046 23385226 23503438 1774780 95631 23384809 23498385 1775198 100684 92338.85 73598.70 4625.59 24705.30
1518731056 23385289 23503447 1774780 95631 23384871 23498394 1775198 100684 92337.78 73598.82 4627.73 24705.18
1518731067 23385350 23503456 1774780 95631 23384933 23498403 1775198 100684 92337.29 73599.24 4627.17 24704.76
1518731077 23385410 23503465 1774780 95631 23384992 23498412 1775198 100684 92337.56 73599.13 4628.62 24704.49
1518731087 23385472 23503475 1774780 95631 23385054 23498422 1775198 100684 92337.22 73599.24 4627.77 24704.76
1518731097 23385533 23503485 1774780 95631 23385115 23498432 1775198 100684 92338.10 73599.48 4627.39 24704.52
1518731107 23385597 23503495 1774780 95631 23385180 23498442 1775198 100684 92337.59 73599.38 4628.50 24704.62
1518731117 23385657 23503505 1774780 95631 23385239 23498451 1775198 100684 92339.00 73600.08 4627.07 24704.53
1518731127 23385719 23503514 1774780 95631 23385301 23498461 1775198 100684 92338.44 73599.38 4628.17 24704.12
1518731138 23385778 23503525 1774780 95631 23385360 23498472 1775198 100684 92336.33 73599.67 4628.68 24704.33
1518731148 23385838 23503536 1774780 95631 23385420 23498483 1775198 100684 92338.88 73600.46 4627.16 24704.14
1518731158 23385899 23503545 1774780 95631 23385481 23498492 1775198 100684 92337.09 73599.61 4628.42 24704.39
1518731168 23385961 23503555 1774780 95631 23385543 23498502 1775198 100684 92338.21 73599.92 4627.29 24704.08
1518731178 23386021 23503617 1774780 95631 23385604 23498564 1775198 100684 92336.34 75037.66 4629.10 23270.34
1518731189 23386082 23503649 1774780 95631 23385664 23498596 1775198 100684 92337.25 76680.99 4628.34 21623.01
1518731199 23386143 23503657 1774780 95631 23385725 23498604 1775198 100684 92338.53 76681.39 4626.96 21622.61
1518731209 23386205 23503666 1774780 95631 23385787 23498613 1775198 100684 92338.44 76681.39 4626.49 21622.61
1518731219 23386266 23503674 1774780 95631 23385848 23498621 1775198 100684 92336.98 76681.14 4629.58 21622.86
1518731229 23386328 23503685 1774780 95631 23385910 23498632 1775198 100684 92338.28 76680.55 4628.20 21623.45
1518731239 23386388 23503694 1774780 95631 23385970 23498641 1775198 100684 92337.57 76680.43 4627.97 21623.57
1518731250 23386449 23503704 1774780 95631 23386031 23498651 1775198 100684 92336.41 76681.04 4629.62 21622.96
1518731260 23386509 23503714 1774780 95631 23386091 23498661 1775198 100684 92338.22 76681.64 4628.31 21622.96
1518731270 23386569 23503724 1774780 95631 23386151 23498671 1775198 100684 92336.05 76680.80 4629.47 21623.20
1518731281 23386634 23503733 1774780 95631 23386217 23498680 1775198 100684 92337.41 76680.93 4628.07 21623.58
1518731291 23386695 23503744 1774780 95631 23386277 23498691 1775198 100684 92337.35 76681.28 4627.57 21623.32
1518731301 23386757 23503752 1774780 95631 23386339 23498699 1775198 100684 92337.46 76680.70 4628.07 21623.30
1518731311 23386817 23503762 1774780 95631 23386400 23498708 1775198 100684 92337.75 76681.03 4627.30 21622.97
1518731321 23386877 23503772 1774780 95631 23386459 23498719 1775198 100684 92338.92 76681.02 4626.05 21622.98
1518731332 23386939 23503783 1774780 95631 23386521 23498730 1775198 100684 92338.27 76680.78 4628.17 21623.22
1518731342 23387000 23503791 1774780 95631 23386582 23498738 1775198 100684 92336.87 76680.79 4628.15 21623.21
1518731352 23387061 23503800 1774780 95631 23386643 23498747 1775198 100684 92337.78 76681.00 4627.25 21623.00
1518731362 23387122 23503809 1774780 95631 23386704 23498756 1775198 100684 92338.39 76680.30 4627.60 21623.70
1518731372 23387183 23503819 1774780 95631 23386766 23498766 1775198 100684 92337.60 76680.67 4627.98 21623.33
1518731383 23387245 23503862 1774780 95631 23386828 23498809 1775198 100684 92335.52 78819.11 4629.52 19492.89
1518731393 23387305 23503910 1774780 95631 23386887 23498857 1775198 100684 92338.49 73599.91 4628.01 24704.09
1518731403 23387368 23503918 1774780 95631 23386951 23498865 1775198 100684 92337.77 73600.26 4628.84 24703.74
1518731413 23387429 23503927 1774780 95631 23387011 23498874 1775198 100684 92337.04 73600.01 4628.55 24703.99
1518731423 23387492 23503936 1774780 95631 23387074 23498883 1775198 100684 92336.79 73600.77 4629.45 24703.83
1518731434 23387552 23503947 1774780 95631 23387134 23498894 1775198 100684 92337.09 73600.37 4628.92 24703.63
1518731444 23387613 23503956 1774780 95631 23387195 23498903 1775198 100684 92337.20 73600.57 4629.39 24703.43
