RecId,Field-Location,State,Source,Pedigree,Replicate,Plot,Plot length [field],Row Spacing,Plot,Range,Pass,Date Planted,Date Harvested,Anthesis [days],Silking [days],Stand Early [plants],Stand Late [plants],Stand Count [plants],Pollen DAP,Silk DAP,Plant Height [cm],Ear Height [cm],Root Lodging [plants],Stalk lodging [plants],Plot Discarded,Comments
2614911,DEI1,DE,WISN14/23154,LH198,2,30,12,30,,17,62,6/17/2015,10/21/2015,8/12/2015,8/14/2015,15,,13,56,58,180,77,0,0,,
2614914,DEI1,DE,WISN14/21006,Mo17,2,31,12,30,,17,63,6/17/2015,10/21/2015,8/12/2015,8/14/2015,17,,11,56,58,182,90,0,0,,
2614898,DEI1,DE,WISN14/13903,2369,2,32,12,30,,17,64,6/17/2015,10/21/2015,8/12/2015,8/15/2015,13,,13,56,59,179,80,0,0,,
2746506,GAI1,GA,WISN14/20823,B14,1,1,20,36,1,20,3,4/22/2015,,6/22/2015,6/29/2015,,,18,61,68,150,30,0,0,,
2746525,GAI1,GA,WISN14/14018,PHG83,1,2,20,36,2,20,4,4/22/2015,,6/22/2015,6/22/2015,,,23,61,61,135,60,0,0,,
2746516,GAI1,GA,WISN14/13936,LH74,1,3,20,36,3,20,5,4/22/2015,,6/19/2015,6/19/2015,,,21,58,58,130,60,0,0,,
2746513,GAI1,GA,WISN14/13929,LH162,1,4,20,36,4,20,6,4/22/2015,,6/10/2015,6/15/2015,,,23,49,54,90,35,0,3,,
2746523,GAI1,GA,WISN14/21070,PHG39,1,5,20,36,5,20,7,4/22/2015,,6/22/2015,6/24/2015,,,24,61,63,150,70,3,0,,
2746517,GAI1,GA,WISN14/13937,LH82,1,6,20,36,6,20,8,4/22/2015,,6/19/2015,6/19/2015,,,4,58,58,90,30,0,0,,
2746529,GAI1,GA,WISN14/13961,PHW52,1,7,20,36,7,20,9,4/22/2015,,6/19/2015,6/24/2015,,,23,58,63,110,40,0,0,,
2746508,GAI1,GA,WISN14/20830,B73,1,8,20,36,8,20,10,4/22/2015,,6/19/2015,6/22/2015,,,22,58,61,145,50,0,0,,
2746518,GAI1,GA,WISN14/21006,Mo17,1,9,20,36,9,20,11,4/22/2015,,6/19/2015,6/24/2015,,,21,58,63,170,70,0,0,,
2746514,GAI1,GA,WISN14/13931,LH195,1,10,20,36,10,20,12,4/22/2015,,6/22/2015,6/22/2015,,,25,61,61,140,50,0,0,,
2746502,GAI1,GA,WISN14/13903,2369,1,11,20,36,11,20,13,4/22/2015,,6/19/2015,6/22/2015,,,23,58,61,165,90,0,0,,
2746515,GAI1,GA,WISN14/23154,LH198,1,12,20,36,12,20,14,4/22/2015,,6/19/2015,6/19/2015,,,22,58,58,175,90,0,0,,
2746531,GAI1,GA,WISN14/13968,W117HT,1,13,20,36,13,20,15,4/22/2015,,6/12/2015,6/15/2015,,,21,51,54,120,40,0,0,,
2746521,GAI1,GA,WISN14/13946,PHB47,1,14,20,36,14,20,16,4/22/2015,,6/17/2015,6/17/2015,,,22,56,56,140,60,0,0,,
2746510,GAI1,GA,WISN14/13921,CM105,1,15,20,36,15,20,17,4/22/2015,,6/12/2015,6/15/2015,,,18,51,54,115,55,0,0,,
2746522,GAI1,GA,WISN14/13949,PHG35,1,16,20,36,16,20,18,4/22/2015,,6/19/2015,6/22/2015,,,23,58,61,130,60,0,0,,
2746512,GAI1,GA,WISN14/20902,LH145,1,17,20,36,17,21,18,4/22/2015,,6/15/2015,6/19/2015,,,23,54,58,150,50,0,0,,
2746511,GAI1,GA,WISN14/13923,LH123HT,1,18,20,36,18,21,17,4/22/2015,,6/24/2015,6/24/2015,,,25,63,63,175,80,0,0,,
2746501,GAI1,GA,WISN14/13901,740,1,19,20,36,19,21,16,4/22/2015,,6/22/2015,6/24/2015,,,16,61,63,145,65,0,0,,
2746519,GAI1,GA,WISN14/13942,PB80,1,20,20,36,20,21,15,4/22/2015,,6/17/2015,6/19/2015,,,25,56,58,145,60,0,0,,
2746505,GAI1,GA,WISN14/20818,A634,1,21,20,36,21,21,14,4/22/2015,,6/17/2015,6/19/2015,,,23,56,58,120,60,0,1,,
2746530,GAI1,GA,WISN14/13965,PHZ51,1,22,20,36,22,21,13,4/22/2015,,6/22/2015,6/24/2015,,,23,61,63,145,55,0,0,,
2746504,GAI1,GA,WISN14/13909,A632,1,23,20,36,23,21,12,4/22/2015,,6/19/2015,6/22/2015,,,24,58,61,145,70,0,0,,
2746527,GAI1,GA,WISN14/13957,PHN82,1,24,20,36,24,21,11,4/22/2015,,6/19/2015,6/19/2015,,,24,58,58,135,60,0,0,,
2746520,GAI1,GA,WISN14/13944,PH207,1,25,20,36,25,21,10,4/22/2015,,6/12/2015,6/15/2015,,,21,51,54,105,45,0,2,,
2746507,GAI1,GA,WISN14/13914,B37,1,26,20,36,26,21,9,4/22/2015,,6/22/2015,6/24/2015,,,24,61,63,110,45,0,0,,
2746524,GAI1,GA,WISN14/13954,PHG47,1,27,20,36,27,21,8,4/22/2015,,6/17/2015,6/17/2015,,,11,56,56,100,25,0,0,,
2746526,GAI1,GA,WISN14/21129,PHJ40,1,28,20,36,28,21,7,4/22/2015,,6/15/2015,6/26/2015,,,22,54,65,70,25,0,0,,
2746528,GAI1,GA,WISN14/13960,PHV63,1,29,20,36,29,21,6,4/22/2015,,6/22/2015,6/26/2015,,,23,61,65,100,25,0,0,,
2746532,GAI1,GA,WISN14/13969,Wf9,1,30,20,36,30,21,5,4/22/2015,,6/15/2015,6/17/2015,,,23,54,56,135,45,0,1,,
2746509,GAI1,GA,WISN14/13919,C103,1,31,20,36,31,21,4,4/22/2015,,6/24/2015,6/24/2015,,,19,63,63,130,60,0,0,,
2746503,GAI1,GA,WISN14/13907,A619,1,32,20,36,32,21,3,4/22/2015,,6/19/2015,7/1/2015,,,23,58,70,85,15,0,2,,
2746554,GAI1,GA,WISN14/13949,PHG35,2,1,20,36,1,22,3,4/22/2015,,6/24/2015,6/26/2015,,,19,63,65,105,40,0,0,,
2746534,GAI1,GA,WISN14/13903,2369,2,2,20,36,2,22,4,4/22/2015,,6/24/2015,6/24/2015,,,22,63,63,130,60,0,0,,
2746543,GAI1,GA,WISN14/13923,LH123HT,2,3,20,36,3,22,5,4/22/2015,,6/24/2015,6/24/2015,,,24,63,63,145,60,0,0,,
2746552,GAI1,GA,WISN14/13944,PH207,2,4,20,36,4,22,6,4/22/2015,,6/12/2015,6/15/2015,,,23,51,54,95,35,0,0,,
2746538,GAI1,GA,WISN14/20823,B14,2,5,20,36,5,22,7,4/22/2015,,6/22/2015,7/1/2015,,,22,61,70,115,40,0,0,,
2746563,GAI1,GA,WISN14/13968,W117HT,2,6,20,36,6,22,8,4/22/2015,,6/15/2015,6/17/2015,,,18,54,56,85,30,0,0,,
2746539,GAI1,GA,WISN14/13914,B37,2,7,20,36,7,22,9,4/22/2015,,6/19/2015,6/26/2015,,,20,58,65,115,45,0,0,,
2746536,GAI1,GA,WISN14/13909,A632,2,8,20,36,8,22,10,4/22/2015,,6/19/2015,6/24/2015,,,23,58,63,120,60,1,0,,
2746550,GAI1,GA,WISN14/21006,Mo17,2,9,20,36,9,22,11,4/22/2015,,6/17/2015,6/24/2015,,,24,56,63,125,45,1,0,,
2746548,GAI1,GA,WISN14/13936,LH74,2,10,20,36,10,22,12,4/22/2015,,6/17/2015,6/19/2015,,,18,56,58,120,40,0,0,,
2746551,GAI1,GA,WISN14/13942,PB80,2,11,20,36,11,22,13,4/22/2015,,6/22/2015,6/22/2015,,,24,61,61,120,45,0,0,,
2746544,GAI1,GA,WISN14/20902,LH145,2,12,20,36,12,22,14,4/22/2015,,6/15/2015,6/19/2015,,,18,54,58,140,35,0,0,,
2746542,GAI1,GA,WISN14/13921,CM105,2,13,20,36,13,22,15,4/22/2015,,6/10/2015,6/15/2015,,,21,49,54,115,45,0,0,,
2746541,GAI1,GA,WISN14/13919,C103,2,14,20,36,14,22,16,4/22/2015,,6/22/2015,6/26/2015,,,18,61,65,130,60,0,0,,
2746540,GAI1,GA,WISN14/20830,B73,2,15,20,36,15,22,17,4/22/2015,,6/22/2015,6/24/2015,,,23,61,63,135,50,0,0,,
2746562,GAI1,GA,WISN14/13965,PHZ51,2,16,20,36,16,22,18,4/22/2015,,6/19/2015,6/24/2015,,,20,58,63,130,40,0,0,,
2746558,GAI1,GA,WISN14/21129,PHJ40,2,17,20,36,17,23,18,4/22/2015,,6/12/2015,6/15/2015,,,24,51,54,105,50,0,0,,
2746556,GAI1,GA,WISN14/13954,PHG47,2,18,20,36,18,23,17,4/22/2015,,6/17/2015,6/17/2015,,,23,56,56,95,25,0,0,,
2746533,GAI1,GA,WISN14/13901,740,2,19,20,36,19,23,16,4/22/2015,,6/19/2015,6/22/2015,,,22,58,61,125,60,0,1,,
2746546,GAI1,GA,WISN14/13931,LH195,2,20,20,36,20,23,15,4/22/2015,,6/22/2015,6/24/2015,,,24,61,63,100,45,0,0,,
2746545,GAI1,GA,WISN14/13929,LH162,2,21,20,36,21,23,14,4/22/2015,,6/10/2015,6/15/2015,,,23,49,54,100,30,0,5,,
2746557,GAI1,GA,WISN14/14018,PHG83,2,22,20,36,22,23,13,4/22/2015,,6/19/2015,6/24/2015,,,24,58,63,135,50,0,0,,
2746561,GAI1,GA,WISN14/13961,PHW52,2,23,20,36,23,23,12,4/22/2015,,6/17/2015,6/24/2015,,,23,56,63,130,50,0,0,,
2746559,GAI1,GA,WISN14/13957,PHN82,2,24,20,36,24,23,11,4/22/2015,,6/17/2015,6/19/2015,,,22,56,58,110,45,0,0,,
2746549,GAI1,GA,WISN14/13937,LH82,2,25,20,36,25,23,10,4/22/2015,,6/15/2015,6/15/2015,,,23,54,54,100,40,0,4,,
2746537,GAI1,GA,WISN14/20818,A634,2,26,20,36,26,23,9,4/22/2015,,6/17/2015,6/22/2015,,,25,56,61,110,45,0,0,,
2746560,GAI1,GA,WISN14/13960,PHV63,2,27,20,36,27,23,8,4/22/2015,,6/26/2015,6/29/2015,,,11,65,68,85,28,0,0,,
2746547,GAI1,GA,WISN14/23154,LH198,2,28,20,36,28,23,7,4/22/2015,,6/24/2015,6/29/2015,,,21,63,68,125,50,0,0,,
2746553,GAI1,GA,WISN14/13946,PHB47,2,29,20,36,29,23,6,4/22/2015,,6/17/2015,6/19/2015,,,23,56,58,120,45,0,0,,
2746564,GAI1,GA,WISN14/13969,Wf9,2,30,20,36,30,23,5,4/22/2015,,6/15/2015,6/17/2015,,,25,54,56,125,40,0,0,,
2746535,GAI1,GA,WISN14/13907,A619,2,31,20,36,31,23,4,4/22/2015,,6/17/2015,6/24/2015,,,21,56,63,95,22,0,0,,
2746555,GAI1,GA,WISN14/21070,PHG39,2,32,20,36,32,23,3,4/22/2015,,6/24/2015,6/29/2015,,,22,63,68,105,55,3,0,,
2614957,IAI1,IA,WISN14/13962,PHW52,1,1,12.5,30,,39,15,5/13/2015,9/30/2015,7/26/2015,7/27/2015,25,25,14,74,75,169,68,0,0,,Plot_6301
2614950,IAI1,IA,WISN14/13950,PHG35,1,2,12.5,30,,39,16,5/13/2015,9/30/2015,7/31/2015,7/31/2015,16,16,14,79,79,158,87,0,0,,Plot_6302
2614949,IAI1,IA,WISN14/13946,PHB47,1,3,12.5,30,,39,17,5/13/2015,9/30/2015,7/25/2015,7/23/2015,23,23,14,73,71,187,75,0,1,,Plot_6303
2614959,IAI1,IA,WISN14/13968,W117HT,1,4,12.5,30,,39,18,5/13/2015,9/30/2015,7/15/2015,7/15/2015,19,19,14,63,63,140,56,0,0,,Plot_6304
2614944,IAI1,IA,WISN14/13936,LH74,1,5,12.5,30,,39,19,5/13/2015,9/30/2015,7/27/2015,7/25/2015,20,20,14,75,73,158,79,0,1,,Plot_6305
2614954,IAI1,IA,WISN14/21129,PHJ40,1,6,12.5,30,,39,20,5/13/2015,9/30/2015,7/26/2015,7/24/2015,23,23,14,74,72,198,103,0,0,,Plot_6306
2614939,IAI1,IA,WISN14/13922,LH123HT,1,7,12.5,30,,39,21,5/13/2015,9/30/2015,7/31/2015,7/30/2015,19,19,14,79,78,224,128,0,0,,Plot_6307
2614942,IAI1,IA,WISN14/13931,LH195,1,8,12.5,30,,39,22,5/13/2015,9/30/2015,7/29/2015,7/27/2015,21,21,14,77,75,162,73,0,0,,Plot_6308
2614955,IAI1,IA,WISN14/13958,PHN82,1,9,12.5,30,,39,23,5/13/2015,9/30/2015,7/15/2015,7/15/2015,24,24,14,63,63,166,82,0,0,,Plot_6309
2614952,IAI1,IA,WISN14/13954,PHG47,1,10,12.5,30,,39,24,5/13/2015,9/30/2015,7/22/2015,7/21/2015,25,25,14,70,69,122,44,0,1,,Plot_6310
2614947,IAI1,IA,WISN14/13942,PB80,1,11,12.5,30,,39,25,5/13/2015,9/30/2015,7/26/2015,7/25/2015,23,23,14,74,73,191,99,0,0,,Plot_6311
2614938,IAI1,IA,WISN14/13921,CM105,1,12,12.5,30,,39,26,5/13/2015,9/30/2015,7/18/2015,7/17/2015,24,24,14,66,65,159,60,0,5,,Plot_6312
2614958,IAI1,IA,WISN14/13965,PHZ51,1,13,12.5,30,,39,27,5/13/2015,9/30/2015,7/26/2015,7/27/2015,25,25,14,74,75,205,93,0,0,,Plot_6313
2614956,IAI1,IA,WISN14/13960,PHV63,1,14,12.5,30,,39,28,5/13/2015,9/30/2015,7/29/2015,7/30/2015,24,24,14,77,78,174,72,0,0,,Plot_6314
2614951,IAI1,IA,WISN14/21070,PHG39,1,15,12.5,30,,39,29,5/13/2015,9/30/2015,7/30/2015,7/31/2015,25,25,14,78,79,205,115,0,0,,Plot_6315
2614929,IAI1,IA,WISN14/13901,740,1,16,12.5,30,,39,30,5/13/2015,9/30/2015,7/28/2015,7/29/2015,25,25,14,76,77,181,103,0,0,,Plot_6316
2614935,IAI1,IA,WISN14/13914,B37,1,17,12.5,30,,39,31,5/13/2015,9/30/2015,7/28/2015,7/30/2015,19,19,14,76,78,206,95,0,0,,Plot_6317
2614936,IAI1,IA,WISN14/20830,B73,1,18,12.5,30,,39,32,5/13/2015,9/30/2015,7/27/2015,7/27/2015,24,24,14,75,75,206,109,0,0,,Plot_6318
2614934,IAI1,IA,WISN14/20823,B14,1,19,12.5,30,,39,33,5/13/2015,9/30/2015,7/27/2015,7/29/2015,22,22,14,75,77,207,120,0,1,,Plot_6319
2614932,IAI1,IA,WISN14/13909,A632,1,20,12.5,30,,39,34,5/13/2015,9/30/2015,7/25/2015,7/26/2015,24,24,14,73,74,204,90,0,1,,Plot_6320
2614937,IAI1,IA,WISN14/13919,C103,1,21,12.5,30,,39,35,5/13/2015,9/30/2015,7/26/2015,7/29/2015,21,21,14,74,77,190,84,0,0,,Plot_6321
2614953,IAI1,IA,WISN14/14018,PHG83,1,22,12.5,30,,39,36,5/13/2015,9/30/2015,7/25/2015,7/27/2015,24,24,14,73,75,182,72,0,0,,Plot_6322
2614946,IAI1,IA,WISN14/21006,Mo17,1,23,12.5,30,,39,37,5/13/2015,9/30/2015,7/28/2015,7/30/2015,23,23,14,76,78,200,95,0,1,,Plot_6323
2614941,IAI1,IA,WISN14/13929,LH162,1,24,12.5,30,,39,38,5/13/2015,9/30/2015,7/17/2015,7/18/2015,23,23,14,65,66,151,65,0,1,,Plot_6324
2614933,IAI1,IA,WISN14/20818,A634,1,25,12.5,30,,39,39,5/13/2015,9/30/2015,7/24/2015,7/25/2015,25,25,14,72,73,175,90,0,9,,Plot_6325
2614930,IAI1,IA,WISN14/13903,2369,1,26,12.5,30,,39,40,5/13/2015,9/30/2015,7/29/2015,7/28/2015,19,19,14,77,76,199,115,1,0,,Plot_6326
2614945,IAI1,IA,WISN14/13937,LH82,1,27,12.5,30,,39,41,5/13/2015,9/30/2015,7/23/2015,7/22/2015,23,23,14,71,70,163,71,0,2,,Plot_6327
2614948,IAI1,IA,WISN14/13944,PH207,1,28,12.5,30,,39,42,5/13/2015,9/30/2015,7/20/2015,7/22/2015,22,22,14,68,70,170,62,0,0,,Plot_6328
2614931,IAI1,IA,WISN14/13907,A619,1,29,12.5,30,,39,43,5/13/2015,9/30/2015,7/21/2015,7/22/2015,25,25,14,69,70,147,49,0,5,,Plot_6329
2614940,IAI1,IA,WISN14/20902,LH145,1,30,12.5,30,,39,44,5/13/2015,9/30/2015,7/21/2015,7/22/2015,19,19,11,69,70,200,80,1,0,,Plot_6330
2614960,IAI1,IA,WISN14/13969,Wf9,1,31,12.5,30,,39,45,5/13/2015,9/30/2015,7/25/2015,7/25/2015,25,25,14,73,73,189,76,1,2,,Plot_6331
2614943,IAI1,IA,WISN14/13932,LH198,1,32,12.5,30,,39,46,5/13/2015,9/30/2015,7/25/2015,7/26/2015,25,25,14,73,74,171,79,0,3,,Plot_6332
2614976,IAI1,IA,WISN14/13936,LH74,2,1,12.5,30,,40,46,5/13/2015,9/30/2015,7/26/2015,7/25/2015,20,20,14,74,73,165,79,0,0,,Plot_6333
2614991,IAI1,IA,WISN14/13968,W117HT,2,2,12.5,30,,40,45,5/13/2015,9/30/2015,7/15/2015,7/17/2015,20,20,12,63,65,119,53,0,0,,Plot_6334
2614971,IAI1,IA,WISN14/13922,LH123HT,2,3,12.5,30,,40,44,5/13/2015,9/30/2015,7/31/2015,7/30/2015,25,25,14,79,78,223,117,0,0,,Plot_6335
2614964,IAI1,IA,WISN14/13909,A632,2,4,12.5,30,,40,43,5/13/2015,9/30/2015,7/26/2015,7/26/2015,25,25,14,74,74,188,101,0,5,,Plot_6336
2614988,IAI1,IA,WISN14/13960,PHV63,2,5,12.5,30,,40,42,5/13/2015,9/30/2015,7/29/2015,7/31/2015,24,24,14,77,79,185,86,0,0,,Plot_6337
2614983,IAI1,IA,WISN14/21070,PHG39,2,6,12.5,30,,40,41,5/13/2015,9/30/2015,7/30/2015,8/1/2015,25,25,14,78,80,204,109,0,0,,Plot_6338
2614986,IAI1,IA,WISN14/21129,PHJ40,2,7,12.5,30,,40,40,5/13/2015,9/30/2015,7/26/2015,7/26/2015,24,24,13,74,74,209,100,0,0,,Plot_6339
2614989,IAI1,IA,WISN14/13962,PHW52,2,8,12.5,30,,40,39,5/13/2015,9/30/2015,7/26/2015,7/27/2015,20,20,13,74,75,175,75,0,0,,Plot_6340
2614990,IAI1,IA,WISN14/13965,PHZ51,2,9,12.5,30,,40,38,5/13/2015,9/30/2015,7/26/2015,7/26/2015,21,21,13,74,74,181,87,0,0,,Plot_6341
2614962,IAI1,IA,WISN14/13903,2369,2,10,12.5,30,,40,37,5/13/2015,9/30/2015,7/27/2015,7/26/2015,24,24,13,75,74,212,109,0,0,,Plot_6342
2614968,IAI1,IA,WISN14/20830,B73,2,11,12.5,30,,40,36,5/13/2015,9/30/2015,7/27/2015,7/27/2015,22,22,13,75,75,214,115,0,0,,Plot_6343
2614961,IAI1,IA,WISN14/13901,740,2,12,12.5,30,,40,35,5/13/2015,9/30/2015,7/28/2015,7/29/2015,24,24,14,76,77,186,105,0,4,,Plot_6344
2614978,IAI1,IA,WISN14/21006,Mo17,2,13,12.5,30,,40,34,5/13/2015,9/30/2015,7/28/2015,7/29/2015,24,24,14,76,77,205,101,0,0,,Plot_6345
2614970,IAI1,IA,WISN14/13921,CM105,2,14,12.5,30,,40,33,5/13/2015,9/30/2015,7/18/2015,7/19/2015,23,23,16,66,67,157,75,0,3,,Plot_6346
2614974,IAI1,IA,WISN14/13931,LH195,2,15,12.5,30,,40,32,5/13/2015,9/30/2015,7/29/2015,7/28/2015,25,25,14,77,76,151,70,0,3,,Plot_6347
2614982,IAI1,IA,WISN14/13950,PHG35,2,16,12.5,30,,40,31,5/13/2015,9/30/2015,7/29/2015,7/29/2015,11,11,10,77,77,163,80,0,0,,Plot_6348
2614979,IAI1,IA,WISN14/13942,PB80,2,17,12.5,30,,40,30,5/13/2015,9/30/2015,7/26/2015,7/25/2015,20,20,12,74,73,183,100,0,0,,Plot_6349
2614987,IAI1,IA,WISN14/13958,PHN82,2,18,12.5,30,,40,29,5/13/2015,9/30/2015,7/15/2015,7/15/2015,24,24,12,63,63,170,87,0,0,,Plot_6350
2614965,IAI1,IA,WISN14/20818,A634,2,19,12.5,30,,40,28,5/13/2015,9/30/2015,7/23/2015,7/24/2015,22,22,12,71,72,166,86,0,7,,Plot_6351
2614977,IAI1,IA,WISN14/13937,LH82,2,20,12.5,30,,40,27,5/13/2015,9/30/2015,7/23/2015,7/21/2015,23,23,13,71,69,170,75,0,0,,Plot_6352
2614975,IAI1,IA,WISN14/13932,LH198,2,21,12.5,30,,40,26,5/13/2015,9/30/2015,7/25/2015,7/26/2015,20,20,14,73,74,179,77,0,1,,Plot_6353
2614992,IAI1,IA,WISN14/13969,Wf9,2,22,12.5,30,,40,25,5/13/2015,9/30/2015,7/20/2015,7/26/2015,24,24,14,68,74,191,98,2,2,,Plot_6354
2614980,IAI1,IA,WISN14/13944,PH207,2,23,12.5,30,,40,24,5/13/2015,9/30/2015,7/20/2015,7/21/2015,23,23,14,68,69,170,78,0,0,,Plot_6355
2614985,IAI1,IA,WISN14/14018,PHG83,2,24,12.5,30,,40,23,5/13/2015,9/30/2015,7/25/2015,7/27/2015,24,24,14,73,75,167,69,0,0,,Plot_6356
2614967,IAI1,IA,WISN14/13914,B37,2,25,12.5,30,,40,22,5/13/2015,9/30/2015,7/27/2015,7/30/2015,19,19,14,75,78,185,82,0,0,,Plot_6357
2614984,IAI1,IA,WISN14/13954,PHG47,2,26,12.5,30,,40,21,5/13/2015,9/30/2015,7/21/2015,7/21/2015,24,24,14,69,69,116,35,0,0,,Plot_6358
2614969,IAI1,IA,WISN14/13919,C103,2,27,12.5,30,,40,20,5/13/2015,9/30/2015,7/28/2015,7/31/2015,25,25,14,76,79,176,67,0,0,,Plot_6359
2614966,IAI1,IA,WISN14/20823,B14,2,28,12.5,30,,40,19,5/13/2015,9/30/2015,7/28/2015,7/30/2015,23,23,14,76,78,193,92,0,0,,Plot_6360
2614973,IAI1,IA,WISN14/13929,LH162,2,29,12.5,30,,40,18,5/13/2015,9/30/2015,7/17/2015,7/17/2015,25,25,14,65,65,139,53,0,0,,Plot_6361
2614963,IAI1,IA,WISN14/13907,A619,2,30,12.5,30,,40,17,5/13/2015,9/30/2015,7/21/2015,7/23/2015,25,25,14,69,71,127,30,0,2,,Plot_6362
2614972,IAI1,IA,WISN14/20902,LH145,2,31,12.5,30,,40,16,5/13/2015,9/30/2015,7/21/2015,7/23/2015,22,22,14,69,71,191,82,0,4,,Plot_6363
2614981,IAI1,IA,WISN14/13946,PHB47,2,32,12.5,30,,40,15,5/13/2015,9/30/2015,7/24/2015,7/24/2015,25,25,14,72,72,210,85,0,0,,Plot_6364
2615022,IAI2,IA,WISN14/13963,PHZ51,1,1,18,30,,2,5,6/9/2015,10/7/2015,8/11/2015,8/13/2015,19,,19,63,65,190,77,0,0,,Plot_6401
2615002,IAI2,IA,WISN14/13921,CM105,1,2,18,30,,2,6,6/9/2015,10/7/2015,8/5/2015,8/6/2015,18,,18,57,58,134,55,0,0,,Plot_6402
2614994,IAI2,IA,WISN14/13903,2369,1,3,18,30,,2,7,6/9/2015,10/7/2015,8/11/2015,8/12/2015,19,,19,63,64,204,108,0,1,,Plot_6403
2615009,IAI2,IA,WISN14/13937,LH82,1,4,18,30,,2,8,6/9/2015,10/7/2015,8/6/2015,8/6/2015,20,,20,58,58,144,63,0,0,,Plot_6404
2615005,IAI2,IA,WISN14/13929,LH162,1,5,18,30,,2,9,6/9/2015,10/7/2015,8/4/2015,8/5/2015,20,,20,56,57,145,65,0,1,,Plot_6405
2615013,IAI2,IA,WISN14/13946,PHB47,1,6,18,30,,2,10,6/9/2015,10/7/2015,8/10/2015,8/9/2015,18,,18,62,61,195,65,0,0,,Plot_6406
2614999,IAI2,IA,WISN14/23145,B37,1,7,18,30,,2,11,6/9/2015,10/7/2015,8/14/2015,8/17/2015,21,,20,66,69,190,86,0,0,,Plot_6407
2615008,IAI2,IA,WISN14/13936,LH74,1,8,18,30,,2,12,6/9/2015,10/7/2015,8/10/2015,8/10/2015,15,,15,62,62,170,80,0,0,,Plot_6408
2614995,IAI2,IA,WISN14/13906,A619,1,9,18,30,,2,13,6/9/2015,10/7/2015,8/6/2015,8/8/2015,18,,18,58,60,146,48,0,0,,Plot_6409
2615010,IAI2,IA,WISN14/21006,Mo17,1,10,18,30,,2,14,6/9/2015,10/7/2015,8/10/2015,8/14/2015,18,,18,62,66,185,80,0,0,,Plot_6410
2615024,IAI2,IA,WISN14/13969,Wf9,1,11,18,30,,2,15,6/9/2015,10/7/2015,8/10/2015,8/10/2015,20,,20,62,62,202,92,4,0,,Plot_6411
2615017,IAI2,IA,WISN14/14018,PHG83,1,12,18,30,,2,16,6/9/2015,10/7/2015,8/11/2015,8/12/2015,20,,20,63,64,172,63,0,0,,Plot_6412
2615004,IAI2,IA,WISN14/20902,LH145,1,13,18,30,,2,17,6/9/2015,10/7/2015,8/7/2015,8/7/2015,17,,17,59,59,170,59,1,0,,Plot_6413
2615019,IAI2,IA,WISN14/13958,PHN82,1,14,18,30,,2,18,6/9/2015,10/7/2015,8/3/2015,8/3/2015,20,,20,55,55,150,65,0,0,,Plot_6414
2614997,IAI2,IA,WISN14/20817,A634,1,15,18,30,,2,19,6/9/2015,10/7/2015,8/8/2015,8/9/2015,17,,17,60,61,165,65,0,8,,Plot_6415
2615003,IAI2,IA,WISN14/13922,LH123HT,1,16,18,30,,2,20,6/9/2015,10/7/2015,8/14/2015,8/13/2015,22,,20,66,65,236,106,1,0,,Plot_6416
2614993,IAI2,IA,WISN14/13901,740,1,17,18,30,,3,20,6/9/2015,10/7/2015,8/13/2015,8/16/2015,18,,18,65,68,176,95,0,0,,Plot_6417
2615011,IAI2,IA,WISN14/13942,PB80,1,18,18,30,,3,19,6/9/2015,10/7/2015,8/10/2015,8/10/2015,21,,19,62,62,164,67,0,0,,Plot_6418
2615001,IAI2,IA,WISN14/13919,C103,1,19,18,30,,3,18,6/9/2015,10/7/2015,8/11/2015,8/14/2015,21,,20,63,66,170,83,0,0,,Plot_6419
2615020,IAI2,IA,WISN14/13960,PHV63,1,20,18,30,,3,17,6/9/2015,10/7/2015,8/14/2015,8/14/2015,20,,20,66,66,160,74,0,0,,Plot_6420
2615012,IAI2,IA,WISN14/13944,PH207,1,21,18,30,,3,16,6/9/2015,10/7/2015,8/6/2015,8/6/2015,17,,17,58,58,150,65,0,0,,Plot_6421
2615000,IAI2,IA,WISN14/20830,B73,1,22,18,30,,3,15,6/9/2015,10/7/2015,8/12/2015,8/12/2015,19,,19,64,64,185,94,0,0,,Plot_6422
2615016,IAI2,IA,WISN14/13954,PHG47,1,23,18,30,,3,14,6/9/2015,10/7/2015,8/9/2015,8/7/2015,20,,20,61,59,116,37,0,0,,Plot_6423
2614996,IAI2,IA,WISN14/13909,A632,1,24,18,30,,3,13,6/9/2015,10/7/2015,8/11/2015,8/12/2015,21,,20,63,64,163,65,0,0,,Plot_6424
2615007,IAI2,IA,WISN14/13932,LH198,1,25,18,30,,3,12,6/9/2015,10/7/2015,8/11/2015,8/11/2015,20,,20,63,63,175,70,0,0,,Plot_6425
2615006,IAI2,IA,WISN14/13931,LH195,1,26,18,30,,3,11,6/9/2015,10/7/2015,8/16/2015,8/15/2015,21,,20,68,67,147,66,0,0,,Plot_6426
2614998,IAI2,IA,WISN14/20823,B14,1,27,18,30,,3,10,6/9/2015,10/7/2015,8/11/2015,8/16/2015,21,,20,63,68,182,79,1,0,,Plot_6427
2615018,IAI2,IA,WISN14/21129,PHJ40,1,28,18,30,,3,9,6/9/2015,10/7/2015,8/11/2015,8/10/2015,21,,20,63,62,180,92,0,0,,Plot_6428
