planted,harvested,stat_id,year,month,city,lat,lon,plant_ht,ear_ht,test_wt,plot_wt,yield,temp_min,dew_min,humid_min,solar_min,rain_min,wind_spd_min,wind_dir_min,wind_gust_min,soil_temp_min,soil_moist_min,temp_max,dew_max,humid_max,solar_max,rain_max,wind_spd_max,wind_dir_max,wind_gust_max,soil_temp_max,soil_moist_max,temp_mean,dew_mean,humid_mean,solar_mean,rain_mean,wind_spd_mean,wind_dir_mean,wind_gust_mean,soil_temp_mean,soil_moist_mean,temp_median,dew_median,humid_median,solar_median,rain_median,wind_spd_median,wind_dir_median,wind_gust_median,soil_temp_median,soil_moist_median
2217,4793,1980,1980,1980,27080,27080,27080,11142,11202,25229,7315,8236,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,2860,4360,3540,16000,2980,3480,3480,4160,19060,23500,2860,4360,3540,16000,2980,3480,3480,4160,19060,23500
