TIMESTAMP        home1-RQ         home1-RD         home1-WR         work-RQ          work-RD          work-WR          scratch-RQ       scratch-RD       scratch-WR       spur-RQ          spur-RD          spur-WR          
1519685677        57713            630686056         1109643255       120780            4936591628       10834648660       1652422          678991768213      1036388426508    6928              0                0                 0                
1519685687        57713            630686056         1109643255       120828            4936602334       10834656359       1652422          678991768213      1036388426508    6928              0                0                 0                
1519685698        57713            630686056         1109643255       120876            4936613040       10834664058       1652423          678991768213      1036388426508    6928              0                0                 0                
1519685708        57713            630686056         1109643255       120924            4936623746       10834671757       1652424          678991768213      1036388426508    6928              0                0                 0                
1519685718        57713            630686056         1109643255       120972            4936634452       10834679456       1652424          678991768213      1036388426508    6928              0                0                 0                
1519685729        57713            630686056         1109643255       121020            4936645158       10834687155       1652424          678991768213      1036388426508    6928              0                0                 0                
1519685739        57713            630686056         1109643255       121068            4936655864       10834694854       1652425          678991768213      1036388426508    6928              0                0                 0                
1519685749        57715            630686056         1109643255       121116            4936666570       10834702553       1652429          678991768213      1036388426508    6930              0                0                 0                
1519685759        57715            630686056         1109643255       121164            4936677276       10834710252       1652429          678991768213      1036388426508    6930              0                0                 0                
1519685769        57715            630686056         1109643255       121212            4936687982       10834717951       1652430          678991768213      1036388426508    6930              0                0                 0                
1519685779        57715            630686056         1109643255       121260            4936698688       10834725650       1652431          678991768213      1036388426508    6930              0                0                 0                
1519685789        57715            630686056         1109643255       121308            4936709394       10834733349       1652431          678991768213      1036388426508    6930              0                0                 0                
1519685800        57715            630686056         1109643255       121356            4936720100       10834741048       1652431          678991768213      1036388426508    6930              0                0                 0                
1519685810        57715            630686056         1109643255       121404            4936730806       10834748747       1652432          678991768213      1036388426508    6930              0                0                 0                
1519685820        57717            630686056         1109643255       121452            4936741512       10834756446       1652436          678991768213      1036388426508    6932              0                0                 0                
1519685830        57717            630686056         1109643255       121500            4936752218       10834764145       1652436          678991768213      1036388426508    6932              0                0                 0                
1519685841        57717            630686056         1109643255       121548            4936762924       10834771844       1652436          678991768213      1036388426508    6932              0                0                 0                
1519685851        57717            630686056         1109643255       121596            4936773630       10834779543       1652437          678991768213      1036388426508    6932              0                0                 0                
1519685861        57717            630686056         1109643255       121644            4936784336       10834787242       1652437          678991768213      1036388426508    6932              0                0                 0                
1519685872        57717            630686056         1109643255       121692            4936795042       10834794941       1652437          678991768213      1036388426508    6932              0                0                 0                
1519685882        57717            630686056         1109643255       121740            4936805748       10834802640       1652438          678991768213      1036388426508    6932              0                0                 0                
1519685892        57719            630686056         1109643255       121788            4936816454       10834810339       1652442          678991768213      1036388426508    6934              0                0                 0                
1519685902        57719            630686056         1109643255       121836            4936827160       10834818057       1652442          678991768213      1036388426508    6934              0                0                 0                
1519685912        57719            630686056         1109643255       121884            4936837866       10834825756       1652442          678991768213      1036388426508    6934              0                0                 0                
1519685923        57719            630686056         1109643255       121932            4936848572       10834833455       1652443          678991768213      1036388426508    6934              0                0                 0                
1519685933        57719            630686056         1109643255       121980            4936859278       10834841154       1652444          678991768213      1036388426508    6934              0                0                 0                
1519685943        57719            630686056         1109643255       122028            4936869984       10834848853       1652444          678991768213      1036388426508    6934              0                0                 0                
1519685953        57719            630686056         1109643255       122076            4936880690       10834856552       1652444          678991768213      1036388426508    6934              0                0                 0                
1519685963        57719            630686056         1109643255       122124            4936891396       10834864251       1652445          678991768213      1036388426508    6934              0                0                 0                
1519685973        57721            630686056         1109643255       122172            4936902102       10834871950       1652449          678991768213      1036388426508    6936              0                0                 0                
1519685983        57721            630686056         1109643255       122220            4936912808       10834879649       1652449          678991768213      1036388426508    6936              0                0                 0                
1519685994        57721            630686056         1109643255       122268            4936923514       10834887348       1652449          678991768213      1036388426508    6936              0                0                 0                
1519686004        57721            630686056         1109643255       122316            4936934220       10834895047       1652450          678991768213      1036388426508    6936              0                0                 0                
1519686014        57721            630686056         1109643255       122364            4936944926       10834902746       1652451          678991768213      1036388426508    6936              0                0                 0                
1519686024        57721            630686056         1109643255       122412            4936955632       10834910445       1652451          678991768213      1036388426508    6936              0                0                 0                
1519686034        57721            630686056         1109643255       122460            4936966338       10834918144       1652451          678991768213      1036388426508    6936              0                0                 0                
1519686044        57723            630686056         1109643255       122508            4936977044       10834925843       1652455          678991768213      1036388426508    6938              0                0                 0                
1519686055        57723            630686056         1109643255       122556            4936987750       10834933542       1652456          678991768213      1036388426508    6938              0                0                 0                
1519686065        57723            630686056         1109643255       122604            4936998456       10834941241       1652456          678991768213      1036388426508    6938              0                0                 0                
1519686075        57723            630686056         1109643255       122652            4937009162       10834948940       1652456          678991768213      1036388426508    6938              0                0                 0                
1519686085        57723            630686056         1109643255       122700            4937019868       10834956639       1652457          678991768213      1036388426508    6938              0                0                 0                
1519686095        57723            630686056         1109643255       122748            4937030574       10834964338       1652458          678991768213      1036388426508    6938              0                0                 0                
1519686105        57723            630686056         1109643255       122796            4937041280       10834972037       1652458          678991768213      1036388426508    6938              0                0                 0                
1519686115        57723            630686056         1109643255       122844            4937051986       10834979736       1652459          678991768213      1036388426508    6938              0                0                 0                
1519686126        57725            630686056         1109643255       122892            4937062692       10834987435       1652463          678991768213      1036388426508    6940              0                0                 0                
1519686136        57725            630686056         1109643255       122940            4937073398       10834995134       1652463          678991768213      1036388426508    6940              0                0                 0                
1519686146        57725            630686056         1109643255       122988            4937084104       10835002833       1652463          678991768213      1036388426508    6940              0                0                 0                
1519686156        57725            630686056         1109643255       123036            4937094810       10835010532       1652464          678991768213      1036388426508    6940              0                0                 0                
1519686166        57725            630686056         1109643255       123084            4937105516       10835018231       1652465          678991768213      1036388426508    6940              0                0                 0                
1519686176        57725            630686056         1109643255       123132            4937116222       10835025930       1652465          678991768213      1036388426508    6940              0                0                 0                
1519686186        57725            630686056         1109643255       123180            4937126928       10835033629       1652465          678991768213      1036388426508    6940              0                0                 0                
1519686197        57727            630686056         1109643255       123228            4937137634       10835041328       1652469          678991768213      1036388426508    6942              0                0                 0                
1519686207        57727            630686056         1109643255       123276            4937148340       10835049027       1652471          678991768213      1036388426508    6942              0                0                 0                
1519686217        57727            630686056         1109643255       123324            4937159046       10835056726       1652471          678991768213      1036388426508    6942              0                0                 0                
1519686227        57727            630686056         1109643255       123372            4937169752       10835064444       1652471          678991768213      1036388426508    6942              0                0                 0                
1519686237        57727            630686056         1109643255       123420            4937180458       10835072143       1652471          678991768213      1036388426508    6942              0                0                 0                
1519686247        57727            630686056         1109643255       123468            4937191164       10835079842       1652471          678991768213      1036388426508    6942              0                0                 0                
1519686257        57727            630686056         1109643255       123516            4937201870       10835087541       1652471          678991768213      1036388426508    6942              0                0                 0                
1519686268        57729            630686056         1109643255       123564            4937212576       10835095240       1652473          678991768213      1036388426508    6944              0                0                 0                
1519686278        57729            630686056         1109643255       123612            4937223282       10835102939       1652473          678991768213      1036388426508    6944              0                0                 0                
1519686288        57729            630686056         1109643255       123660            4937233988       10835110638       1652473          678991768213      1036388426508    6944              0                0                 0                
1519686298        57729            630686056         1109643255       123708            4937244694       10835118337       1652473          678991768213      1036388426508    6944              0                0                 0                
1519686308        57729            630686056         1109643255       123756            4937255400       10835126036       1652473          678991768213      1036388426508    6944              0                0                 0                
1519686318        57729            630686056         1109643255       123804            4937266106       10835133735       1652473          678991768213      1036388426508    6944              0                0                 0                
1519686329        57729            630686056         1109643255       123852            4937276812       10835141434       1652473          678991768213      1036388426508    6944              0                0                 0                
1519686339        57729            630686056         1109643255       123900            4937287518       10835149133       1652473          678991768213      1036388426508    6944              0                0                 0                
1519686349        57731            630686056         1109643255       123948            4937298224       10835156832       1652477          678991768213      1036388426508    6946              0                0                 0                
1519686359        57733            630686056         1109643255       123996            4937308930       10835164531       1652478          678991768213      1036388426508    6946              0                0                 0                
1519686369        57733            630686056         1109643255       124044            4937319636       10835172230       1652478          678991768213      1036388426508    6946              0                0                 0                
1519686380        57734            630686056         1109643255       124092            4937330342       10835179929       1652478          678991768213      1036388426508    6946              0                0                 0                
1519686390        57734            630686056         1109643255       124140            4937341048       10835187628       1652478          678991768213      1036388426508    6946              0                0                 0                
1519686400        57734            630686056         1109643255       124188            4937351754       10835195327       1652478          678991768213      1036388426508    6946              0                0                 0                
1519686411        57734            630686056         1109643255       124236            4937362460       10835203026       1652478          678991768213      1036388426508    6946              0                0                 0                
1519686421        57734            630686056         1109643255       124284            4937373166       10835210725       1652481          678991768213      1036388426508    6948              0                0                 0                
1519686431        57734            630686056         1109643255       124332            4937383872       10835218424       1652481          678991768213      1036388426508    6948              0                0                 0                
1519686441        57734            630686056         1109643255       124380            4937394578       10835226123       1652481          678991768213      1036388426508    6948              0                0                 0                
1519686451        57734            630686056         1109643255       124428            4937405284       10835233822       1652481          678991768213      1036388426508    6948              0                0                 0                
1519686461        57734            630686056         1109643255       124477            4937415990       10835241521       1652481          678991768213      1036388426508    6948              0                0                 0                
1519686471        57734            630686056         1109643255       124525            4937426696       10835249219       1652481          678991768213      1036388426508    6948              0                0                 0                
1519686482        57734            630686056         1109643255       124573            4937437402       10835256918       1652481          678991768213      1036388426508    6948              0                0                 0                
1519686492        57734            630686056         1109643255       124621            4937448108       10835264617       1652481          678991768213      1036388426508    6948              0                0                 0                
1519686502        57736            630686056         1109643255       124669            4937458814       10835272316       1652485          678991768213      1036388426508    6950              0                0                 0                
1519686512        57736            630686056         1109643255       124717            4937469520       10835280015       1652485          678991768213      1036388426508    6950              0                0                 0                
1519686522        57736            630686056         1109643255       124765            4937480226       10835287714       1652485          678991768213      1036388426508    6950              0                0                 0                
1519686532        57737            630686056         1109643255       124822            4937490932       10835295413       1652486          678991768213      1036388426508    6951              0                0                 0                
1519686543        57738            630686056         1109643255       124870            4937501638       10835303111       1652486          678991768213      1036388426508    6951              0                0                 0                
1519686553        57738            630686056         1109643255       124918            4937512344       10835310810       1652486          678991768213      1036388426508    6951              0                0                 0                
1519686563        57738            630686056         1109643255       124966            4937523050       10835318528       1652486          678991768213      1036388426508    6951              0                0                 0                
1519686573        57739            630686056         1109643255       125014            4937533756       10835326227       1652489          678991768213      1036388426508    6952              0                0                 0                
1519686583        57739            630686056         1109643255       125062            4937544462       10835333926       1652489          678991768213      1036388426508    6952              0                0                 0                
1519686593        57739            630686056         1109643255       125110            4937555168       10835341625       1652489          678991768213      1036388426508    6952              0                0                 0                
1519686603        57739            630686056         1109643255       125158            4937565874       10835349324       1652489          678991768213      1036388426508    6952              0                0                 0                
1519686614        57739            630686056         1109643255       125206            4937576580       10835357023       1652489          678991768213      1036388426508    6952              0                0                 0                
1519686624        57739            630686056         1109643255       125254            4937587286       10835364722       1652489          678991768213      1036388426508    6952              0                0                 0                
1519686634        57739            630686056         1109643255       125302            4937597992       10835372421       1652489          678991768213      1036388426508    6952              0                0                 0                
1519686645        57741            630686056         1109643255       125350            4937608698       10835380120       1652493          678991768213      1036388426508    6954              0                0                 0                
1519686655        57741            630686056         1109643255       125398            4937619404       10835387819       1652493          678991768213      1036388426508    6954              0                0                 0                
1519686665        57741            630686056         1109643255       125446            4937630110       10835395518       1652493          678991768213      1036388426508    6954              0                0                 0                
1519686676        57741            630686056         1109643255       125494            4937640816       10835403217       1652493          678991768213      1036388426508    6954              0                0                 0                
1519686686        57741            630686056         1109643255       125542            4937651522       10835410916       1652493          678991768213      1036388426508    6954              0                0                 0                
1519686696        57741            630686056         1109643255       125590            4937662228       10835418615       1652493          678991768213      1036388426508    6954              0                0                 0                
1519686706        57741            630686056         1109643255       125638            4937672934       10835426314       1652493          678991768213      1036388426508    6954              0                0                 0                
1519686716        57741            630686056         1109643255       125686            4937683640       10835434013       1652493          678991768213      1036388426508    6954              0                0                 0                
1519686726        57743            630686056         1109643255       125735            4937694346       10835441712       1652497          678991768213      1036388426508    6956              0                0                 0                
1519686736        57743            630686056         1109643255       125784            4937705052       10835449411       1652497          678991768213      1036388426508    6956              0                0                 0                
1519686747        57743            630686056         1109643255       125833            4937715758       10835457110       1652497          678991768213      1036388426508    6956              0                0                 0                
1519686757        57743            630686056         1109643255       125882            4937726464       10835464809       1652497          678991768213      1036388426508    6956              0                0                 0                
1519686767        57743            630686056         1109643255       125931            4937737170       10835472508       1652497          678991768213      1036388426508    6956              0                0                 0                
1519686777        57743            630686056         1109643255       125980            4937747876       10835480207       1652497          678991768213      1036388426508    6956              0                0                 0                
1519686787        57743            630686056         1109643255       126029            4937758582       10835487906       1652497          678991768213      1036388426508    6956              0                0                 0                
1519686797        57745            630686056         1109643255       126078            4937769288       10835495605       1652501          678991768213      1036388426508    6958              0                0                 0                
1519686807        57745            630686056         1109643255       126127            4937779994       10835503304       1652501          678991768213      1036388426508    6958              0                0                 0                
1519686818        57745            630686056         1109643255       126176            4937790700       10835511003       1652501          678991768213      1036388426508    6958              0                0                 0                
1519686828        57745            630686056         1109643255       126225            4937801406       10835518702       1652501          678991768213      1036388426508    6958              0                0                 0                
1519686838        57745            630686056         1109643255       126274            4937812112       10835526401       1652501          678991768213      1036388426508    6958              0                0                 0                
1519686848        57745            630686056         1109643255       126323            4937822818       10835534100       1652501          678991768213      1036388426508    6958              0                0                 0                
1519686858        57745            630686056         1109643255       126371            4937833524       10835541798       1652501          678991768213      1036388426508    6958              0                0                 0                
1519686868        57747            630686056         1109643255       126419            4937844230       10835549497       1652505          678991768213      1036388426508    6960              0                0                 0                
1519686878        57747            630686056         1109643255       126467            4937854936       10835557196       1652505          678991768213      1036388426508    6960              0                0                 0                
1519686889        57747            630686056         1109643255       126515            4937865642       10835564895       1652505          678991768213      1036388426508    6960              0                0                 0                
1519686899        57747            630686056         1109643255       126564            4937876348       10835572594       1652505          678991768213      1036388426508    6960              0                0                 0                
1519686909        57747            630686056         1109643255       126613            4937887054       10835580293       1652505          678991768213      1036388426508    6960              0                0                 0                
1519686919        57747            630686056         1109643255       126661            4937897760       10835587992       1652505          678991768213      1036388426508    6960              0                0                 0                
1519686929        57747            630686056         1109643255       126710            4937908466       10835595710       1652505          678991768213      1036388426508    6960              0                0                 0                
1519686939        57747            630686056         1109643255       126758            4937919172       10835603409       1652505          678991768213      1036388426508    6960              0                0                 0                
1519686949        57749            630686056         1109643255       126806            4937929878       10835611108       1652509          678991768213      1036388426508    6962              0                0                 0                
1519686960        57749            630686056         1109643255       126855            4937940584       10835618807       1652509          678991768213      1036388426508    6962              0                0                 0                
1519686970        57749            630686056         1109643255       126903            4937951290       10835626506       1652509          678991768213      1036388426508    6962              0                0                 0                
1519686980        57749            630686056         1109643255       126951            4937961996       10835634205       1652509          678991768213      1036388426508    6962              0                0                 0                
1519686990        57749            630686056         1109643255       126999            4937972702       10835641904       1652509          678991768213      1036388426508    6962              0                0                 0                
1519687000        57749            630686056         1109643255       127047            4937983408       10835649603       1652509          678991768213      1036388426508    6962              0                0                 0                
1519687010        57749            630686056         1109643255       127095            4937994114       10835657302       1652509          678991768213      1036388426508    6962              0                0                 0                
1519687021        57751            630686056         1109643255       127143            4938004820       10835665001       1652513          678991768213      1036388426508    6964              0                0                 0                
1519687031        57751            630686056         1109643255       127191            4938015526       10835672700       1652513          678991768213      1036388426508    6964              0                0                 0                
1519687041        57751            630686056         1109643255       127239            4938026232       10835680399       1652513          678991768213      1036388426508    6964              0                0                 0                
1519687051        57751            630686056         1109643255       127287            4938036938       10835688098       1652513          678991768213      1036388426508    6964              0                0                 0                
1519687061        57751            630686056         1109643255       127335            4938047644       10835695797       1652513          678991768213      1036388426508    6964              0                0                 0                
1519687071        57751            630686056         1109643255       127383            4938058350       10835703496       1652513          678991768213      1036388426508    6964              0                0                 0                
1519687081        57751            630686056         1109643255       127431            4938069056       10835711195       1652513          678991768213      1036388426508    6964              0                0                 0                
1519687092        57751            630686056         1109643255       127479            4938079762       10835718894       1652513          678991768213      1036388426508    6964              0                0                 0                
1519687102        57753            630686056         1109643255       127527            4938090468       10835726593       1652517          678991768213      1036388426508    6966              0                0                 0                
1519687112        57753            630686056         1109643255       127575            4938101174       10835734292       1652517          678991768213      1036388426508    6966              0                0                 0                
1519687122        57753            630686056         1109643255       127623            4938111880       10835741991       1652517          678991768213      1036388426508    6966              0                0                 0                
1519687132        57753            630686056         1109643255       127671            4938122586       10835749690       1652517          678991768213      1036388426508    6966              0                0                 0                
1519687142        57753            630686056         1109643255       127720            4938133292       10835757389       1652517          678991768213      1036388426508    6966              0                0                 0                
1519687153        57753            630686056         1109643255       127768            4938143998       10835765088       1652517          678991768213      1036388426508    6966              0                0                 0                
1519687163        57753            630686056         1109643255       127816            4938154704       10835772787       1652517          678991768213      1036388426508    6966              0                0                 0                
1519687173        57755            630686056         1109643255       127864            4938165410       10835780486       1652521          678991768213      1036388426508    6968              0                0                 0                
1519687184        57755            630686056         1109643255       127912            4938176116       10835788185       1652521          678991768213      1036388426508    6968              0                0                 0                
1519687194        57755            630686056         1109643255       127960            4938186822       10835795884       1652521          678991768213      1036388426508    6968              0                0                 0                
1519687204        57755            630686056         1109643255       128008            4938197528       10835803583       1652521          678991768213      1036388426508    6968              0                0                 0                
1519687214        57755            630686056         1109643255       128056            4938208234       10835811281       1652521          678991768213      1036388426508    6968              0                0                 0                
1519687224        57755            630686056         1109643255       128104            4938218940       10835818980       1652521          678991768213      1036388426508    6968              0                0                 0                
1519687234        57755            630686056         1109643255       128152            4938229646       10835826679       1652521          678991768213      1036388426508    6968              0                0                 0                
1519687245        57757            630686056         1109643255       128200            4938240352       10835834378       1652525          678991768213      1036388426508    6970              0                0                 0                
1519687255        57757            630686056         1109643255       128248            4938251058       10835842077       1652525          678991768213      1036388426508    6970              0                0                 0                
1519687265        57757            630686056         1109643255       128296            4938261764       10835849776       1652525          678991768213      1036388426508    6970              0                0                 0                
1519687275        57757            630686056         1109643255       128344            4938272470       10835857475       1652525          678991768213      1036388426508    6970              0                0                 0                
1519687285        57757            630686056         1109643255       128392            4938283176       10835865174       1652525          678991768213      1036388426508    6970              0                0                 0                
1519687295        57757            630686056         1109643255       128440            4938293882       10835872873       1652525          678991768213      1036388426508    6970              0                0                 0                
1519687305        57757            630686056         1109643255       128488            4938304588       10835880572       1652525          678991768213      1036388426508    6970              0                0                 0                
1519687316        57757            630686056         1109643255       128536            4938315294       10835888271       1652525          678991768213      1036388426508    6970              0                0                 0                
1519687326        57759            630686056         1109643255       128584            4938326000       10835895970       1652529          678991768213      1036388426508    6972              0                0                 0                
1519687336        57759            630686056         1109643255       128632            4938336706       10835903669       1652529          678991768213      1036388426508    6972              0                0                 0                
1519687346        57759            630686056         1109643255       128680            4938347412       10835911368       1652529          678991768213      1036388426508    6972              0                0                 0                
1519687356        57759            630686056         1109643255       128728            4938358118       10835919067       1652529          678991768213      1036388426508    6972              0                0                 0                
1519687366        57759            630686056         1109643255       128777            4938368824       10835926766       1652529          678991768213      1036388426508    6972              0                0                 0                
1519687376        57759            630686056         1109643255       128826            4938379530       10835934465       1652529          678991768213      1036388426508    6972              0                0                 0                
1519687387        57759            630686056         1109643255       128874            4938390236       10835942164       1652529          678991768213      1036388426508    6972              0                0                 0                
1519687397        57761            630686056         1109643255       128922            4938400942       10835949863       1652533          678991768213      1036388426508    6974              0                0                 0                
1519687407        57761            630686056         1109643255       128970            4938411648       10835957581       1652533          678991768213      1036388426508    6974              0                0                 0                
1519687417        57761            630686056         1109643255       129018            4938422354       10835965280       1652533          678991768213      1036388426508    6974              0                0                 0                
1519687427        57761            630686056         1109643255       129066            4938433060       10835972979       1652533          678991768213      1036388426508    6974              0                0                 0                
1519687437        57761            630686056         1109643255       129114            4938443766       10835980678       1652533          678991768213      1036388426508    6974              0                0                 0                
1519687448        57761            630686056         1109643255       129162            4938454472       10835988377       1652533          678991768213      1036388426508    6974              0                0                 0                
1519687458        57761            630686056         1109643255       129210            4938465178       10835996076       1652533          678991768213      1036388426508    6974              0                0                 0                
1519687468        57763            630686056         1109643255       129258            4938475884       10836003775       1652537          678991768213      1036388426508    6976              0                0                 0                
1519687478        57763            630686056         1109643255       129306            4938486590       10836011474       1652537          678991768213      1036388426508    6976              0                0                 0                
1519687488        57763            630686056         1109643255       129354            4938497296       10836019173       1652537          678991768213      1036388426508    6976              0                0                 0                
1519687498        57763            630686056         1109643255       129402            4938508002       10836026872       1652537          678991768213      1036388426508    6976              0                0                 0                
1519687508        57763            630686056         1109643255       129450            4938518708       10836034571       1652537          678991768213      1036388426508    6976              0                0                 0                
1519687519        57763            630686056         1109643255       129498            4938529414       10836042270       1652537          678991768213      1036388426508    6976              0                0                 0                
1519687529        57763            630686056         1109643255       129546            4938540120       10836049969       1652537          678991768213      1036388426508    6976              0                0                 0                
