TIMESTAMP        home1-RQ         home1-RD         home1-WR         work-RQ          work-RD          work-WR          scratch-RQ       scratch-RD       scratch-WR       
1523897043        199306           352021882         550807           332085            214395666961     6406112677        5875308          764730022626      1911382879103    
1523897053        199306           352021882         550807           332133            214395677669     6406120310        5875308          764730022626      1911382879103    
1523897063        199306           352021882         550807           332181            214395688377     6406127943        5875308          764730022626      1911382879103    
1523897073        199306           352021882         550807           332229            214395699085     6406135576        5875308          764730022626      1911382879103    
1523897084        199306           352021882         550807           332277            214395709793     6406143209        5875308          764730022626      1911382879103    
1523897094        199306           352021882         550807           332325            214395720501     6406150841        5875308          764730022626      1911382879103    
1523897104        199306           352021882         550807           332373            214395731209     6406158474        5875308          764730022626      1911382879103    
1523897114        199306           352021882         550807           332421            214395741917     6406166107        5875308          764730022626      1911382879103    
1523897124        199308           352021882         550807           332469            214395752625     6406173740        5875312          764730022626      1911382879103    
1523897134        199308           352021882         550807           332517            214395763333     6406181373        5875312          764730022626      1911382879103    
1523897145        199308           352021882         550807           332565            214395774041     6406189006        5875312          764730022626      1911382879103    
1523897155        199308           352021882         550807           332615            214395784749     6406196639        5875312          764730022626      1911382879103    
1523897165        199308           352021882         550807           332663            214395795457     6406204271        5875312          764730022626      1911382879103    
1523897175        199308           352021882         550807           332711            214395806165     6406211904        5875312          764730022626      1911382879103    
1523897186        199308           352021882         550807           332759            214395816873     6406219537        5875312          764730022626      1911382879103    
1523897196        199310           352021882         550807           332807            214395827581     6406227169        5875316          764730022626      1911382879103    
1523897206        199310           352021882         550807           332855            214395838289     6406234802        5875316          764730022626      1911382879103    
1523897217        199310           352021882         550807           332905            214395848997     6406242435        5875316          764730022626      1911382879103    
1523897227        199310           352021882         550807           332953            214395859705     6406250068        5875316          764730022626      1911382879103    
1523897237        199310           352021882         550807           333003            214395870413     6406257701        5875316          764730022626      1911382879103    
1523897247        199310           352021882         550807           333051            214395881121     6406265334        5875316          764730022626      1911382879103    
1523897257        199310           352021882         550807           333099            214395891829     6406272967        5875316          764730022626      1911382879103    
1523897267        199312           352021882         550807           333151            214395902537     6406280600        5875320          764730022626      1911382879103    
1523897278        199312           352021882         550807           333199            214395913245     6406288233        5875320          764730022626      1911382879103    
1523897288        199312           352021882         550807           333247            214395923953     6406295866        5875320          764730022626      1911382879103    
1523897298        199312           352021882         550807           333295            214395934661     6406303498        5875320          764730022626      1911382879103    
1523897308        199312           352021882         550807           333341            214395945369     6406311142        5875320          764730022626      1911382879103    
1523897318        199312           352021882         550807           333389            214395956077     6406318775        5875320          764730022626      1911382879103    
1523897329        199312           352021882         550807           333441            214395966785     6406326408        5875320          764730022626      1911382879103    
1523897339        199312           352021882         550807           333489            214395977493     6406334041        5875320          764730022626      1911382879103    
1523897349        199314           352021882         550807           333535            214395988201     6406341674        5875324          764730022626      1911382879103    
1523897359        199314           352021882         550807           333583            214395998909     6406349307        5875324          764730022626      1911382879103    
1523897370        199314           352021882         550807           333631            214396009617     6406356939        5875324          764730022626      1911382879103    
1523897380        199314           352021882         550807           333679            214396020325     6406364572        5875324          764730022626      1911382879103    
1523897390        199314           352021882         550807           333727            214396031033     6406372205        5875324          764730022626      1911382879103    
1523897400        199314           352021882         550807           333777            214396041741     6406379837        5875324          764730022626      1911382879103    
1523897411        199314           352021882         550807           333825            214396052449     6406387470        5875324          764730022626      1911382879103    
1523897421        199316           352021882         550807           333875            214396063157     6406395103        5875328          764730022626      1911382879103    
1523897432        199316           352021882         550807           333923            214396073865     6406402735        5875328          764730022626      1911382879103    
1523897442        199316           352021882         550807           333971            214396084573     6406410368        5875328          764730022626      1911382879103    
1523897452        199316           352021882         550807           334019            214396095281     6406418001        5875328          764730022626      1911382879103    
1523897463        199316           352021882         550807           334067            214396105989     6406425633        5875328          764730022626      1911382879103    
1523897473        199316           352021882         550807           334115            214396116697     6406433265        5875328          764730022626      1911382879103    
1523897483        199316           352021882         550807           334163            214396127405     6406440898        5875328          764730022626      1911382879103    
1523897493        199318           352021882         550807           334212            214396138113     6406448531        5875332          764730022626      1911382879103    
1523897503        199318           352021882         550807           334262            214396148821     6406456163        5875332          764730022626      1911382879103    
1523897514        199318           352021882         550807           334312            214396159529     6406463796        5875332          764730022626      1911382879103    
1523897524        199318           352021882         550807           334360            214396170237     6406471429        5875332          764730022626      1911382879103    
1523897534        199318           352021882         550807           334408            214396180945     6406479062        5875332          764730022626      1911382879103    
1523897544        199318           352021882         550807           334454            214396191653     6406486695        5875332          764730022626      1911382879103    
1523897554        199318           352021882         550807           334502            214396202361     6406494328        5875332          764730022626      1911382879103    
1523897565        199318           352021882         550807           334550            214396213069     6406501961        5875332          764730022626      1911382879103    
1523897575        199320           352021882         550807           334598            214396223777     6406509594        5875336          764730022626      1911382879103    
1523897585        199320           352021882         550807           334646            214396234485     6406517227        5875336          764730022626      1911382879103    
1523897595        199320           352021882         550807           334694            214396245193     6406524860        5875336          764730022626      1911382879103    
1523897605        199320           352021882         550807           334742            214396255901     6406532493        5875336          764730022626      1911382879103    
1523897615        199320           352021882         550807           334790            214396266609     6406540125        5875336          764730022626      1911382879103    
1523897626        199320           352021882         550807           334838            214396277317     6406547758        5875336          764730022626      1911382879103    
1523897636        199320           352021882         550807           334886            214396288025     6406555391        5875336          764730022626      1911382879103    
1523897646        199322           352021882         550807           334934            214396298733     6406563024        5875340          764730022626      1911382879103    
1523897656        199322           352021882         550807           334982            214396309441     6406570656        5875340          764730022626      1911382879103    
1523897666        199322           352021882         550807           335032            214396320149     6406578299        5875340          764730022626      1911382879103    
1523897676        199322           352021882         550807           335080            214396330857     6406585932        5875340          764730022626      1911382879103    
1523897687        199322           352021882         550807           335128            214396341565     6406593565        5875340          764730022626      1911382879103    
1523897697        199322           352021882         550807           335176            214396352273     6406601198        5875340          764730022626      1911382879103    
1523897707        199322           352021882         550807           335226            214396362981     6406608831        5875340          764730022626      1911382879103    
1523897717        199324           352021882         550807           335274            214396373689     6406616464        5875344          764730022626      1911382879103    
1523897727        199324           352021882         550807           335322            214396384397     6406624097        5875344          764730022626      1911382879103    
1523897738        199324           352021882         550807           335370            214396395105     6406631729        5875344          764730022626      1911382879103    
1523897748        199324           352021882         550807           335420            214396405813     6406639362        5875344          764730022626      1911382879103    
1523897758        199324           352021882         550807           335468            214396416521     6406646995        5875344          764730022626      1911382879103    
1523897768        199324           352021882         550807           335516            214396427229     6406654628        5875344          764730022626      1911382879103    
1523897778        199324           352021882         550807           335564            214396437937     6406662261        5875344          764730022626      1911382879103    
1523897788        199324           352021882         550807           335612            214396448645     6406669894        5875344          764730022626      1911382879103    
1523897799        199326           352021882         550807           335660            214396459353     6406677527        5875348          764730022626      1911382879103    
1523897809        199326           352021882         550807           335708            214396470061     6406685160        5875348          764730022626      1911382879103    
1523897819        199326           352021882         550807           335756            214396480769     6406692792        5875348          764730022626      1911382879103    
1523897829        199326           352021882         550807           335804            214396491477     6406700425        5875348          764730022626      1911382879103    
1523897839        199326           352021882         550807           335852            214396502185     6406708058        5875348          764730022626      1911382879103    
1523897849        199326           352021882         550807           335900            214396512893     6406715691        5875348          764730022626      1911382879103    
1523897860        199326           352021882         550807           335948            214396523601     6406723324        5875348          764730022626      1911382879103    
1523897870        199328           352021882         550807           335996            214396534309     6406730957        5875352          764730022626      1911382879103    
1523897880        199328           352021882         550807           336044            214396545017     6406738589        5875352          764730022626      1911382879103    
