TIMESTAMP        scratch-RQ       scratch-RD       scratch-WR       
11.000000         0.090909          0.000000          0.000000         
21.000000         0.000000          0.000000          0.000000         
31.000000         0.000000          0.000000          0.000000         
41.000000         0.000000          0.000000          0.000000         
51.000000         0.000000          0.000000          0.000000         
61.000000         0.000000          0.000000          0.000000         
72.000000         0.545454          0.000000          0.000000         
82.000000         0.000000          0.000000          0.000000         
92.000000         0.000000          0.000000          0.000000         
102.000000        0.000000          0.000000          0.000000         
112.000000        0.300000          0.000000          0.000000         
123.000000        0.000000          0.000000          0.000000         
133.000000        0.000000          0.000000          0.000000         
143.000000        0.000000          0.000000          0.000000         
153.000000        0.000000          0.000000          0.000000         
163.000000        0.000000          0.000000          0.000000         
173.000000        0.000000          0.000000          0.000000         
184.000000        0.363636          0.000000          0.000000         
194.000000        0.100000          0.000000          0.000000         
204.000000        0.100000          0.000000          0.000000         
214.000000        0.000000          0.000000          0.000000         
224.000000        0.000000          0.000000          0.000000         
234.000000        0.000000          0.000000          0.000000         
245.000000        0.000000          0.000000          0.000000         
255.000000        0.300000          0.000000          0.000000         
265.000000        0.000000          0.000000          0.000000         
275.000000        0.000000          0.000000          0.000000         
285.000000        0.000000          0.000000          0.000000         
295.000000        0.000000          0.000000          0.000000         
306.000000        0.000000          0.000000          0.000000         
316.000000        0.000000          0.000000          0.000000         
326.000000        0.000000          0.000000          0.000000         
336.000000        0.400000          0.000000          0.000000         
346.000000        0.000000          0.000000          0.000000         
356.000000        0.000000          0.000000          0.000000         
367.000000        0.000000          0.000000          0.000000         
377.000000        0.000000          0.000000          0.000000         
387.000000        0.000000          0.000000          0.000000         
397.000000        0.000000          0.000000          0.000000         
407.000000        0.400000          0.000000          0.000000         
418.000000        0.000000          0.000000          0.000000         
428.000000        0.000000          0.000000          0.000000         
438.000000        0.000000          0.000000          0.000000         
448.000000        0.000000          0.000000          0.000000         
458.000000        0.000000          0.000000          0.000000         
468.000000        0.000000          0.000000          0.000000         
630.000000        0.074074          0.000000          0.000000         
641.000000        0.000000          0.000000          0.000000         
651.000000        0.000000          0.000000          0.000000         
661.000000        0.000000          0.000000          0.000000         
671.000000        0.000000          0.000000          0.000000         
681.000000        0.000000          0.000000          0.000000         
692.000000        0.000000          0.000000          0.000000         
702.000000        0.000000          0.000000          0.000000         
712.000000        0.400000          0.000000          0.000000         
722.000000        0.000000          0.000000          0.000000         
732.000000        0.000000          0.000000          0.000000         
742.000000        0.000000          0.000000          0.000000         
753.000000        0.000000          0.000000          0.000000         
763.000000        0.000000          0.000000          0.000000         
773.000000        0.000000          0.000000          0.000000         
783.000000        0.400000          0.000000          0.000000         
793.000000        0.000000          0.000000          0.000000         
803.000000        0.000000          0.000000          0.000000         
814.000000        0.000000          0.000000          0.000000         
825.000000        0.000000          0.000000          0.000000         
835.000000        0.000000          0.000000          0.000000         
845.000000        0.000000          0.000000          0.000000         
856.000000        0.363636          0.000000          0.000000         
866.000000        0.000000          0.000000          0.000000         
876.000000        0.000000          0.000000          0.000000         
886.000000        0.000000          0.000000          0.000000         
897.000000        0.000000          0.000000          0.000000         
907.000000        0.000000          0.000000          0.000000         
917.000000        0.000000          0.000000          0.000000         
927.000000        0.000000          0.000000          0.000000         
937.000000        0.400000          0.000000          0.000000         
947.000000        0.000000          0.000000          0.000000         
958.000000        0.000000          0.000000          0.000000         
968.000000        0.000000          0.000000          0.000000         
978.000000        0.000000          0.000000          0.000000         
988.000000        0.000000          0.000000          0.000000         
998.000000        0.000000          0.000000          0.000000         
1008.000000       0.400000          0.000000          0.000000         
1019.000000       0.000000          0.000000          0.000000         
1029.000000       0.000000          0.000000          0.000000         
1039.000000       0.000000          0.000000          0.000000         
1049.000000       0.000000          0.000000          0.000000         
1059.000000       0.000000          0.000000          0.000000         
1069.000000       0.000000          0.000000          0.000000         
1080.000000       0.363636          0.000000          0.000000         
1090.000000       0.000000          0.000000          0.000000         
1100.000000       0.000000          0.000000          0.000000         
1110.000000       0.000000          0.000000          0.000000         
1120.000000       0.000000          0.000000          0.000000         
1130.000000       0.000000          0.000000          0.000000         
1141.000000       0.000000          0.000000          0.000000         
1151.000000       0.200000          0.000000          0.000000         
1161.000000       0.200000          0.000000          0.000000         
1171.000000       0.000000          0.000000          0.000000         
1181.000000       0.000000          0.000000          0.000000         
1192.000000       0.000000          0.000000          0.000000         
1202.000000       0.000000          0.000000          0.000000         
1212.000000       0.000000          0.000000          0.000000         
1222.000000       0.000000          0.000000          0.000000         
1232.000000       0.400000          0.000000          0.000000         
1242.000000       0.000000          0.000000          0.000000         
1253.000000       0.000000          0.000000          0.000000         
1263.000000       0.000000          0.000000          0.000000         
1273.000000       0.000000          0.000000          0.000000         
1283.000000       0.000000          0.000000          0.000000         
1293.000000       0.000000          0.000000          0.000000         
1303.000000       0.000000          0.000000          0.000000         
1314.000000       0.363636          0.000000          0.000000         
1324.000000       0.000000          0.000000          0.000000         
1334.000000       0.000000          0.000000          0.000000         
1344.000000       0.000000          0.000000          0.000000         
1354.000000       0.000000          0.000000          0.000000         
1365.000000       0.000000          0.000000          0.000000         
1375.000000       0.000000          0.000000          0.000000         
1385.000000       0.400000          0.000000          0.000000         
1395.000000       0.000000          0.000000          0.000000         
1405.000000       0.000000          0.000000          0.000000         
1415.000000       0.000000          0.000000          0.000000         
1426.000000       0.000000          0.000000          0.000000         
1436.000000       0.000000          0.000000          0.000000         
1446.000000       0.000000          0.000000          0.000000         
1456.000000       0.400000          0.000000          0.000000         
1466.000000       0.000000          0.000000          0.000000         
1476.000000       0.100000          0.000000          0.000000         
1487.000000       0.000000          0.000000          0.000000         
1497.000000       0.000000          0.000000          0.000000         
1507.000000       0.000000          0.000000          0.000000         
1517.000000       0.000000          0.000000          0.000000         
1527.000000       0.100000          0.000000          0.000000         
1538.000000       0.272727          0.000000          0.000000         
1548.000000       0.000000          0.000000          0.000000         
1558.000000       0.000000          0.000000          0.000000         
1568.000000       0.000000          0.000000          0.000000         
1578.000000       0.000000          0.000000          0.000000         
1588.000000       0.000000          0.000000          0.000000         
1599.000000       0.000000          0.000000          0.000000         
1609.000000       0.400000          0.000000          0.000000         
1619.000000       0.000000          0.000000          0.000000         
1629.000000       0.000000          0.000000          0.000000         
1639.000000       0.000000          0.000000          0.000000         
1649.000000       0.100000          0.000000          0.000000         
1660.000000       0.000000          0.000000          0.000000         
1670.000000       0.000000          0.000000          0.000000         
1680.000000       0.300000          0.000000          0.000000         
1690.000000       0.000000          0.000000          0.000000         
1700.000000       0.000000          0.000000          0.000000         
1710.000000       0.000000          0.000000          0.000000         
1721.000000       0.090909          0.000000          0.000000         
1731.000000       0.000000          0.000000          0.000000         
1741.000000       0.000000          0.000000          0.000000         
1751.000000       0.000000          0.000000          0.000000         
1761.000000       0.300000          0.000000          0.000000         
1772.000000       0.000000          0.000000          0.000000         
1782.000000       0.100000          0.000000          0.000000         
1792.000000       0.000000          0.000000          0.000000         
1802.000000       0.000000          0.000000          0.000000         
1812.000000       0.100000          0.000000          0.000000         
1823.000000       0.000000          0.000000          0.000000         
1833.000000       0.300000          0.000000          0.000000         
1844.000000       0.181818          0.000000          0.000000         
1854.000000       0.000000          0.000000          0.000000         
1864.000000       0.000000          0.000000          0.000000         
1874.000000       0.000000          0.000000          0.000000         
1884.000000       0.000000          0.000000          0.000000         
1894.000000       0.000000          0.000000          0.000000         
1905.000000       0.181818          0.000000          0.000000         
1915.000000       0.000000          0.000000          0.000000         
1925.000000       0.000000          0.000000          0.000000         
1935.000000       0.000000          0.000000          0.000000         
1946.000000       0.000000          0.000000          0.000000         
1956.000000       0.000000          0.000000          0.000000         
1966.000000       0.000000          0.000000          0.000000         
1976.000000       0.000000          0.000000          0.000000         
1986.000000       0.400000          0.000000          0.000000         
1996.000000       0.000000          0.000000          0.000000         
