time              msgs_alloc        msgs_max          errors            send_count        recv_count        route_count       drop_count        send_length       recv_length       route_length      drop_length      
1518790110        0                 2054              0                 42804048          42760343          0                 1836              192004649685      452437174716      0                 468096           
1518790121        0                 2054              0                 42804269          42760562          0                 1836              192028056262      452437230732      0                 468096           
1518790131        0                 2054              0                 42804464          42760755          0                 1836              192051588275      452437278684      0                 468096           
1518790141        0                 2054              0                 42804657          42760946          0                 1836              192076419396      452437328524      0                 468096           
1518790151        0                 2054              0                 42805588          42761875          0                 1836              192098669183      452437519964      0                 468096           
1518790161        0                 2054              0                 42805825          42762110          0                 1836              192122736437      452437579308      0                 468096           
1518790171        0                 2054              0                 42805990          42762273          0                 1836              192145448340      452437623324      0                 468096           
1518790181        0                 2054              0                 42806115          42762395          0                 1836              192152933293      452437664420      0                 468096           
1518790192        0                 2054              0                 42806240          42762518          0                 1836              192154264753      452437698076      0                 468096           
1518790202        0                 2054              0                 42806313          42762589          0                 1836              192154378861      452437723044      0                 468096           
1518790212        0                 2054              0                 42806386          42762660          0                 1836              192154487054      452437748012      0                 468096           
1518790222        0                 2054              0                 42806459          42762731          0                 1836              192154597524      452437772980      0                 468096           
1518790232        0                 2054              0                 42807275          42763545          0                 1836              192154876703      452437940604      0                 468096           
1518790242        0                 2054              0                 42807348          42763616          0                 1836              192154987631      452437965572      0                 468096           
1518790253        0                 2054              0                 42807421          42763687          0                 1836              192155074727      452437988148      0                 468096           
1518790263        0                 2054              0                 42807478          42763742          0                 1836              192155161823      452438009700      0                 468096           
1518790273        0                 2054              0                 42807535          42763797          0                 1836              192155248920      452438031252      0                 468096           
1518790283        0                 2054              0                 42807608          42763868          0                 1836              192155368957      452438056220      0                 468096           
1518790293        0                 2054              0                 42807667          42763925          0                 1836              192155456894      452438078276      0                 468096           
1518790303        0                 2054              0                 42808476          42764732          0                 1836              192155712831      452438244332      0                 468096           
1518790314        0                 2054              0                 42808551          42764805          0                 1836              192155800768      452438267412      0                 468096           
1518790324        0                 2054              0                 42808624          42764876          0                 1836              192155913529      452438292380      0                 468096           
1518790334        0                 2054              0                 42808683          42764933          0                 1836              192156001466      452438314436      0                 468096           
1518790344        0                 2054              0                 42808742          42764990          0                 1836              192156089403      452438336492      0                 468096           
1518790354        0                 2054              0                 42808801          42765047          0                 1836              192156177340      452438358548      0                 468096           
1518790364        0                 2054              0                 42808874          42765118          0                 1836              192156291017      452438383516      0                 468096           
1518790374        0                 2054              0                 42808949          42765191          0                 1836              192156378954      452438406596      0                 468096           
1518790385        0                 2054              0                 42809757          42765997          0                 1836              192156634667      452438572460      0                 468096           
1518790395        0                 2054              0                 42809816          42766054          0                 1836              192156722604      452438594516      0                 468096           
1518790405        0                 2054              0                 42809889          42766125          0                 1836              192156833101      452438619484      0                 468096           
1518790415        0                 2054              0                 42809948          42766182          0                 1836              192156921038      452438641540      0                 468096           
1518790425        0                 2054              0                 42810007          42766239          0                 1836              192157008975      452438663596      0                 468096           
1518790435        0                 2054              0                 42810082          42766312          0                 1836              192157096912      452438686676      0                 468096           
1518790445        0                 2054              0                 42810155          42766383          0                 1836              192157212421      452438711644      0                 468096           
1518790456        0                 2054              0                 42810964          42767190          0                 1836              192157468358      452438877700      0                 468096           
1518790466        0                 2054              0                 42811025          42767249          0                 1836              192157558628      452438900172      0                 468096           
1518790476        0                 2054              0                 42811084          42767306          0                 1836              192157646565      452438922228      0                 468096           
1518790486        0                 2054              0                 42811164          42767384          0                 1836              192157762990      452438947644      0                 468096           
1518790496        0                 2054              0                 42811232          42767450          0                 1836              192157850927      452438970276      0                 468096           
1518790506        0                 2054              0                 42811291          42767507          0                 1836              192157938864      452438992332      0                 468096           
1518790516        0                 2054              0                 42811350          42767564          0                 1836              192158026801      452439014388      0                 468096           
1518790527        0                 2054              0                 42812173          42768385          0                 1836              192158308046      452439183356      0                 468096           
1518790537        0                 2054              0                 42812232          42768442          0                 1836              192158395983      452439205412      0                 468096           
1518790547        0                 2054              0                 42812298          42768506          0                 1836              192158483920      452439227916      0                 468096           
1518790557        0                 2054              0                 42812366          42768572          0                 1836              192158571857      452439250548      0                 468096           
1518790567        0                 2054              0                 42812441          42768645          0                 1836              192158690954      452439276020      0                 468096           
1518790578        0                 2054              0                 42812500          42768702          0                 1836              192158778891      452439298076      0                 468096           
1518790588        0                 2054              0                 42812559          42768759          0                 1836              192158866828      452439320132      0                 468096           
1518790598        0                 2054              0                 42812632          42768830          0                 1836              192158983724      452439345100      0                 468096           
1518790608        0                 2054              0                 42813439          42769635          0                 1836              192159237253      452439509756      0                 468096           
1518790618        0                 2054              0                 42813507          42769701          0                 1836              192159325190      452439532388      0                 468096           
1518790628        0                 2054              0                 42813566          42769758          0                 1836              192159413127      452439554444      0                 468096           
1518790638        0                 2054              0                 42813639          42769829          0                 1836              192159535035      452439579412      0                 468096           
1518790649        0                 2054              0                 42813698          42769886          0                 1836              192159622972      452439601468      0                 468096           
1518790659        0                 2054              0                 42813757          42769943          0                 1836              192159710909      452439623524      0                 468096           
1518790669        0                 2054              0                 42813823          42770007          0                 1836              192159798846      452439646028      0                 468096           
1518790679        0                 2054              0                 42814648          42770830          0                 1836              192160088102      452439814228      0                 468096           
1518790689        0                 2054              0                 42814727          42770907          0                 1836              192160191147      452439840708      0                 468096           
1518790699        0                 2054              0                 42814800          42770978          0                 1836              192160293949      452439865676      0                 468096           
1518790709        0                 2054              0                 42814875          42771051          0                 1836              192160395452      452439891132      0                 468096           
1518790720        0                 2054              0                 42814948          42771122          0                 1836              192160498712      452439916100      0                 468096           
1518790730        0                 2054              0                 42815028          42771200          0                 1836              192160604249      452439941516      0                 468096           
1518790740        0                 2054              0                 42815110          42771280          0                 1836              192160703871      452439967060      0                 468096           
1518790750        0                 2054              0                 42815183          42771351          0                 1836              192160805770      452439992028      0                 468096           
1518790760        0                 2054              0                 42815999          42772165          0                 1836              192161076378      452440159652      0                 468096           
1518790770        0                 2054              0                 42816072          42772236          0                 1836              192161178735      452440184620      0                 468096           
1518790780        0                 2054              0                 42816145          42772307          0                 1836              192161283369      452440209588      0                 468096           
1518790791        0                 2054              0                 42816225          42772385          0                 1836              192161390280      452440235004      0                 468096           
1518790801        0                 2054              0                 42816307          42772465          0                 1836              192161495372      452440260548      0                 468096           
1518790811        0                 2054              0                 42816380          42772536          0                 1836              192161602741      452440285516      0                 468096           
1518790821        0                 2054              0                 42816453          42772607          0                 1836              192161708291      452440310484      0                 468096           
1518790831        0                 2054              0                 42817276          42773428          0                 1836              192161984118      452440479452      0                 468096           
1518790841        0                 2054              0                 42817349          42773499          0                 1836              192162094222      452440504420      0                 468096           
1518790851        0                 2054              0                 42817429          42773577          0                 1836              192162198411      452440529836      0                 468096           
1518790862        0                 2054              0                 42817511          42773657          0                 1836              192162304877      452440555380      0                 468096           
1518790872        0                 2054              0                 42817584          42773728          0                 1836              192162413620      452440580348      0                 468096           
1518790882        0                 2054              0                 42817657          42773799          0                 1836              192162520544      452440605316      0                 468096           
1518790892        0                 2054              0                 42817730          42773870          0                 1836              192162629745      452440630284      0                 468096           
1518790902        0                 2054              0                 42818547          42774685          0                 1836              192162907879      452440798100      0                 468096           
1518790912        0                 2054              0                 42818627          42774763          0                 1836              192163017538      452440823516      0                 468096           
1518790922        0                 2054              0                 42818709          42774843          0                 1836              192163125378      452440849060      0                 468096           
1518790933        0                 2054              0                 42818782          42774914          0                 1836              192163231399      452440874028      0                 468096           
1518790943        0                 2054              0                 42818855          42774985          0                 1836              192163339697      452440898996      0                 468096           
1518790953        0                 2054              0                 42818928          42775056          0                 1836              192163446176      452440923964      0                 468096           
1518790963        0                 2054              0                 42819003          42775129          0                 1836              192163551556      452440949316      0                 468096           
1518790973        0                 2054              0                 42819084          42775208          0                 1836              192163658885      452440975156      0                 468096           
1518790983        0                 2054              0                 42819931          42776053          0                 1836              192163960340      452441150972      0                 468096           
1518790994        0                 2054              0                 42820004          42776124          0                 1836              192164067736      452441175940      0                 468096           
1518791004        0                 2054              0                 42820077          42776195          0                 1836              192164177410      452441200908      0                 468096           
1518791014        0                 2054              0                 42820150          42776266          0                 1836              192164285266      452441225876      0                 468096           
1518791024        0                 2054              0                 42820223          42776337          0                 1836              192164395400      452441250844      0                 468096           
1518791034        0                 2054              0                 42820303          42776415          0                 1836              192164503716      452441276260      0                 468096           
1518791044        0                 2054              0                 42820385          42776495          0                 1836              192164606118      452441301804      0                 468096           
1518791054        0                 2054              0                 42821192          42777300          0                 1836              192164861215      452441467356      0                 468096           
1518791065        0                 2054              0                 42821249          42777355          0                 1836              192164948312      452441488908      0                 468096           
1518791075        0                 2054              0                 42821308          42777412          0                 1836              192165037844      452441510876      0                 468096           
1518791085        0                 2054              0                 42821381          42777483          0                 1836              192165149358      452441535844      0                 468096           
1518791095        0                 2054              0                 42821447          42777547          0                 1836              192165237295      452441558348      0                 468096           
1518791105        0                 2054              0                 42821515          42777613          0                 1836              192165325232      452441580980      0                 468096           
