TIMESTAMP        scratch-RQ       scratch-RD       scratch-WR       
1518789499 2148326 1486457839403 161722036678
1518789509 2148326 1486457839403 161722036678
1518789519 2148327 1486457839403 161722036678
1518789530 2148327 1486457839403 161722036678
1518789540 2148327 1486457839403 161722036678
1518789552 2148328 1486457839403 161722036678
1518789562 2148328 1486457839403 161722036678
1518789572 2148328 1486457839403 161722036678
1518789582 2148328 1486457839403 161722036678
1518789592 2148328 1486457839403 161722036678
1518789602 2148328 1486457839403 161722036678
1518789612 2148328 1486457839403 161722036678
1518789623 2148328 1486457839403 161722036678
1518789633 2148332 1486457839403 161722036678
1518789643 2148332 1486457839403 161722036678
1518789653 2148332 1486457839403 161722036678
1518789664 2148332 1486457839403 161722036678
1518789674 2148332 1486457839403 161722036678
1518789684 2148332 1486457839403 161722036678
1518789694 2148332 1486457839403 161722036678
1518789704 2148336 1486457839403 161722036678
1518789715 2148336 1486457839403 161722036678
1518789725 2148336 1486457839403 161722036678
1518789735 2148336 1486457839403 161722036678
1518789745 2148336 1486457839403 161722036678
1518789755 2148336 1486457839403 161722036678
1518789766 2148336 1486457839403 161722036678
1518789776 2148340 1486457839403 161722036678
1518789786 2148340 1486457839403 161722036678
1518789796 2148340 1486457839403 161722036678
1518789806 2148340 1486457839403 161722036678
1518789816 2148340 1486457839403 161722036678
1518789826 2148340 1486457839403 161722036678
1518789837 2148340 1486457839403 161722036678
1518789847 2148340 1486457839403 161722036678
1518789857 2148344 1486457839403 161722036678
1518789867 2148344 1486457839403 161722036678
1518789877 2148344 1486457839403 161722036678
1518789887 2148344 1486457839403 161722036678
1518789897 2148344 1486457839403 161722036678
1518789908 2148344 1486457839403 161722036678
1518789918 2148344 1486457839403 161722036678
1518789928 2148348 1486457839403 161722036678
1518789938 2148348 1486457839403 161722036678
1518789948 2148348 1486457839403 161722036678
1518789958 2148348 1486457839403 161722036678
1518789968 2148348 1486457839403 161722036678
1518789979 2148348 1486457839403 161722036678
1518789989 2148348 1486457839403 161722036678
1518789999 2148348 1486457839403 161722036678
1518790009 2148352 1486457839403 161722036678
1518790019 2148352 1486457839403 161722036678
1518790029 2148352 1486457839403 161722036678
1518790039 2148352 1486457839403 161722036678
1518790050 2148352 1486457839403 161722036678
1518790060 2148352 1486457839403 161722036678
1518790070 2148352 1486457839403 161722036678
1518790080 2148356 1486457839403 161722036678
1518790090 2148356 1486457839403 161722036678
1518790100 2148356 1486457839403 161722036678
1518790110 2148356 1486457839403 161722036678
1518790121 2148356 1486457839403 161722036678
1518790131 2148356 1486457839403 161722036678
1518790141 2148356 1486457839403 161722036678
1518790151 2148360 1486457839403 161722036678
1518790161 2148360 1486457839403 161722036678
1518790171 2148360 1486457839403 161722036678
1518790181 2148360 1486457839403 161722036678
1518790192 2148360 1486457839403 161722036678
1518790202 2148360 1486457839403 161722036678
1518790212 2148360 1486457839403 161722036678
1518790222 2148360 1486457839403 161722036678
1518790232 2148364 1486457839403 161722036678
1518790242 2148364 1486457839403 161722036678
1518790253 2148364 1486457839403 161722036678
1518790263 2148364 1486457839403 161722036678
1518790273 2148364 1486457839403 161722036678
1518790283 2148364 1486457839403 161722036678
1518790293 2148364 1486457839403 161722036678
1518790303 2148368 1486457839403 161722036678
1518790313 2148368 1486457839403 161722036678
1518790324 2148368 1486457839403 161722036678
1518790334 2148368 1486457839403 161722036678
1518790344 2148368 1486457839403 161722036678
1518790354 2148368 1486457839403 161722036678
