TIMESTAMP        home1-RQ         home1-RD         home1-WR         work-RQ          work-RD          work-WR          scratch-RQ       scratch-RD       scratch-WR       
1518789499        4280800          13658007613       8653692          4095660           19131867535      11502560757       2148326          1486457839403     161722036678     
1518789509        4281364          13658885231       8653692          4095744           19133680253      11505527775       2148326          1486457839403     161722036678     
1518789519        4281364          13658885231       8653692          4095794           19134772691      11505535411       2148327          1486457839403     161722036678     
1518789530        4281364          13658885231       8653692          4095840           19134783391      11505543038       2148327          1486457839403     161722036678     
1518789540        4281364          13658885231       8653692          4095888           19134794091      11505550664       2148327          1486457839403     161722036678     
1518789552        4281365          13658885231       8653692          4095936           19134804791      11505558291       2148328          1486457839403     161722036678     
1518789562        4281365          13658885231       8653692          4095984           19134815491      11505565918       2148328          1486457839403     161722036678     
1518789572        4281365          13658885231       8653692          4096032           19134826193      11505573546       2148328          1486457839403     161722036678     
1518789582        4281365          13658885231       8653692          4096080           19134836895      11505581174       2148328          1486457839403     161722036678     
1518789592        4281365          13658885231       8653692          4096128           19134847597      11505588802       2148328          1486457839403     161722036678     
1518789602        4281365          13658885231       8653692          4096176           19134858299      11505596430       2148328          1486457839403     161722036678     
1518789612        4281365          13658885231       8653692          4096224           19134869001      11505604058       2148328          1486457839403     161722036678     
1518789623        4281365          13658885231       8653692          4096272           19134879703      11505611686       2148328          1486457839403     161722036678     
1518789633        4281367          13658885231       8653692          4096322           19134890405      11505619314       2148332          1486457839403     161722036678     
1518789643        4281367          13658885231       8653692          4096370           19134901107      11505626942       2148332          1486457839403     161722036678     
1518789653        4281367          13658885231       8653692          4096418           19134911809      11505634570       2148332          1486457839403     161722036678     
1518789664        4281367          13658885231       8653692          4096466           19134922511      11505642198       2148332          1486457839403     161722036678     
1518789674        4281367          13658885231       8653692          4096512           19134933213      11505649826       2148332          1486457839403     161722036678     
1518789684        4281367          13658885231       8653692          4096560           19134943915      11505657465       2148332          1486457839403     161722036678     
1518789694        4281367          13658885231       8653692          4096608           19134954617      11505665093       2148332          1486457839403     161722036678     
1518789704        4281369          13658885231       8653692          4096656           19134965319      11505672721       2148336          1486457839403     161722036678     
1518789715        4281369          13658885231       8653692          4096704           19134976023      11505680350       2148336          1486457839403     161722036678     
1518789725        4281369          13658885231       8653692          4096752           19134986727      11505687979       2148336          1486457839403     161722036678     
