#TIME             VMEM_MAX          VMEM              RMEM_MAX          RMEM              SHMEM             MEM_FREE          TMEM_MAX         
1518789745        0.978184          0.978184          0.275692          0.275692          0.000000          182.056000        0.275692         
1518789755        0.978184          0.974468          0.275692          0.272099          0.000000          182.060000        0.275692         
1518789765        0.978184          0.975643          0.275692          0.273106          0.000000          182.059000        0.275692         
1518789776        0.978184          0.975643          0.275692          0.273232          0.000000          182.059000        0.275692         
1518789786        0.978184          0.975643          0.275692          0.273232          0.000000          182.062000        0.275692         
1518789796        0.978184          0.975643          0.275692          0.273232          0.000000          182.060000        0.275692         
1518789806        0.978184          0.975643          0.275692          0.273232          0.000000          182.061000        0.275692         
1518789816        0.978184          0.975643          0.275692          0.273232          0.000000          182.063000        0.275692         
1518789826        0.978184          0.975643          0.275692          0.273232          0.000000          182.062000        0.275692         
1518789836        0.978184          0.975643          0.275692          0.273232          0.000000          182.062000        0.275692         
1518789847        0.978184          0.975643          0.275692          0.273266          0.000000          182.052000        0.275692         
1518789857        0.978184          0.975643          0.275692          0.273266          0.000000          182.027000        0.275692         
1518789867        0.978184          0.975643          0.275692          0.273266          0.000000          182.005000        0.275692         
1518789877        0.978184          0.975784          0.275692          0.273392          0.000000          181.981000        0.275692         
1518789887        0.978184          0.975784          0.275692          0.273392          0.000000          181.959000        0.275692         
1518789897        0.978184          0.977051          0.275692          0.274677          0.000000          181.931000        0.275692         
1518789908        0.978184          0.977051          0.275692          0.274677          0.000000          181.908000        0.275692         
1518789918        0.978184          0.977051          0.275692          0.274677          0.000000          181.886000        0.275692         
1518789928        0.978184          0.974468          0.275692          0.272213          0.000000          181.864000        0.275692         
1518789938        0.978184          0.974468          0.275692          0.272213          0.000000          181.838000        0.275692         
1518789948        0.978184          0.974678          0.275692          0.272213          0.000000          181.814000        0.275692         
1518789958        0.978184          0.976204          0.275692          0.273830          0.000000          181.786000        0.275692         
1518789968        0.978184          0.977051          0.275692          0.274452          0.000000          181.763000        0.275692         
1518789978        0.978184          0.977051          0.275692          0.274452          0.000000          181.740000        0.275692         
1518789989        0.978184          0.977051          0.275692          0.274677          0.000000          181.714000        0.275692         
1518789999        0.978184          0.977051          0.275692          0.274677          0.000000          181.694000        0.275692         
1518790009        0.978184          0.977051          0.275692          0.274677          0.000000          181.665000        0.275692         
1518790019        0.978184          0.977051          0.275692          0.274677          0.000000          181.641000        0.275692         
1518790029        0.978184          0.977051          0.275692          0.274677          0.000000          181.616000        0.275692         
1518790039        0.978184          0.977051          0.275692          0.274677          0.000000          181.592000        0.275692         
1518790049        0.978184          0.977051          0.275692          0.274677          0.000000          181.569000        0.275692         
1518790060        0.978184          0.977051          0.275692          0.274681          0.000000          181.544000        0.275692         
1518790070        0.978184          0.977051          0.275692          0.274681          0.000000          181.520000        0.275692         
1518790080        0.978184          0.977051          0.275692          0.274681          0.000000          181.495000        0.275692         
1518790090        0.978184          0.977051          0.275692          0.274681          0.000000          181.471000        0.275692         
1518790100        0.978184          0.977051          0.275692          0.274681          0.000000          181.448000        0.275692         
1518790110        0.978184          0.977051          0.275692          0.274681          0.000000          181.428000        0.275692         
1518790121        0.978184          0.977051          0.275692          0.274681          0.000000          181.406000        0.275692         
1518790131        0.978184          0.977051          0.275692          0.274681          0.000000          181.384000        0.275692         
1518790141        0.978184          0.977051          0.275692          0.274681          0.000000          181.362000        0.275692         
1518790151        0.978184          0.977051          0.275692          0.274681          0.000000          181.341000        0.275692         
1518790161        0.978184          0.977051          0.275692          0.274681          0.000000          181.320000        0.275692         
1518790171        0.978184          0.977051          0.275692          0.274681          0.000000          181.296000        0.275692         
1518790181        3.950360          3.950360          3.248070          3.248070          0.000000          178.311000        3.248070         
1518790192        3.950360          3.950360          3.248070          3.248070          0.000000          178.310000        3.248070         
1518790202        3.950360          3.950360          3.248250          3.248250          0.000000          178.310000        3.248250         
1518790212        3.950360          3.950360          3.248250          3.248250          0.000000          178.311000        3.248250         
1518790222        3.950360          3.950360          3.248250          3.248250          0.000000          178.312000        3.248250         
1518790232        3.950360          3.950360          3.248250          3.248250          0.000000          178.313000        3.248250         
1518790242        3.950360          3.950360          3.248250          3.248250          0.000000          178.314000        3.248250         
1518790252        3.950360          3.950360          3.248250          3.248250          0.000000          178.312000        3.248250         
1518790263        3.950360          3.950360          3.248250          3.248250          0.000000          178.309000        3.248250         
1518790273        3.950360          3.950360          3.248250          3.248250          0.000000          178.313000        3.248250         
1518790283        3.950360          3.950360          3.248250          3.248250          0.000000          178.311000        3.248250         
1518790293        3.950360          3.950360          3.248250          3.248250          0.000000          178.313000        3.248250         
1518790303        3.950360          3.950360          3.248250          3.248250          0.000000          178.312000        3.248250         
1518790313        3.950360          3.950360          3.248250          3.248250          0.000000          178.312000        3.248250         
1518790324        3.950360          3.950360          3.248250          3.248250          0.000000          178.311000        3.248250         
1518790334        3.950360          3.950360          3.248250          3.248250          0.000000          178.312000        3.248250         
1518790344        3.950360          3.950360          3.248250          3.248250          0.000000          178.310000        3.248250         
1518790354        3.950360          3.950360          3.248250          3.248250          0.000000          178.313000        3.248250         
1518790364        3.950360          3.950360          3.248250          3.248250          0.000000          178.312000        3.248250         
1518790374        3.950360          3.950360          3.248250          3.248250          0.000000          178.311000        3.248250         
1518790384        3.950360          3.950360          3.248250          3.248250          0.000000          178.312000        3.248250         
1518790395        3.950360          3.950360          3.248250          3.248250          0.000000          178.313000        3.248250         
1518790405        3.950360          3.950360          3.248250          3.248250          0.000000          178.312000        3.248250         
1518790415        3.950360          3.950360          3.248250          3.248250          0.000000          178.310000        3.248250         
1518790425        3.950360          3.950360          3.248250          3.248250          0.000000          178.310000        3.248250         
1518790435        3.950360          3.950360          3.248250          3.248250          0.000000          178.312000        3.248250         
1518790445        3.950360          3.950360          3.248260          3.248260          0.000000          178.310000        3.248260         
1518790455        3.950360          3.950360          3.248260          3.248260          0.000000          178.310000        3.248260         
1518790466        3.950360          3.950360          3.248260          3.248260          0.000000          178.309000        3.248260         
1518790476        3.950360          3.950360          3.248260          3.248260          0.000000          178.308000        3.248260         
1518790486        3.950360          3.950360          3.248260          3.248260          0.000000          178.310000        3.248260         
1518790496        3.950360          3.950360          3.248260          3.248260          0.000000          178.310000        3.248260         
1518790506        3.950360          3.950360          3.248260          3.248260          0.000000          178.311000        3.248260         
1518790516        3.950360          3.950360          3.248260          3.248260          0.000000          178.309000        3.248260         
1518790527        3.950360          3.950360          3.248260          3.248260          0.000000          178.310000        3.248260         
1518790537        3.950360          3.950360          3.248260          3.248260          0.000000          178.312000        3.248260         
1518790547        3.950360          3.950360          3.248260          3.248260          0.000000          178.310000        3.248260         
1518790557        3.950360          3.950360          3.248260          3.248260          0.000000          178.309000        3.248260         
1518790567        3.950360          3.950360          3.248260          3.248260          0.000000          178.311000        3.248260         
1518790577        3.950360          3.950360          3.248260          3.248260          0.000000          178.309000        3.248260         
1518790588        3.950360          3.950360          3.248260          3.248260          0.000000          178.308000        3.248260         
1518790598        3.950360          3.950360          3.248260          3.248260          0.000000          178.308000        3.248260         
1518790608        3.950360          3.950360          3.248260          3.248260          0.000000          178.310000        3.248260         
1518790618        3.950360          3.950360          3.248260          3.248260          0.000000          178.310000        3.248260         
1518790628        3.950360          3.950360          3.248260          3.248260          0.000000          178.312000        3.248260         
1518790638        3.950360          3.950360          3.248260          3.248260          0.000000          178.311000        3.248260         
1518790648        3.950360          3.950360          3.248260          3.248260          0.000000          178.312000        3.248260         
1518790659        3.950360          3.950360          3.248260          3.248260          0.000000          178.313000        3.248260         
1518790669        3.950360          3.950360          3.248260          3.248260          0.000000          178.312000        3.248260         
1518790679        3.950360          3.950360          3.248260          3.248260          0.000000          178.312000        3.248260         
1518790689        3.950360          3.950360          3.248260          3.248260          0.000000          178.312000        3.248260         
1518790699        3.950360          3.950360          3.248260          3.248260          0.000000          178.312000        3.248260         
1518790709        3.950360          3.950360          3.248260          3.248260          0.000000          178.308000        3.248260         
1518790719        3.950360          3.950360          3.248260          3.248260          0.000000          178.309000        3.248260         
1518790730        3.950360          3.950360          3.248260          3.248260          0.000000          178.309000        3.248260         
1518790740        3.950360          3.950360          3.248260          3.248260          0.000000          178.311000        3.248260         
1518790750        3.950360          3.950360          3.248260          3.248260          0.000000          178.311000        3.248260         
1518790760        3.950360          3.950360          3.248260          3.248260          0.000000          178.311000        3.248260         
1518790770        3.950360          3.950360          3.248260          3.248260          0.000000          178.311000        3.248260         
1518790780        3.950360          3.950360          3.248260          3.248260          0.000000          178.309000        3.248260         
1518790791        3.950360          3.950360          3.248260          3.248260          0.000000          178.311000        3.248260         
1518790801        3.950360          3.950360          3.248260          3.248260          0.000000          178.311000        3.248260         
1518790811        3.950360          3.950360          3.248260          3.248260          0.000000          178.312000        3.248260         
1518790821        3.950360          3.950360          3.248260          3.248260          0.000000          178.312000        3.248260         
1518790831        3.950360          3.950360          3.248260          3.248260          0.000000          178.313000        3.248260         
1518790841        3.950360          3.950360          3.248260          3.248260          0.000000          178.314000        3.248260         
1518790851        3.950360          3.950360          3.248260          3.248260          0.000000          178.313000        3.248260         
1518790862        3.950360          3.950360          3.248260          3.248260          0.000000          178.310000        3.248260         
1518790872        3.950360          3.950360          3.248270          3.248270          0.000000          178.312000        3.248270         
1518790882        3.950360          3.950360          3.248270          3.248270          0.000000          178.314000        3.248270         
1518790892        3.950360          3.950360          3.248270          3.248270          0.000000          178.312000        3.248270         
1518790902        3.950360          3.950360          3.248270          3.248270          0.000000          178.313000        3.248270         
1518790912        3.950360          3.950360          3.248270          3.248270          0.000000          178.313000        3.248270         
1518790922        3.950360          3.950360          3.248270          3.248270          0.000000          178.313000        3.248270         
1518790933        3.950360          3.950360          3.248270          3.248270          0.000000          178.311000        3.248270         
1518790943        3.950360          3.950360          3.248270          3.248270          0.000000          178.314000        3.248270         
1518790953        3.950360          3.950360          3.248270          3.248270          0.000000          178.312000        3.248270         
1518790963        3.950360          3.950360          3.248270          3.248270          0.000000          178.312000        3.248270         
1518790973        6.933770          6.933770          3.343280          3.343280          0.000000          178.195000        3.343280         
1518790983        12.934400         12.934400         12.232400         12.232400         0.000000          169.310000        12.232400        
1518790993        15.934800         15.934800         15.232700         15.232700         0.000000          166.305000        15.232700        
1518791004        15.934800         15.934800         15.232700         15.232700         0.000000          166.305000        15.232700        
1518791014        15.934800         15.934800         15.232700         15.232700         0.000000          166.304000        15.232700        
1518791024        15.934800         15.934800         15.232700         15.232700         0.000000          166.303000        15.232700        
1518791034        15.934800         15.934800         15.232700         15.232700         0.000000          166.304000        15.232700        
1518791044        15.934800         15.934800         15.232700         15.232700         0.000000          166.305000        15.232700        
1518791054        17.402000         17.402000         15.232700         14.378900         0.000000          167.157000        15.232700        
1518791065        20.402300         20.402300         19.700000         19.700000         0.000000          161.829000        19.700000        
1518791075        20.402300         20.402300         19.700000         19.700000         0.000000          161.829000        19.700000        
1518791085        20.402300         20.402300         19.700000         19.700000         0.000000          161.829000        19.700000        
1518791095        20.402300         20.402300         19.700000         19.700000         0.000000          161.829000        19.700000        
1518791105        20.402300         20.402300         19.700000         19.700000         0.000000          161.828000        19.700000        
1518791115        20.402300         20.402300         19.700000         19.700000         0.000000          161.829000        19.700000        
1518791125        20.402300         20.402300         19.700000         19.700000         0.000000          161.828000        19.700000        
1518791136        20.402300         17.402000         19.700000         15.533600         0.000000          165.981000        19.700000        
1518791146        20.402300         20.402300         19.700100         19.700100         0.000000          161.828000        19.700100        
1518791156        20.402300         20.402300         19.700100         19.700100         0.000000          161.829000        19.700100        
1518791166        20.402300         20.402300         19.700100         19.700100         0.000000          161.827000        19.700100        
1518791176        20.402300         20.402300         19.700100         19.700100         0.000000          161.828000        19.700100        
1518791186        20.402300         20.402300         19.700100         19.700100         0.000000          161.827000        19.700100        
1518791196        20.402300         20.402300         19.700100         19.700100         0.000000          161.826000        19.700100        
1518791207        20.402300         20.402300         19.700100         19.700100         0.000000          161.828000        19.700100        
1518791217        20.402300         20.402300         19.700100         19.700100         0.000000          161.826000        19.700100        
1518791227        20.402300         20.402300         19.700100         19.700100         0.000000          161.828000        19.700100        
1518791237        20.402300         20.402300         19.700100         19.700100         0.000000          161.828000        19.700100        
1518791247        20.402300         20.402300         19.700100         19.700100         0.000000          161.826000        19.700100        
1518791257        21.902500         21.902500         21.200300         21.200300         0.000000          160.325000        21.200300        
1518791267        21.902500         20.402300         21.200300         19.006100         0.000000          162.508000        21.200300        
1518791278        21.902500         20.402300         21.200300         19.700100         0.000000          161.827000        21.200300        
1518791288        21.902500         20.402300         21.200300         19.700100         0.000000          161.827000        21.200300        
1518791298        21.902500         20.402300         21.200300         19.700100         0.000000          161.828000        21.200300        
1518791308        21.902500         20.402300         21.200300         19.700100         0.000000          161.827000        21.200300        
1518791318        21.902500         20.402300         21.200300         19.700100         0.000000          161.828000        21.200300        
1518791328        21.902500         20.402300         21.200300         19.700100         0.000000          161.828000        21.200300        
1518791339        21.902500         20.402300         21.200300         19.700100         0.000000          161.827000        21.200300        
1518791349        21.902500         20.402300         21.200300         19.700100         0.000000          161.827000        21.200300        
1518791359        21.902500         20.402300         21.200300         19.700100         0.000000          161.826000        21.200300        
1518791369        21.902500         20.402300         21.200300         19.700100         0.000000          161.826000        21.200300        
1518791379        21.902500         20.402300         21.200300         19.700100         0.000000          161.829000        21.200300        
1518791389        21.902500         20.402300         21.200300         19.700100         0.000000          161.829000        21.200300        
1518791399        21.902500         20.402300         21.200300         19.700100         0.000000          161.828000        21.200300        
1518791410        21.902500         17.402000         21.200300         16.699700         0.000000          164.835000        21.200300        
1518791420        21.902500         17.402000         21.200300         16.699800         0.000000          164.834000        21.200300        
1518791430        21.902500         17.402000         21.200300         16.699800         0.000000          164.836000        21.200300        
1518791440        21.902500         17.402000         21.200300         16.699800         0.000000          164.834000        21.200300        
1518791450        21.902500         17.402000         21.200300         16.699800         0.000000          164.834000        21.200300        
1518791460        21.902500         17.402000         21.200300         16.699800         0.000000          164.836000        21.200300        
1518791470        21.902500         17.402000         21.200300         16.699800         0.000000          164.836000        21.200300        
1518791481        21.902500         17.402000         21.200300         16.699800         0.000000          164.835000        21.200300        
1518791491        21.902500         17.402000         21.200300         16.699800         0.000000          164.834000        21.200300        
1518791501        21.902500         17.402000         21.200300         16.699800         0.000000          164.833000        21.200300        
1518791511        21.902500         17.402000         21.200300         16.699800         0.000000          164.832000        21.200300        
1518791521        21.902500         17.402000         21.200300         16.699800         0.000000          164.835000        21.200300        
1518791531        21.902500         17.402000         21.200300         16.699800         0.000000          164.835000        21.200300        
1518791542        21.902500         17.402000         21.200300         16.699800         0.000000          164.834000        21.200300        
1518791552        21.902500         17.402000         21.200300         16.699800         0.000000          164.835000        21.200300        
1518791562        21.902500         17.402000         21.200300         16.699800         0.000000          164.834000        21.200300        
1518791572        21.902500         17.402000         21.200300         16.699800         0.000000          164.835000        21.200300        
1518791582        21.902500         17.402000         21.200300         16.699800         0.000000          164.836000        21.200300        
1518791592        21.902500         17.402000         21.200300         16.699800         0.000000          164.834000        21.200300        
1518791602        21.902500         17.402000         21.200300         16.699800         0.000000          164.835000        21.200300        
1518791613        21.902500         17.402000         21.200300         16.699800         0.000000          164.832000        21.200300        
1518791623        21.902500         20.402300         21.200300         17.912600         0.000000          163.612000        21.200300        
1518791633        21.902500         20.402300         21.200300         19.700100         0.000000          161.827000        21.200300        
1518791643        21.902500         20.402300         21.200300         19.700200         0.000000          161.826000        21.200300        
1518791653        21.902500         20.402300         21.200300         19.700200         0.000000          161.828000        21.200300        
1518791663        21.902500         20.402300         21.200300         19.700200         0.000000          161.829000        21.200300        
1518791673        21.902500         20.402300         21.200300         19.700200         0.000000          161.829000        21.200300        
1518791684        21.902500         20.402300         21.200300         19.700200         0.000000          161.830000        21.200300        
1518791694        21.902500         20.402300         21.200300         19.700200         0.000000          161.827000        21.200300        
1518791704        21.902500         20.402300         21.200300         19.700200         0.000000          161.828000        21.200300        
1518791714        21.902500         20.402300         21.200300         19.700200         0.000000          161.830000        21.200300        
1518791724        21.902500         20.402300         21.200300         19.700200         0.000000          161.828000        21.200300        
1518791734        21.902500         20.402300         21.200300         19.700200         0.000000          161.828000        21.200300        
1518791745        21.902500         20.402300         21.200300         19.700200         0.000000          161.830000        21.200300        
1518791755        21.902500         20.402300         21.200300         19.700200         0.000000          161.829000        21.200300        
1518791765        21.902500         20.402300         21.200300         19.700200         0.000000          161.829000        21.200300        
1518791775        21.902500         20.402300         21.200300         19.700200         0.000000          161.827000        21.200300        
1518791785        21.902500         20.402300         21.200300         19.700200         0.000000          161.828000        21.200300        
1518791795        21.902500         20.402300         21.200300         19.700200         0.000000          161.825000        21.200300        
1518791806        21.902500         20.402300         21.200300         19.700200         0.000000          161.825000        21.200300        
1518791816        21.902500         20.402300         21.200300         19.700200         0.000000          161.826000        21.200300        
1518791826        21.902500         20.402300         21.200300         19.700200         0.000000          161.827000        21.200300        
1518791836        21.902500         20.402300         21.200300         19.700200         0.000000          161.828000        21.200300        
1518791846        21.902500         20.402300         21.200300         19.700200         0.000000          161.826000        21.200300        
1518791856        21.902500         17.402000         21.200300         16.142800         0.000000          165.372000        21.200300        
1518791867        21.902500         17.402000         21.200300         16.699700         0.000000          164.832000        21.200300        
1518791877        21.902500         17.402000         21.200300         16.699800         0.000000          164.834000        21.200300        
1518791887        21.902500         17.402000         21.200300         16.699800         0.000000          164.832000        21.200300        
1518791897        21.902500         17.402000         21.200300         16.699800         0.000000          164.835000        21.200300        
1518791907        21.902500         17.402000         21.200300         16.699800         0.000000          164.833000        21.200300        
1518791917        21.902500         17.402000         21.200300         16.699800         0.000000          164.834000        21.200300        
1518791927        21.902500         17.402000         21.200300         16.699800         0.000000          164.832000        21.200300        
1518791938        21.902500         17.402000         21.200300         16.699800         0.000000          164.834000        21.200300        
1518791948        21.902500         17.402000         21.200300         16.699800         0.000000          164.833000        21.200300        
1518791958        21.902500         17.402000         21.200300         16.699800         0.000000          164.834000        21.200300        
1518791968        21.902500         17.402000         21.200300         16.699800         0.000000          164.834000        21.200300        
1518791978        21.902500         17.402000         21.200300         16.699800         0.000000          164.834000        21.200300        
1518791988        21.902500         17.402000         21.200300         16.699800         0.000000          164.832000        21.200300        
1518791998        21.902500         17.402000         21.200300         16.699800         0.000000          164.832000        21.200300        
1518792009        21.902500         17.402000         21.200300         16.699800         0.000000          164.834000        21.200300        
1518792019        21.902500         17.402000         21.200300         16.699800         0.000000          164.834000        21.200300        
1518792029        21.902500         17.402000         21.200300         16.699800         0.000000          164.833000        21.200300        
1518792039        21.902500         17.402000         21.200300         16.699800         0.000000          164.833000        21.200300        
1518792049        21.902500         17.402000         21.200300         16.699800         0.000000          164.833000        21.200300        
1518792059        21.902500         17.402000         21.200300         16.699800         0.000000          164.833000        21.200300        
1518792070        21.902500         17.402000         21.200300         16.699800         0.000000          164.832000        21.200300        
1518792080        21.902500         17.402000         21.200300         16.699800         0.000000          164.834000        21.200300        
1518792090        21.902500         17.402000         21.200300         16.699800         0.000000          164.834000        21.200300        
1518792100        21.902500         17.402000         21.200300         16.699800         0.000000          164.835000        21.200300        
1518792110        21.902500         17.402000         21.200300         16.699800         0.000000          164.833000        21.200300        
1518792120        21.902500         17.402000         21.200300         16.699800         0.000000          164.833000        21.200300        
1518792130        21.902500         17.402000         21.200300         16.699800         0.000000          164.832000        21.200300        
1518792141        21.902500         17.402000         21.200300         16.699800         0.000000          164.832000        21.200300        
1518792151        21.902500         17.402000         21.200300         16.699800         0.000000          164.832000        21.200300        
1518792161        21.902500         17.402000         21.200300         16.699800         0.000000          164.832000        21.200300        
1518792171        21.902500         17.402000         21.200300         16.699800         0.000000          164.832000        21.200300        
1518792181        21.902500         17.402000         21.200300         16.699800         0.000000          164.832000        21.200300        
1518792191        21.902500         17.402000         21.200300         16.699800         0.000000          164.831000        21.200300        
1518792201        21.902500         17.402000         21.200300         16.699800         0.000000          164.828000        21.200300        
1518792212        21.902500         17.402000         21.200300         16.699800         0.000000          164.828000        21.200300        
1518792222        21.902500         17.402000         21.200300         14.195900         0.000000          167.334000        21.200300        
1518792232        21.902500         20.402300         21.200300         19.700100         0.000000          161.824000        21.200300        
1518792242        21.902500         20.402300         21.200300         19.700200         0.000000          161.824000        21.200300        
1518792252        21.902500         20.402300         21.200300         19.700200         0.000000          161.825000        21.200300        
1518792262        21.902500         20.402300         21.200300         19.700200         0.000000          161.825000        21.200300        
1518792273        21.902500         20.402300         21.200300         19.700200         0.000000          161.824000        21.200300        
1518792283        21.902500         20.402300         21.200300         19.700200         0.000000          161.826000        21.200300        
1518792293        21.902500         20.402400         21.200300         19.700200         0.000000          161.827000        21.200300        
1518792303        21.902500         20.402400         21.200300         19.700200         0.000000          161.825000        21.200300        
1518792313        21.902500         20.402400         21.200300         19.700200         0.000000          161.824000        21.200300        
1518792323        21.902500         20.402400         21.200300         19.700200         0.000000          161.825000        21.200300        
1518792333        21.902500         20.402400         21.200300         19.700200         0.000000          161.822000        21.200300        
1518792344        21.902500         20.402400         21.200300         19.700200         0.000000          161.824000        21.200300        
1518792354        21.902500         20.402400         21.200300         19.700200         0.000000          161.824000        21.200300        
1518792364        21.902500         20.402400         21.200300         19.700200         0.000000          161.823000        21.200300        
1518792374        21.902500         20.402400         21.200300         19.700200         0.000000          161.824000        21.200300        
1518792384        21.902500         20.402400         21.200300         19.700200         0.000000          161.824000        21.200300        
1518792394        21.902500         20.402400         21.200300         19.700200         0.000000          161.823000        21.200300        
1518792404        21.902500         20.402400         21.200300         19.700200         0.000000          161.824000        21.200300        
1518792415        21.902500         20.402400         21.200300         19.700200         0.000000          161.825000        21.200300        
1518792425        21.902500         20.402400         21.200300         19.700200         0.000000          161.824000        21.200300        
1518792435        21.902500         20.402400         21.200300         19.700200         0.000000          161.825000        21.200300        
1518792445        21.902500         20.402400         21.200300         19.700200         0.000000          161.824000        21.200300        
1518792455        21.902500         20.402400         21.200300         19.700200         0.000000          161.825000        21.200300        
1518792465        21.902500         20.402400         21.200300         19.700200         0.000000          161.824000        21.200300        
1518792475        21.902500         20.402400         21.200300         19.700200         0.000000          161.825000        21.200300        
1518792486        21.902500         20.402400         21.200300         19.700200         0.000000          161.824000        21.200300        
1518792496        21.902500         20.402400         21.200300         19.700200         0.000000          161.823000        21.200300        
1518792506        21.902500         20.402400         21.200300         19.700200         0.000000          161.822000        21.200300        
1518792516        21.902500         20.402400         21.200300         19.700200         0.000000          161.824000        21.200300        
1518792526        21.902500         20.402400         21.200300         19.700200         0.000000          161.824000        21.200300        
1518792536        21.902500         20.402400         21.200300         19.700200         0.000000          161.825000        21.200300        
1518792547        21.902500         20.402400         21.200300         19.700200         0.000000          161.822000        21.200300        
1518792557        21.902500         20.402400         21.200300         19.700200         0.000000          161.824000        21.200300        
1518792567        21.902500         20.402400         21.200300         19.700200         0.000000          161.825000        21.200300        
1518792577        21.902500         20.402400         21.200300         19.700200         0.000000          161.824000        21.200300        
1518792587        21.902500         20.402400         21.200300         19.700200         0.000000          161.826000        21.200300        
1518792597        21.902500         20.402400         21.200300         19.700200         0.000000          161.825000        21.200300        
1518792607        21.902500         20.402400         21.200300         19.700200         0.000000          161.824000        21.200300        
1518792618        23.402700         23.402700         21.322200         21.322200         0.000000          160.179000        21.322200        
1518792628        23.402700         20.402400         21.322200         18.742800         0.000000          162.779000        21.322200        
1518792638        23.402700         23.402700         22.700500         22.700500         0.000000          158.818000        22.700500        
1518792648        23.402700         23.402700         22.700500         22.700500         0.000000          158.818000        22.700500        
1518792658        23.402700         23.402700         22.700500         22.700500         0.000000          158.818000        22.700500        
1518792668        23.402700         23.402700         22.700500         22.700500         0.000000          158.818000        22.700500        
