#TIME Node0_NumHit Node1_NumHit Node0_NumMiss Node1_NumMiss Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1518789499 34553526 32191392 0 181950 34552699 32190857 827 182485 92622.82 94123.06 4342.61 4181.00
1518789509 34553565 32191887 0 181950 34552738 32191352 827 182485 92622.96 93844.75 4342.04 4459.25
1518789519 34553624 32191948 0 181950 34552797 32191413 827 182485 92627.85 93798.27 4338.70 4505.73
1518789530 34553682 32191963 0 181950 34552855 32191429 827 182485 92626.04 93797.09 4339.97 4506.91
1518789540 34553742 32191989 0 181950 34552915 32191455 827 182485 92628.62 93799.99 4336.39 4504.12
1518789552 34553802 32192008 0 181950 34552975 32191474 827 182485 92629.57 93798.59 4335.86 4506.01
1518789562 34553861 32192023 0 181950 34553034 32191489 827 182485 92627.73 93798.68 4337.84 4505.93
1518789572 34553919 32192041 0 181950 34553092 32191506 827 182485 92628.35 93799.51 4338.23 4505.10
1518789582 34553979 32192056 0 181950 34553152 32191521 827 182485 92629.04 93798.47 4337.00 4505.04
1518789592 34554036 32192068 0 181950 34553209 32191533 827 182485 92629.34 93795.89 4336.61 4508.72
1518789602 34554095 32192091 0 181950 34553268 32191556 827 182485 92630.79 93796.97 4335.21 4507.64
1518789612 34554151 32192106 0 181950 34553324 32191571 827 182485 92630.40 93795.50 4336.21 4508.50
1518789623 34554212 32192129 0 181950 34553385 32191594 827 182485 92629.41 93797.85 4335.52 4506.75
1518789633 34554270 32192141 0 181950 34553443 32191607 827 182485 92629.50 93795.29 4336.01 4508.22
1518789643 34554328 32192154 0 181950 34553501 32191619 827 182485 92625.66 93796.54 4339.37 4507.46
1518789653 34554389 32192165 0 181950 34553562 32191630 827 182485 92628.77 93796.04 4336.23 4507.96
1518789663 34554453 32192192 0 181950 34553626 32191657 827 182485 92628.80 93794.50 4336.67 4509.01
1518789674 34554515 32192202 0 181950 34553688 32191667 827 182485 92628.64 93795.54 4336.85 4509.07
1518789684 34554574 32192211 0 181950 34553747 32191676 827 182485 92629.28 93795.88 4336.65 4508.72
1518789694 34554632 32192222 0 181950 34553806 32191687 827 182485 92631.29 93795.39 4335.28 4508.72
1518789704 34554692 32192232 0 181950 34553865 32191698 827 182485 92631.68 93794.33 4333.79 4510.27
1518789715 34554749 32192243 0 181950 34553922 32191708 827 182485 92632.39 93793.96 4333.54 4510.04
1518789725 34554809 32192252 0 181950 34553982 32191717 827 182485 92628.04 93794.32 4336.94 4510.29
1518789735 34554866 32192261 0 181950 34554039 32191727 827 182485 92628.42 93794.34 4338.09 4510.27
1518789745 34554926 32192272 0 181950 34554099 32191737 827 182485 92630.14 93794.49 4334.40 4509.02
1518789755 34554983 32192284 0 181950 34554157 32191749 827 182485 92631.51 93798.28 4333.42 4506.33
1518789765 34555041 32192296 0 181950 34554214 32191761 827 182485 92631.66 93796.96 4334.27 4507.04
1518789776 34555101 32192305 0 181950 34554275 32191770 827 182485 92630.22 93797.77 4335.75 4506.35
1518789786 34555162 32192315 0 181950 34554335 32191780 827 182485 92631.70 93798.45 4333.74 4505.55
1518789796 34555221 32192324 0 181950 34554394 32191789 827 182485 92631.58 93797.95 4334.84 4505.56
1518789806 34555282 32192334 0 181950 34554455 32191799 827 182485 92631.46 93798.61 4335.02 4505.39
1518789816 34555342 32192343 0 181950 34554515 32191809 827 182485 92632.79 93798.72 4332.76 4505.28
1518789826 34555401 32192354 0 181950 34554574 32191819 827 182485 92632.06 93799.44 4333.47 4505.17
1518789837 34555461 32192363 0 181950 34554634 32191829 827 182485 92631.69 93799.44 4334.82 4505.17
1518789847 34555519 32192382 0 181950 34554692 32191847 827 182485 92631.04 93788.85 4334.27 4515.27
1518789857 34555578 32192416 0 181950 34554751 32191881 827 182485 92629.96 93765.20 4335.48 4538.80
1518789867 34555634 32192452 0 181950 34554807 32191917 827 182485 92631.04 93741.59 4334.97 4563.02
